ID	a-1	a-2	a-3	b-1	b-2	b-3	c-1	c-2	c-3	d-1	d-2	d-3
ENSG00000304847	0	5	0	0	0	0	0	0	0	0	0	0
ENSG00000302667	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258641	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143258	1402	1445	1474	1919	1624	1870	1326	1042	1041	845	880	1176
ENSG00000174677	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261588	0	2	0	0	0	0	4	1	1	0	0	0
ENSG00000286535	10	7	16	3	5	3	31	17	21	15	30	20
NewGene_2887	0	0	0	0	0	0	53	38	34	28	26	48
ENSG00000143797	294	396	394	106	88	160	2798	2333	2273	1935	1879	2848
ENSG00000282890	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000277186	2	0	0	0	8	2	0	0	2	2	0	0
ENSG00000176853	1344	1723	1816	886	872	997	8593	7429	7053	4683	5210	7323
ENSG00000295991	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000295992	1	0	3	0	0	0	1	1	0	0	1	0
ENSG00000295993	0	0	0	0	0	0	1	3	1	1	1	0
ENSG00000176857	0	0	2	4	2	2	4	2	4	0	5	0
ENSG00000295995	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000295996	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000295997	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000305336	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000295999	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000305334	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272356	9	15	8	12	9	2	89	79	42	50	39	63
ENSG00000305332	0	0	0	0	0	0	0	3	2	0	0	0
ENSG00000305333	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000305330	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000305331	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110395	1306	1292	1450	1113	1079	1085	4360	3766	3560	2795	2823	3893
ENSG00000294029	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000294028	4	2	0	0	0	0	3	0	3	0	0	2
ENSG00000230047	0	0	0	1	0	0	0	0	0	0	0	2
ENSG00000294023	3	0	0	0	0	0	0	0	0	2	0	4
ENSG00000072415	425	375	590	217	173	152	3072	2643	2569	2025	2134	3022
ENSG00000294021	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000294020	7	4	9	22	29	16	28	26	41	33	12	21
ENSG00000294027	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000294026	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000294025	2	4	0	0	2	2	7	12	9	11	3	5
ENSG00000294024	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150722	55	50	71	90	75	100	224	147	127	120	134	156
ENSG00000269901	7	8	6	4	5	3	6	8	3	5	4	0
ENSG00000269902	0	0	0	0	1	3	5	2	2	0	0	2
ENSG00000269903	0	0	0	2	0	0	5	5	11	11	6	16
ENSG00000269904	0	0	8	0	0	0	3	1	1	0	5	2
ENSG00000189090	4	3	0	0	3	0	0	0	0	0	0	0
ENSG00000269906	2	10	3	5	10	15	62	75	38	24	36	67
ENSG00000168765	470	559	566	235	203	281	1450	1260	1205	1019	1153	1419
ENSG00000168769	48	78	65	19	33	35	1889	1656	1735	1284	1453	1964
ENSG00000189099	0	0	0	0	0	0	0	0	3	0	2	0
ENSG00000262020	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274599	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119414	885	866	968	1031	971	981	5126	4184	4030	3021	3176	4425
ENSG00000265033	0	0	0	0	0	0	0	0	2	0	2	2
ENSG00000254362	0	0	0	0	0	0	2	3	0	0	0	1
ENSG00000274591	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272346	0	0	0	0	1	0	1	1	1	1	1	0
ENSG00000274594	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000310161	2	2	8	3	0	2	0	0	3	1	0	0
ENSG00000260778	27	50	52	31	43	32	65	39	50	21	22	47
ENSG00000260779	0	0	0	0	0	0	7	3	0	4	2	4
ENSG00000108849	0	0	0	0	0	1	7	3	2	2	0	2
ENSG00000108848	870	884	848	1026	1065	1209	17419	14271	12034	12421	13121	17247
ENSG00000260772	151	33	72	50	96	93	157	4	5	7	33	11
ENSG00000260773	0	4	3	0	0	0	7	12	13	12	6	7
ENSG00000260774	24	29	25	44	22	15	43	13	27	17	17	25
ENSG00000200338	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260776	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260777	0	0	0	0	0	0	0	4	0	2	0	0
ENSG00000106991	1756	1958	1687	1011	1048	1101	4924	4483	4443	3063	2961	3393
ENSG00000106993	582	484	524	452	507	441	1291	1027	979	942	822	1344
ENSG00000106992	1752	1695	1614	1517	1476	1635	1034	1004	884	604	656	905
ENSG00000269535	0	0	0	0	0	0	5	12	4	8	4	4
ENSG00000301538	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203437	0	0	0	0	0	0	0	0	3	0	0	5
ENSG00000271581	3	7	6	9	2	4	36	17	17	30	8	22
ENSG00000230169	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105948	359	330	388	308	224	253	795	692	607	490	413	658
ENSG00000279050	0	0	0	0	0	0	3	4	2	2	7	6
ENSG00000260986	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200332	1	1	0	0	1	1	0	0	0	0	0	5
ENSG00000260984	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220553	0	0	0	0	0	0	1	1	10	0	0	4
ENSG00000220556	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220557	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132646	2753	2853	3085	5691	5326	5618	8235	7340	6723	4646	4168	6915
ENSG00000149115	7375	7742	7612	6750	6132	6208	5239	4560	4544	4154	3784	5023
ENSG00000226251	4	4	0	4	2	3	7	5	16	0	8	2
ENSG00000226250	0	0	0	0	0	0	28	31	21	10	9	31
ENSG00000226253	2	1	6	2	1	1	2	2	0	1	0	1
ENSG00000226252	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226259	0	372	0	0	392	395	627	0	1	0	469	5
ENSG00000226258	0	0	0	0	0	0	10	7	4	3	12	13
ENSG00000233980	1	1	1	1	0	2	2	4	4	6	2	6
ENSG00000296963	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000301059	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000301058	0	0	0	0	2	2	8	5	11	5	6	6
ENSG00000301057	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000301056	5	0	0	10	28	20	3	0	0	0	0	0
ENSG00000301055	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000301054	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000301053	0	3	0	0	0	0	13	9	7	7	0	12
ENSG00000301052	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000301051	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000301050	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222952	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180116	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222950	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187726	0	2	3	9	6	0	10	10	12	11	7	7
ENSG00000187721	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187720	1553	1494	1529	1608	1376	1550	1886	1650	1671	790	769	975
ENSG00000222955	0	0	0	0	0	0	2	3	2	4	0	2
ENSG00000254165	3	0	0	0	2	0	39	18	40	32	18	23
ENSG00000302106	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000260286	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000300908	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135144	7	2	7	7	10	9	202	152	167	100	116	170
ENSG00000310165	0	0	0	0	0	0	5	2	4	0	0	0
ENSG00000118193	48	57	66	27	49	39	3299	2840	2504	1860	2081	2908
ENSG00000300900	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114670	143	196	136	204	229	164	219	137	145	196	156	286
ENSG00000300906	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000118197	140	162	142	262	324	302	1012	799	719	572	586	743
ENSG00000118194	0	3	0	0	2	0	4	0	4	6	0	4
ENSG00000300905	0	0	0	0	4	0	0	0	0	0	0	0
NewGene_689	0	0	0	0	0	0	13	7	17	14	24	12
NewGene_688	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000278793	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261587	5	10	12	0	12	1	26	42	54	30	38	38
NewGene_681	0	0	0	0	0	0	19	0	7	8	8	13
NewGene_680	20	40	27	62	65	40	15	10	41	18	20	15
ENSG00000235710	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000265916	1	0	0	1	0	2	3	1	2	3	1	2
ENSG00000169967	255	247	299	186	172	184	4348	3699	3547	2783	3107	4230
NewGene_684	0	0	0	0	0	0	0	0	0	0	2	0
NewGene_687	1092	1163	1316	2759	2449	3008	880	777	661	604	629	777
ENSG00000169964	1075	1024	1091	1088	976	947	669	596	619	408	377	715
ENSG00000264859	0	0	0	0	0	0	0	0	13	7	4	7
ENSG00000214578	0	0	0	0	1	1	2	1	1	1	0	2
ENSG00000250739	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261824	4132	4078	4518	3823	3235	3274	1030	866	793	569	622	788
ENSG00000261823	0	0	0	0	0	0	0	2	0	4	1	1
ENSG00000261822	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261821	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000261820	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250733	0	0	0	0	0	0	0	0	2	0	0	2
ENSG00000105366	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048545	0	0	0	0	0	0	3	0	3	0	0	2
ENSG00000105364	1173	1039	1004	2501	2293	2368	1540	1377	1356	1100	1134	1315
ENSG00000214575	840	758	926	704	762	684	788	619	602	441	558	564
ENSG00000250735	0	0	0	0	0	0	0	2	0	0	0	2
ENSG00000048540	0	0	0	0	0	0	1632	1534	1508	1814	1934	2769
ENSG00000258509	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261580	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000215835	63	55	72	81	76	93	119	80	79	78	88	98
ENSG00000109466	529	407	519	281	203	279	2299	2117	1917	1489	1502	2343
ENSG00000258500	0	0	0	0	0	0	3	0	1	2	0	0
ENSG00000258501	0	0	0	0	0	0	0	0	3	0	3	0
ENSG00000258502	0	0	0	0	0	0	10	0	0	0	0	0
ENSG00000258503	0	0	0	0	0	0	4	0	0	2	2	0
ENSG00000258504	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258505	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258506	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258507	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108599	487	575	584	528	455	442	2623	2199	2162	1549	1643	2272
ENSG00000263080	5	6	3	20	16	8	24	17	10	0	9	12
ENSG00000108592	1768	1913	1935	3497	3271	3297	9219	8011	7483	6186	6200	7715
ENSG00000108591	2168	2333	2316	3822	3195	3414	1747	1444	1440	1133	1018	1495
ENSG00000108590	622	601	679	895	766	848	607	558	494	441	453	635
ENSG00000263089	0	0	0	2	0	0	2	0	0	0	0	0
ENSG00000261581	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000271852	0	0	1	1	0	1	1	2	2	1	0	1
ENSG00000266610	0	0	0	0	0	0	0	2	3	2	0	0
ENSG00000235430	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000051825	60	64	89	29	17	23	2272	1970	1898	1378	1589	2078
ENSG00000227124	0	0	0	0	0	0	454	374	437	284	319	421
ENSG00000250084	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199012	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000250081	0	0	0	0	0	0	13	13	15	11	13	12
ENSG00000227121	0	0	0	0	0	2	16	0	0	0	6	6
ENSG00000267508	47	30	15	125	163	102	104	92	80	69	96	146
ENSG00000250082	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267506	0	0	0	2	0	0	0	3	0	6	3	7
ENSG00000267507	0	0	0	0	0	0	6	5	0	1	0	2
ENSG00000267504	0	0	2	0	1	0	8	5	5	2	5	13
ENSG00000267505	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227128	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000267503	0	0	0	0	0	0	2	2	0	2	0	1
ENSG00000264387	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267501	0	0	0	0	0	0	5	0	3	5	0	2
ENSG00000261582	10	11	14	15	13	2	7	11	13	6	4	5
ENSG00000304089	0	2	0	1	4	2	3	5	3	5	5	9
ENSG00000154655	2	2	4	0	8	0	647	560	514	372	385	551
ENSG00000141579	0	0	3	0	0	0	2	6	3	7	0	0
ENSG00000309517	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232053	0	0	2	0	0	0	85	65	81	53	48	72
ENSG00000299338	0	0	0	0	0	0	0	3	0	5	7	0
ENSG00000299339	32	40	10	23	26	22	67	57	57	25	31	36
ENSG00000278485	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000304056	15	15	12	24	15	46	28	27	23	17	23	32
ENSG00000186453	0	0	0	0	0	0	5	0	0	7	3	4
ENSG00000299330	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299332	0	0	3	0	10	0	17	5	11	8	12	10
ENSG00000299333	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186458	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299335	0	0	0	0	0	0	0	3	2	0	0	0
ENSG00000299336	0	0	0	0	0	0	3	2	0	0	4	2
ENSG00000299337	0	0	0	0	0	0	7	10	12	13	10	5
ENSG00000153832	188	252	171	311	214	306	134	75	68	91	80	85
ENSG00000138279	4167	4205	4808	7231	6437	6858	6261	5316	4914	3750	3586	5341
ENSG00000196772	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000164329	625	652	681	254	184	216	4370	3798	3455	2649	2848	3844
ENSG00000164326	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184967	970	1047	935	1456	1321	1367	529	543	592	432	443	402
ENSG00000164325	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138271	2	0	0	2	0	0	126	132	108	49	36	59
ENSG00000184961	1	1	0	1	1	2	2	1	3	1	1	2
ENSG00000277453	0	0	0	0	7	7	2	0	4	4	0	0
ENSG00000278467	7	3	2	0	1	0	0	14	0	0	7	12
ENSG00000100462	6852	6976	6918	5697	5063	5520	5265	4483	4389	3067	3231	3905
ENSG00000100461	1649	1882	1761	2319	2163	2148	3404	2987	2885	2225	2166	2908
ENSG00000277452	0	0	0	0	0	0	0	0	1	3	0	0
ENSG00000285404	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282925	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282924	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282927	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267390	44	47	43	30	32	22	41	38	25	22	22	18
ENSG00000282921	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186188	592	711	683	723	748	752	0	0	0	0	0	2
ENSG00000227723	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289891	7	4	8	3	10	5	6	5	2	3	1	3
ENSG00000186187	1080	1117	1010	996	1034	946	1093	892	909	747	765	799
ENSG00000186184	2089	2072	2134	1916	1920	2190	2843	2512	2459	2159	2296	2798
ENSG00000186185	1478	1484	1485	1924	1686	1561	2858	2533	2325	1812	1850	2419
ENSG00000308861	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000308860	0	0	0	0	0	0	17	12	17	11	12	9
ENSG00000113946	2	3	7	0	5	0	64	26	29	48	53	74
ENSG00000308862	0	0	4	0	0	0	0	3	0	0	4	0
ENSG00000308865	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000308864	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000308867	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000308866	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000308869	0	0	0	0	0	0	2	2	3	0	3	2
ENSG00000308868	1	1	0	0	0	0	3	0	2	0	0	0
ENSG00000296319	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000296318	0	0	0	0	5	0	0	2	0	0	0	0
ENSG00000159063	984	874	876	913	900	936	2540	2232	2064	1512	1597	2276
ENSG00000222931	0	0	0	0	0	0	2	0	0	0	0	0
NewGene_2888	2879	2885	3099	2488	2506	2768	2301	2076	2092	1503	1680	1970
ENSG00000203875	3238	2771	2875	2778	3095	2984	4019	3599	3521	2820	2225	4056
ENSG00000203876	0	0	0	0	0	0	9	3	25	10	9	14
ENSG00000203877	273	252	287	325	372	268	44	31	54	29	47	33
ENSG00000203870	0	3	0	0	0	0	0	0	0	2	0	0
ENSG00000222932	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000203872	0	2	5	4	14	9	107	108	37	74	90	84
ENSG00000226092	0	0	0	0	0	0	3	0	0	0	0	1
ENSG00000227725	9	5	1	17	10	11	17	39	26	22	37	33
ENSG00000203878	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000296842	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200261	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182606	1409	1472	1328	2268	2251	1878	4787	4096	4041	3259	3422	4540
ENSG00000222343	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000182600	63	50	51	44	25	38	146	105	111	69	80	107
ENSG00000262585	2	8	4	6	0	7	0	0	0	0	0	4
ENSG00000277935	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228151	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256362	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256361	0	0	0	0	0	0	0	6	0	2	1	0
ENSG00000261467	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256364	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262848	2	2	2	3	0	1	3	6	3	6	3	9
ENSG00000298774	0	5	7	0	0	0	0	0	0	0	0	0
ENSG00000077097	716	544	759	236	343	230	10172	8779	8593	7487	7874	10583
ENSG00000217179	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077092	0	0	0	0	0	2	969	796	686	573	578	750
ENSG00000214745	0	0	0	0	0	0	1	1	2	0	0	1
ENSG00000239219	0	0	0	0	4	0	0	14	17	3	10	3
ENSG00000218300	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154822	37	22	39	10	26	19	852	721	749	507	559	779
ENSG00000309899	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000299858	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000261466	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000061337	4	14	6	9	0	0	503	417	372	295	345	395
ENSG00000100288	343	542	461	463	256	405	1060	1012	947	781	728	944
ENSG00000228158	0	3	1	2	2	5	5	8	2	4	1	10
ENSG00000100285	0	0	0	0	0	0	6	14	2	2	5	5
ENSG00000100284	1402	1387	1478	2436	2359	2259	1197	1047	1102	837	766	990
ENSG00000296840	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100281	345	299	306	760	679	708	3801	3097	2909	2376	2459	3197
ENSG00000100280	3264	3381	3382	3647	3019	3291	6231	5487	5820	3773	3803	4736
ENSG00000104901	12	8	12	12	12	15	5	0	0	3	5	0
ENSG00000289418	3	2	2	0	2	1	0	0	0	0	0	0
ENSG00000104903	4	24	14	10	7	17	0	0	0	0	0	0
ENSG00000104904	28106	28848	27086	33114	29896	28383	16375	15276	14184	10886	9289	15276
ENSG00000228348	0	0	2	0	0	0	3	0	0	0	1	5
ENSG00000104907	1802	1654	1717	3462	3132	3169	1466	1377	1330	886	876	1125
ENSG00000228345	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228347	0	0	0	0	0	0	1	0	0	1	1	1
ENSG00000228341	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228340	0	0	0	5	0	2	469	435	235	357	287	556
ENSG00000228343	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279425	0	0	4	0	0	0	18	21	21	10	6	18
ENSG00000299806	0	0	0	0	0	0	0	3	0	2	6	0
ENSG00000239247	0	2	1	0	0	2	17	18	12	7	8	7
ENSG00000299804	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236244	0	0	0	0	0	0	1	3	1	2	1	2
ENSG00000299802	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299803	0	0	3	4	0	5	4	9	10	7	8	9
ENSG00000299800	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299801	0	0	0	0	0	0	7	3	3	6	4	4
ENSG00000236243	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299808	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299809	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000306459	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000125459	1564	1549	1679	2274	2300	2261	1044	915	863	766	666	995
ENSG00000125458	904	921	882	1245	1240	1148	756	793	663	643	569	788
ENSG00000239213	212	245	237	349	337	351	299	221	185	183	219	280
ENSG00000255512	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140199	681	678	662	473	554	579	2803	2505	2436	1860	2022	2496
ENSG00000239212	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125457	850	831	795	1157	1032	1033	380	306	214	256	203	353
ENSG00000125454	1151	1112	1060	2283	2278	2355	366	376	359	249	230	276
ENSG00000289832	11	2	3	1	2	1	5	7	9	4	13	4
ENSG00000280382	0	0	0	0	0	0	0	9	0	0	4	3
ENSG00000280381	0	0	0	0	0	0	0	5	0	2	2	0
ENSG00000280380	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289836	0	0	0	0	0	0	3	1	0	0	1	1
ENSG00000289837	2	2	0	2	0	0	7	3	3	2	2	12
ENSG00000289834	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202191	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274199	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289838	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000289839	310	229	246	104	96	125	11	6	12	7	8	4
ENSG00000306456	1	2	0	0	0	0	6	19	12	4	2	6
ENSG00000274198	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180938	0	0	0	0	0	0	284	196	156	141	172	257
ENSG00000255513	1	1	1	1	1	1	7	2	2	1	4	4
ENSG00000207308	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180934	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000293580	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202473	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270865	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202471	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202470	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000202476	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185372	0	0	0	0	4	4	0	0	0	0	0	0
ENSG00000293948	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000196372	873	912	873	773	720	678	941	792	817	606	572	868
ENSG00000230397	2	5	4	13	6	3	15	7	6	8	6	8
ENSG00000202479	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202478	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000306457	13	19	5	4	9	9	4	7	7	9	1	4
ENSG00000185379	1433	1453	1634	2501	2060	2210	953	766	791	593	633	854
ENSG00000307214	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213088	4	0	4	2	0	3	136	120	137	111	111	109
ENSG00000304819	0	0	0	0	0	0	9	7	7	4	5	6
ENSG00000202199	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000304814	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000304815	0	10	0	0	6	0	7	11	0	0	0	0
ENSG00000304816	0	0	0	0	0	0	386	272	255	210	195	275
ENSG00000304817	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000213080	146	137	134	143	109	140	205	181	199	115	141	157
ENSG00000213081	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213082	2	0	0	2	3	2	2	4	2	1	2	2
ENSG00000213083	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247311	0	0	0	0	0	0	0	0	3	0	3	0
ENSG00000124496	1429	1404	1439	917	912	1005	1648	1476	1426	893	1012	1188
ENSG00000295162	0	0	0	0	0	0	0	0	2	0	0	1
ENSG00000124490	0	0	0	0	0	0	2	0	0	9	5	0
ENSG00000124491	2	0	6	0	0	2	4032	3529	3400	5457	5841	7933
ENSG00000247317	11	11	4	11	12	12	73	61	59	35	28	44
ENSG00000124493	14	6	9	0	8	0	0	0	0	0	0	0
ENSG00000205847	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205846	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000211796	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000306527	0	3	0	0	0	0	1	0	0	0	0	0
ENSG00000306524	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000211795	0	0	2	0	0	0	0	4	2	0	0	0
ENSG00000306522	0	0	0	0	0	0	0	0	2	0	0	2
ENSG00000211793	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211790	9	7	0	0	0	0	0	0	0	2	0	0
ENSG00000293940	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213048	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000281383	5	2	0	0	4	1	5	1	4	2	0	1
ENSG00000293943	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281386	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000211799	0	0	0	2	0	0	0	2	3	2	2	8
ENSG00000290001	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000290000	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000290359	0	0	3	0	0	0	22	11	8	2	2	4
ENSG00000290002	53	60	58	66	54	40	8	7	2	2	2	3
ENSG00000207227	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000290007	4	0	0	0	0	5	0	0	2	0	0	0
ENSG00000290006	0	0	0	0	0	0	1	0	1	1	1	0
ENSG00000290009	6	2	3	0	2	0	0	0	0	0	0	0
ENSG00000290008	10	5	19	19	9	5	14	14	17	16	12	10
ENSG00000229436	0	0	0	0	0	0	0	1	0	0	2	0
ENSG00000229437	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229431	36	25	15	17	24	26	34	74	36	28	37	55
ENSG00000169154	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169155	180	180	187	366	319	345	2015	1761	1412	1078	1184	1567
ENSG00000213337	1135	1173	1197	1064	1014	938	293	323	305	185	193	277
ENSG00000261014	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213335	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213332	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101310	6330	6741	7032	6012	5770	5816	5119	4515	4186	2503	2902	4073
ENSG00000213049	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213331	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220237	0	2	0	0	0	0	0	1	2	0	0	0
