name,s_MiaFRFP_1,s_MiaFRFP_2,s_MiaFRFP_3,s_Part1Lag_1,s_Part1Lag_2,s_Part1Lag_3
ENSG00000201517,0,0,0,0,0,0
ENSG00000225198,0,0,0,0,0,0
ENSG00000238032,0,0,0,3,3,0
ENSG00000234780,21,15,12,8,10,4
ENSG00000252856,0,0,0,0,0,0
ENSG00000204368,0,0,0,0,0,0
ENSG00000231568,0,0,0,0,0,0
ENSG00000229662,22,23,12,6,9,3
ENSG00000232813,0,0,0,0,0,0
ENSG00000241207,0,0,0,0,0,0
ENSG00000237345,2,4,1,5,2,3
ENSG00000184788,0,0,0,0,0,0
ENSG00000188021,16748,19195,13766,7322,5513,3950
ENSG00000185985,0,0,2,2,0,0
ENSG00000130962,975,1405,344,484,273,140
ENSG00000101911,17872,21662,9567,7127,4565,2929
ENSG00000085224,8029,13899,4844,6683,6918,1681
ENSG00000083750,898,1077,266,417,507,336
ENSG00000101842,0,0,0,0,1,0
ENSG00000126759,0,8,9,10,17,27
ENSG00000000005,0,0,0,0,0,0
ENSG00000223819,1,2,5,6,4,7
ENSG00000238116,15,15,14,12,1,11
ENSG00000275320,0,1,0,0,0,0
ENSG00000202231,1,7,2,4,7,5
ENSG00000224799,0,0,0,0,0,0
ENSG00000237708,6,0,0,0,0,0
ENSG00000222303,0,0,0,0,0,0
ENSG00000287160,3,4,5,2,8,10
ENSG00000271677,0,0,0,0,0,0
ENSG00000238188,2,2,1,14,8,6
ENSG00000228659,0,0,0,0,0,0
ENSG00000147256,0,0,0,0,0,0
ENSG00000241198,0,0,0,0,0,0
ENSG00000269405,0,0,0,0,0,0
ENSG00000273746,0,0,0,0,0,0
ENSG00000231590,0,0,0,0,0,0
ENSG00000158164,0,0,2,0,0,0
ENSG00000271005,0,0,0,0,0,0
ENSG00000102010,0,0,0,0,0,0
ENSG00000285602,4,6,6,1,8,1
ENSG00000225833,0,0,0,0,0,0
ENSG00000237539,0,0,0,0,0,0
ENSG00000200620,0,0,0,0,0,0
ENSG00000281371,0,0,0,0,0,0
ENSG00000182287,223,384,38,514,237,158
ENSG00000200566,0,0,0,0,0,0
ENSG00000226536,0,0,0,0,0,0
ENSG00000169188,10730,8861,10805,3582,3035,3130
ENSG00000158578,1,0,0,8,30,78
ENSG00000278283,0,0,0,0,0,0
ENSG00000234466,1,0,2,0,0,0
ENSG00000238269,0,0,0,4,0,0
ENSG00000234068,0,0,0,0,0,0
ENSG00000278319,0,0,0,0,0,0
ENSG00000276929,0,0,0,0,0,0
ENSG00000186678,0,0,0,0,0,0
ENSG00000229760,0,0,0,0,0,0
ENSG00000231947,0,0,0,0,0,0
ENSG00000238047,0,0,0,0,0,0
ENSG00000196924,177717,176588,225801,16255,30212,24045
ENSG00000147003,6,7,0,10,2,0
ENSG00000147403,41730,30425,23047,33815,40216,39407
ENSG00000072501,8638,10234,8262,3002,3228,1985
ENSG00000198689,2933,3931,1708,1083,1154,402
ENSG00000283775,0,0,0,0,0,0
ENSG00000243011,0,0,0,0,0,0
ENSG00000273773,0,0,0,0,0,0
ENSG00000213338,4,2,2,106,69,77
ENSG00000275882,90,62,88,79,128,71
ENSG00000226141,0,0,0,0,0,0
ENSG00000237619,0,0,0,0,0,0
ENSG00000235806,0,0,0,2,0,0
ENSG00000287729,0,0,0,5,0,0
ENSG00000238123,0,0,0,0,0,0
ENSG00000228089,0,0,1,51,30,39
ENSG00000235190,0,0,0,0,0,0
ENSG00000200587,0,0,0,0,0,0
ENSG00000134602,4307,6598,1596,1494,918,346
ENSG00000228819,30,15,17,12,15,12
ENSG00000123728,1717,2526,826,2561,1105,390
ENSG00000123560,2,2,10,299,121,63
ENSG00000228158,13,8,3,193,68,90
ENSG00000227534,0,0,0,1,0,0
ENSG00000227942,57,45,50,73,35,90
ENSG00000147140,52700,47476,32866,20802,22590,14233
ENSG00000120280,0,0,0,45,5,8
ENSG00000178556,23,11,17,16,14,9
ENSG00000232368,4064,3027,2586,1505,1864,1956
ENSG00000229331,1,0,8,0,1,0
ENSG00000241886,0,1,0,0,0,0
ENSG00000243055,0,0,0,4,1,0
ENSG00000277876,4,8,9,4,3,6
ENSG00000231542,0,0,0,0,0,0
ENSG00000235512,0,0,0,0,0,0
ENSG00000102230,0,0,0,0,1,1
ENSG00000226222,0,0,0,0,0,0
ENSG00000236836,0,0,0,0,0,0
ENSG00000236487,0,0,0,42,14,7
ENSG00000101868,3430,3826,1813,738,857,395
ENSG00000251869,3,2,0,2,0,1
ENSG00000232472,1154,951,471,1506,1268,849
ENSG00000004848,4,28,39,70,79,46
ENSG00000214111,0,1,1,0,0,0
ENSG00000240439,0,0,0,0,0,0
ENSG00000182484,2,36,1,4,0,3
ENSG00000234230,16,16,18,8,16,10
ENSG00000225071,7,5,5,4,16,9
ENSG00000131089,1311,1117,543,970,999,769
ENSG00000231729,0,0,0,0,0,2
ENSG00000236813,5,33,9,21,36,15
ENSG00000222532,0,0,0,0,0,0
ENSG00000166707,8,1,0,24,117,16
ENSG00000158639,0,0,0,0,0,0
ENSG00000102387,0,0,0,7,4,5
ENSG00000165359,116,188,95,287,102,108
ENSG00000005889,5123,6767,2932,3073,3005,921
ENSG00000126752,13,0,0,0,0,0
ENSG00000197779,235,230,71,131,134,67
ENSG00000080561,48,69,141,166,222,148
ENSG00000120498,0,0,0,0,1,0
ENSG00000147138,0,0,0,0,0,0
ENSG00000125354,922,959,695,1694,976,623
ENSG00000022267,3106,2805,1694,1123,1644,2432
ENSG00000131269,1999,2150,1002,1095,1030,303
ENSG00000266828,0,0,0,0,0,0
ENSG00000231371,0,0,0,0,0,0
ENSG00000234558,77,107,42,184,85,49
ENSG00000180772,0,0,0,0,68,0
ENSG00000188706,4561,4303,3005,3198,4384,2898
ENSG00000235189,1,1,4,8,5,2
ENSG00000238040,0,0,0,0,0,0
ENSG00000156697,4707,4421,2980,1479,1650,948
ENSG00000085185,1963,1892,2532,805,1658,1117
ENSG00000288680,0,0,1,3,2,2
ENSG00000207146,0,0,0,0,0,0
ENSG00000133124,0,0,0,3,1,1
ENSG00000237863,0,0,0,0,0,0
ENSG00000279894,4,0,0,2,1,0
ENSG00000196507,898,804,650,898,970,950
ENSG00000288597,3,1,2,2,3,1
ENSG00000123575,8970,11580,5466,5575,4224,1591
ENSG00000123576,0,0,0,0,0,0
ENSG00000182378,40,21,35,5,6,4
ENSG00000268651,0,1,0,0,0,0
ENSG00000171388,376,373,231,69,2,8
ENSG00000287024,5,6,29,39,17,17
ENSG00000122121,0,0,1,0,12,0
ENSG00000122122,1,2,0,264,75,123
ENSG00000240143,0,0,0,0,1,0
ENSG00000275070,0,0,0,1,2,2
ENSG00000078061,7360,6209,7867,4190,4282,4145
ENSG00000230781,0,0,0,0,0,0
ENSG00000101938,0,0,0,2,0,0
ENSG00000226112,0,0,0,15,5,9
ENSG00000234349,0,0,0,0,0,0
ENSG00000077274,0,0,1,2,0,0
ENSG00000251954,0,0,0,0,0,0
ENSG00000223904,1,0,2,305,118,139
ENSG00000229939,34,33,12,6,21,5
ENSG00000225031,498,433,190,365,228,199
ENSG00000102359,25,9,1,16,3,5
ENSG00000101892,1,0,0,0,1,1
ENSG00000251707,0,0,0,0,0,0
ENSG00000232119,3474,3983,1238,5253,3318,959
ENSG00000171155,2721,2867,750,2890,1467,372
ENSG00000278317,0,0,0,0,0,0
ENSG00000181511,5,1,1,54,36,48
ENSG00000158290,20635,31052,6449,3224,1790,612
ENSG00000238200,0,0,0,0,0,0
ENSG00000269096,0,0,0,0,0,0
ENSG00000278289,0,0,0,0,0,0
ENSG00000271449,0,0,0,0,0,0
ENSG00000278085,0,0,0,0,0,0
ENSG00000270946,0,0,0,0,1,0
ENSG00000207633,0,0,0,0,0,0
ENSG00000203933,0,0,0,0,0,0
ENSG00000233145,0,0,0,0,0,0
ENSG00000214653,15,18,14,48,26,7
ENSG00000241248,0,0,0,0,0,0
ENSG00000233535,0,0,0,2,0,0
ENSG00000212663,0,0,0,4,0,0
ENSG00000046647,1787,1472,780,1301,1246,920
ENSG00000157600,528,596,642,530,336,319
ENSG00000208013,0,0,0,0,0,0
ENSG00000265584,0,0,0,0,0,0
ENSG00000208883,0,0,0,0,0,0
ENSG00000224142,0,0,0,1,1,0
ENSG00000287685,0,0,0,0,0,0
ENSG00000279601,0,8,0,0,0,0
ENSG00000187808,59,19,0,2,9,20
ENSG00000198918,1886,1402,429,6305,4574,2139
ENSG00000206622,0,0,0,0,0,0
ENSG00000286366,53,15,15,40,35,25
ENSG00000125352,1403,917,931,1013,1356,1086
ENSG00000125356,1961,1513,981,5640,4888,3265
ENSG00000186471,0,0,0,25,17,0
ENSG00000101882,1063,1365,719,764,788,415
ENSG00000261435,0,0,0,0,0,0
ENSG00000263972,0,0,0,0,0,0
ENSG00000214047,0,2,0,27,11,19
ENSG00000285709,4,5,10,0,0,0
ENSG00000223486,0,0,0,0,5,0
ENSG00000236393,170,110,11,1,10,0
ENSG00000214045,22,24,44,13,15,18
ENSG00000206677,0,0,0,0,0,0
ENSG00000183337,3970,4486,4952,1256,2042,983
ENSG00000132446,0,0,0,0,0,0
ENSG00000252903,0,0,0,0,0,0
ENSG00000285900,0,0,0,0,0,0
ENSG00000222922,0,0,0,0,1,0
ENSG00000236285,33,23,13,154,98,27
ENSG00000263600,0,0,0,0,0,0
ENSG00000221348,0,0,0,0,0,0
ENSG00000236828,0,0,0,0,0,0
ENSG00000226781,144,118,65,355,223,141
ENSG00000215310,0,0,0,0,0,0
ENSG00000265170,0,0,0,0,0,0
ENSG00000283093,0,0,0,0,0,0
ENSG00000223591,0,0,0,0,0,0
ENSG00000189369,1397,1378,824,519,505,436
ENSG00000236576,0,0,0,0,0,0
ENSG00000252377,0,0,0,0,0,0
ENSG00000224109,0,0,0,0,0,0
ENSG00000260118,0,0,0,0,0,0
ENSG00000228328,567,490,382,732,515,350
ENSG00000252145,0,0,0,0,0,0
ENSG00000228125,59,53,39,16,13,15
ENSG00000206646,0,0,0,0,0,0
ENSG00000225925,0,0,0,63,24,18
ENSG00000181704,5000,5312,2915,4658,3945,1452
ENSG00000206747,0,0,0,0,0,0
ENSG00000079482,549,684,282,398,593,398
ENSG00000160131,14289,22017,6806,7733,4992,2117
ENSG00000270052,0,0,3,0,0,0
ENSG00000214915,0,0,0,0,0,0
ENSG00000071553,17027,16071,14672,10776,13336,12209
ENSG00000186787,245,230,242,241,259,193
ENSG00000165583,0,0,0,0,0,0
ENSG00000165376,0,0,0,117,0,10
ENSG00000198455,2298,2678,1713,937,1022,590
ENSG00000165591,2,0,0,7,20,0
ENSG00000102385,30,2,0,6,0,7
ENSG00000147251,2968,4083,1638,542,158,85
ENSG00000283697,0,0,0,0,0,0
ENSG00000198205,839,936,668,276,437,186
ENSG00000176774,0,0,0,0,0,0
ENSG00000232446,0,0,0,0,0,0
ENSG00000227511,0,0,0,0,0,0
ENSG00000176746,0,0,0,0,0,0
ENSG00000232644,0,0,0,0,0,0
ENSG00000188408,0,0,0,0,0,0
ENSG00000237171,0,0,0,0,0,0
ENSG00000178146,68,58,26,299,72,66
ENSG00000215168,0,0,0,10,5,6
ENSG00000237294,0,5,1,23,17,13
ENSG00000231356,0,0,0,0,0,0
ENSG00000226820,0,0,0,0,0,0
ENSG00000224236,8,6,0,19,11,7
ENSG00000125675,0,0,0,13,5,8
ENSG00000179101,18,23,7,135,53,53
ENSG00000228543,0,0,0,0,0,0
ENSG00000232111,1,0,0,0,0,0
ENSG00000282306,0,0,0,0,0,0
ENSG00000282501,0,0,0,0,0,0
ENSG00000282358,0,0,0,0,0,0
ENSG00000282668,0,0,0,0,0,0
ENSG00000282299,0,0,0,0,0,0
ENSG00000282697,0,0,0,0,0,0
ENSG00000282222,0,0,0,0,0,0
ENSG00000281955,0,0,0,0,0,0
ENSG00000281941,0,0,0,0,0,0
ENSG00000282300,0,0,0,0,0,0
ENSG00000101849,4796,4717,5168,1455,1741,1128
ENSG00000101850,0,0,0,0,5,0
ENSG00000198759,0,0,0,0,29,0
ENSG00000233357,0,0,0,4,0,1
ENSG00000283493,0,0,0,0,0,0
ENSG00000199622,0,0,0,0,0,0
ENSG00000123595,2490,2608,1258,2335,1656,800
ENSG00000046651,1304,1697,814,1588,1848,1089
ENSG00000288053,0,0,0,0,0,0
ENSG00000206936,0,0,0,0,1,0
ENSG00000068394,2956,2301,3527,1344,1280,939
ENSG00000265033,0,0,0,0,0,0
ENSG00000280116,0,0,0,0,0,0
ENSG00000279422,3,0,0,4,3,0
ENSG00000123584,0,0,0,0,0,0
ENSG00000224089,0,0,0,0,0,0
ENSG00000226600,0,0,0,0,0,0
ENSG00000230347,0,0,0,0,0,0
ENSG00000226023,0,0,0,0,0,0
ENSG00000237957,0,0,0,0,0,0
ENSG00000230594,0,0,0,0,0,0
ENSG00000236126,0,0,0,0,0,0
ENSG00000242362,0,0,0,0,0,0
ENSG00000268738,0,2,0,0,2,0
ENSG00000212747,29,12,31,21,20,34
ENSG00000134590,16883,14501,16797,13043,16839,18982
ENSG00000286964,9,38,9,21,31,6
ENSG00000203950,15934,13364,13226,7536,7985,8925
ENSG00000228372,0,0,0,0,0,0
ENSG00000234228,0,0,1,8,2,1
ENSG00000196972,56,30,50,28,11,24
ENSG00000224107,0,0,0,0,0,0
ENSG00000223809,0,0,0,0,0,0
ENSG00000232582,0,0,0,0,0,0
ENSG00000169551,0,0,0,0,0,0
ENSG00000236491,0,0,0,0,0,0
ENSG00000228922,0,0,0,0,0,0
ENSG00000269833,0,0,0,0,0,0
ENSG00000186376,1203,1050,943,657,602,413
ENSG00000238210,0,0,0,0,2,0
ENSG00000274024,2,0,0,22,5,0
ENSG00000283644,0,0,0,3,2,0
ENSG00000284994,2,0,4,1,4,0
ENSG00000173275,405,478,247,523,416,138
ENSG00000178947,0,0,0,0,0,0
ENSG00000201440,0,0,0,0,0,0
ENSG00000225769,24,18,28,2,9,0
ENSG00000273988,0,0,0,0,0,0
ENSG00000271158,0,1,0,0,1,0
ENSG00000123131,9468,9368,4984,13398,10425,7771
ENSG00000123130,9595,10557,4604,4890,4477,2123
ENSG00000233785,27,24,19,21,22,10
ENSG00000202272,0,0,0,0,1,0
ENSG00000184831,2028,2107,1225,1073,1167,729
ENSG00000238103,148,12,13,62,53,39
ENSG00000165182,12,4,8,3,21,0
ENSG00000130830,3240,2896,2117,1902,887,899
ENSG00000229237,261,213,114,222,152,224
ENSG00000274183,0,0,6,0,0,0
ENSG00000288722,484,453,355,239,166,142
ENSG00000224069,0,0,0,0,0,0
ENSG00000237859,0,0,0,1,1,0
ENSG00000233688,0,0,0,3,3,1
ENSG00000176318,27,35,33,64,34,53
ENSG00000271147,113,193,43,138,148,72
ENSG00000227211,0,0,0,1,0,0
ENSG00000198932,32,42,58,56,82,5
ENSG00000286327,5,0,0,20,12,11
ENSG00000252294,0,0,0,0,0,0
ENSG00000230320,0,0,0,0,4,0
ENSG00000286237,18,23,6,4,15,9
ENSG00000198908,4,3,2,5,2,2
ENSG00000215000,0,0,0,0,0,0
ENSG00000101890,0,2,0,0,0,0
ENSG00000101888,662,1219,104,1227,520,103
ENSG00000233874,30,48,19,37,31,9
ENSG00000176076,0,2,8,0,0,0
ENSG00000068366,6624,9803,2815,2818,1390,513
ENSG00000237319,0,0,0,0,0,0
ENSG00000252069,0,0,0,0,0,0
ENSG00000225381,1,0,0,0,0,1
ENSG00000286118,0,5,0,0,2,0
ENSG00000277858,0,0,0,0,1,0
ENSG00000288709,16,10,14,9,7,4
ENSG00000183479,111,83,178,40,36,59
ENSG00000203650,0,1,0,0,1,0
ENSG00000224341,60,36,55,22,13,31
ENSG00000231270,3,0,0,2,1,1
ENSG00000175556,2,0,0,61,29,77
ENSG00000235483,0,0,0,37,12,3
ENSG00000006756,4558,4061,4808,3175,4457,4093
ENSG00000229851,0,0,0,0,0,0
ENSG00000205667,0,0,0,0,0,0
ENSG00000062096,0,0,0,1,2,1
ENSG00000239228,1,0,0,0,0,0
ENSG00000230249,0,0,0,0,0,0
ENSG00000226784,17,22,12,11,20,11
ENSG00000187325,3822,5747,1240,2558,1685,458
ENSG00000223592,0,0,0,0,4,0
ENSG00000157399,0,2,0,7,0,1
ENSG00000232282,2,0,0,8,0,3
ENSG00000229954,4,2,0,4,0,0
ENSG00000237300,0,0,0,0,3,1
ENSG00000237628,0,0,0,0,4,0
ENSG00000228316,0,1,0,0,0,0
ENSG00000224471,0,0,0,0,0,0
ENSG00000226056,0,2,0,0,10,0
ENSG00000234886,4,0,0,10,5,0
ENSG00000227649,2,0,0,2,0,0
ENSG00000229794,1,0,0,12,9,5
ENSG00000202304,0,0,0,0,0,0
ENSG00000225046,0,0,0,0,0,0
ENSG00000102078,1114,1092,499,938,1048,586
ENSG00000147262,0,0,0,0,5,0
ENSG00000271286,0,0,0,0,0,0
ENSG00000224204,0,0,0,0,0,0
ENSG00000233067,0,0,0,0,0,0
ENSG00000175809,0,0,0,0,0,0
ENSG00000224396,6,4,0,0,0,0
ENSG00000201095,0,0,0,0,0,0
ENSG00000231011,0,0,0,0,0,0
ENSG00000237019,0,0,0,0,0,0
ENSG00000102174,0,10,0,2,13,2
ENSG00000270794,0,0,0,0,0,0
ENSG00000099399,0,0,0,0,0,2
ENSG00000120289,0,0,0,0,0,0
ENSG00000276940,0,0,0,0,0,0
ENSG00000229967,0,0,0,0,0,0
ENSG00000102287,0,0,0,0,5,0
ENSG00000284363,0,0,0,0,0,0
ENSG00000283751,0,0,0,0,0,0
ENSG00000102119,5186,4204,4320,2236,2940,2875
ENSG00000147234,2,2,0,10,10,7
ENSG00000230146,192,144,129,115,64,54
ENSG00000274655,0,0,0,0,0,0
ENSG00000277577,0,0,0,0,0,0
ENSG00000278039,0,0,0,0,0,0
ENSG00000182707,0,0,0,0,0,0
ENSG00000274430,0,0,0,0,0,0
ENSG00000276784,0,0,0,0,0,0
ENSG00000271199,1,1,6,5,0,0
ENSG00000233984,0,0,0,0,0,0
ENSG00000203397,4,1,0,20,10,19
ENSG00000234969,0,8,0,0,8,1
ENSG00000223650,8,18,6,22,22,11
ENSG00000232928,0,1,0,33,17,11
ENSG00000280375,0,0,0,0,10,0
ENSG00000230986,0,0,0,0,3,0
ENSG00000224430,14,8,6,25,19,19
ENSG00000196459,2078,2054,1492,1700,1480,644
ENSG00000232801,121,110,46,659,325,259
ENSG00000189145,0,0,0,0,0,0
ENSG00000216866,1452,1130,876,874,1067,1030
ENSG00000287549,0,2,0,6,9,1
ENSG00000237931,136,158,34,110,101,72
ENSG00000225839,2,0,0,2,3,3
ENSG00000126950,41,69,43,0,2,0
ENSG00000102384,2794,3977,1433,1248,755,240
ENSG00000231643,6,3,1,4,2,0
ENSG00000213397,72,56,56,58,34,46
ENSG00000130066,3661,3444,1762,19087,19597,11456
ENSG00000214107,0,0,0,0,0,0
ENSG00000171054,0,0,0,1,10,0
ENSG00000171478,0,0,0,0,0,0
ENSG00000130052,836,579,941,192,220,161
ENSG00000198798,0,0,0,0,0,0
ENSG00000215113,0,0,0,0,0,0
ENSG00000147174,4,19,42,9,41,16
ENSG00000166160,1,0,1,0,0,0
ENSG00000267978,0,0,0,0,0,0
ENSG00000225396,0,0,0,0,0,0
ENSG00000123165,0,0,0,0,0,0
ENSG00000215115,0,0,0,0,0,0
ENSG00000184033,0,0,0,0,0,0
ENSG00000126890,0,0,8,0,0,0
ENSG00000126016,0,0,0,6,33,2
ENSG00000268350,57,46,33,20,34,46
ENSG00000204279,0,0,0,0,0,0
ENSG00000269791,0,0,0,0,0,0
ENSG00000236371,0,0,0,0,0,0
ENSG00000238205,0,0,0,0,0,0
ENSG00000184911,0,0,1,17,19,14
ENSG00000214717,8,2,8,0,8,2
ENSG00000277120,0,0,0,0,0,0
ENSG00000230542,0,0,0,0,0,0
ENSG00000002586,8,11,3,2,6,6
ENSG00000124343,0,0,0,0,1,0
ENSG00000013619,724,759,841,226,222,691
ENSG00000072506,4973,3898,3473,3943,5834,4932
ENSG00000224735,0,0,0,0,0,0
ENSG00000226110,0,0,0,9,11,8
ENSG00000229037,57,64,36,100,110,36
ENSG00000189420,176,90,57,31,101,71
ENSG00000123569,0,0,0,0,0,0
ENSG00000269586,0,0,0,0,0,0
ENSG00000067840,1909,1669,2558,184,381,397
ENSG00000102290,0,0,0,0,31,0
ENSG00000147124,1514,1583,669,720,666,190
ENSG00000183837,0,0,0,0,0,0
ENSG00000251192,151,105,36,159,63,77
ENSG00000247746,106,173,72,70,148,42
ENSG00000269502,0,0,0,5,5,10
ENSG00000179083,0,1,0,0,1,1
ENSG00000101981,0,0,2,14,0,2
ENSG00000238485,0,0,0,0,0,0
ENSG00000221375,0,0,0,0,0,0
ENSG00000252719,0,0,0,2,0,0
ENSG00000147378,2,0,0,0,0,0
ENSG00000147381,8,0,0,0,0,0
ENSG00000228965,0,0,0,0,0,0
ENSG00000232562,0,0,0,0,0,0
ENSG00000182776,0,0,0,0,0,0
ENSG00000279750,0,0,0,0,0,0
ENSG00000221705,0,0,0,0,0,0
ENSG00000154545,84,28,32,45,37,62
ENSG00000221475,0,0,0,0,0,0
ENSG00000179028,0,0,0,0,0,0
ENSG00000076716,0,0,0,41,15,7
ENSG00000206765,0,0,0,0,0,0
ENSG00000227008,42,46,7,539,240,178
ENSG00000233260,2,0,0,24,14,18
ENSG00000286096,0,0,0,0,0,0
ENSG00000232068,0,0,0,19,2,11
ENSG00000224908,6,3,4,24,25,27
ENSG00000232664,0,0,0,0,0,0
ENSG00000286181,0,11,0,1,2,0
ENSG00000184194,0,0,0,0,0,0
ENSG00000270497,0,0,0,0,0,0
ENSG00000184205,5503,4049,4157,4148,6939,2961
ENSG00000126012,6626,6331,6859,1966,2959,2210
ENSG00000227083,0,0,0,0,0,0
ENSG00000268066,6,0,0,3,11,5
ENSG00000274086,0,0,0,0,0,0
ENSG00000236337,1,3,4,1,4,5
ENSG00000176988,0,0,0,0,3,0
ENSG00000201285,0,0,0,0,0,0
ENSG00000219507,4460,4073,2398,5103,5336,4033
ENSG00000157625,927,1245,626,674,508,267
ENSG00000266560,0,0,0,0,0,0
ENSG00000124260,0,0,0,0,1,1
ENSG00000231937,0,0,0,0,0,0
ENSG00000184634,5394,5791,5145,1725,2113,1500
ENSG00000102081,1616,1925,1194,2354,1337,577
ENSG00000171402,0,4,0,0,3,0
ENSG00000165694,0,0,0,0,7,3
ENSG00000158301,2744,2868,1517,1017,1040,482
ENSG00000189221,939,894,422,229,143,161
ENSG00000101825,0,0,0,0,0,0
ENSG00000213487,1,2,0,0,5,2
ENSG00000228459,4,22,3,0,0,0
ENSG00000237671,0,0,0,0,0,0
ENSG00000227488,0,0,0,0,0,0
ENSG00000236362,0,0,0,0,0,0
ENSG00000216649,0,0,0,0,0,0
ENSG00000215269,0,0,0,0,0,0
ENSG00000224902,0,0,0,0,0,0
ENSG00000189064,0,0,0,0,0,0
ENSG00000205777,1,0,2,0,0,1
ENSG00000215274,5,0,0,0,1,2
ENSG00000224659,0,0,0,0,0,0
ENSG00000274274,0,0,0,0,0,0
ENSG00000102158,7886,10524,4285,8447,6231,2309
ENSG00000268089,0,0,0,0,0,0
ENSG00000269475,0,0,0,0,0,0
ENSG00000221867,0,0,0,0,0,0
ENSG00000183305,0,0,0,0,0,0
ENSG00000198930,0,0,0,2,4,0
ENSG00000213401,0,0,0,0,0,0
ENSG00000268606,0,0,0,0,0,0
ENSG00000286051,0,0,0,0,0,0
ENSG00000147400,3282,3337,1053,4860,4115,1881
ENSG00000147383,5730,4345,2970,2678,3004,2358
ENSG00000286939,0,0,0,0,0,0
ENSG00000198883,0,0,0,0,0,0
ENSG00000234200,0,0,0,0,0,0
ENSG00000130741,14646,18007,7945,7885,8751,3791
ENSG00000201407,0,0,0,0,0,0
ENSG00000174010,2018,3334,1615,6977,6232,2284
ENSG00000171100,1964,2573,676,876,430,185
ENSG00000228728,1,2,2,8,2,8
ENSG00000196338,53,26,60,92,78,99
ENSG00000231857,0,0,0,18,6,13
ENSG00000237963,2,3,4,3,9,6
ENSG00000001497,20604,17761,15122,6495,7740,5305
ENSG00000188158,1,1,0,1,1,1
ENSG00000227645,0,0,0,50,23,14
ENSG00000147145,2,0,2,0,1,3
ENSG00000214961,51,64,16,60,33,11
ENSG00000156531,6050,8761,2780,3666,2869,886
ENSG00000165704,13081,16396,4215,10368,7017,3444
ENSG00000226107,4,2,0,0,1,0
ENSG00000216001,0,0,0,0,0,0
ENSG00000199132,0,0,0,0,0,0
ENSG00000207755,0,0,0,0,0,0
ENSG00000207784,0,0,0,0,1,0
ENSG00000223749,102,33,61,33,216,140
ENSG00000208005,4,0,0,0,5,0
ENSG00000284231,0,0,0,0,1,1
ENSG00000227060,32,41,25,13,77,19
ENSG00000170965,0,0,0,33,16,11
ENSG00000235813,0,0,1,0,0,0
ENSG00000236509,0,0,0,103,42,37
ENSG00000237432,0,0,0,8,6,1
ENSG00000199920,0,0,0,0,0,0
ENSG00000156504,1085,1372,815,911,662,450
ENSG00000235916,26,25,13,42,33,18
ENSG00000201618,0,0,0,0,0,0
ENSG00000172943,3258,3065,2280,906,1215,581
ENSG00000184083,741,934,921,385,365,295
ENSG00000224949,0,0,0,0,0,0
ENSG00000234566,0,0,0,0,0,0
ENSG00000188937,0,0,0,0,1,2
ENSG00000269556,1843,1529,1124,988,1077,1048
ENSG00000134597,1248,1090,662,700,658,398
ENSG00000171659,0,0,0,441,69,50
ENSG00000126733,0,1,1,0,1,0
ENSG00000102034,3746,4008,4690,554,157,432
ENSG00000147202,0,0,0,110,36,50
ENSG00000197565,0,0,0,0,4,2
ENSG00000123594,0,0,0,0,0,0
ENSG00000205642,0,0,0,0,0,0
ENSG00000017483,0,0,0,7,39,162
ENSG00000169059,0,0,0,0,0,0
ENSG00000133142,4806,4656,2700,4790,4447,2458
ENSG00000185515,5664,6474,3954,3399,2497,1190
ENSG00000067829,12326,9603,10653,6352,6856,7347
ENSG00000185448,0,0,0,0,0,0
ENSG00000155008,2360,2929,1422,1417,971,494
ENSG00000102024,6004,7505,1639,4920,4843,1427
ENSG00000237331,3,2,0,0,0,5
ENSG00000252627,0,0,0,2,0,0
ENSG00000237025,0,6,0,0,2,0
ENSG00000232412,16,0,3,8,15,2
ENSG00000237426,0,0,0,0,0,0
ENSG00000252693,0,0,0,0,0,0
ENSG00000234564,0,0,0,85,44,37
ENSG00000282419,0,0,0,0,0,0
ENSG00000232054,6,4,4,15,11,0
ENSG00000226532,1,2,1,8,2,1
ENSG00000147257,0,0,0,17,16,16
ENSG00000126895,4,0,37,0,0,0
ENSG00000130032,9,18,18,3,10,31
ENSG00000183862,0,0,0,0,0,0
ENSG00000281849,0,0,0,0,0,0
ENSG00000275287,0,0,0,0,0,0
ENSG00000280767,0,0,0,0,0,0
ENSG00000234958,0,0,0,0,0,0
ENSG00000229232,0,0,0,0,0,0
ENSG00000185960,1,0,0,0,0,4
ENSG00000102003,256,189,207,233,228,160
ENSG00000237490,0,0,0,68,19,25
ENSG00000228550,0,0,0,0,0,0
ENSG00000101846,1021,1216,677,994,612,417
ENSG00000264268,0,0,0,0,0,0
ENSG00000279682,0,0,0,0,0,0
ENSG00000274923,0,0,0,0,0,0
ENSG00000006757,0,0,0,0,1,1
ENSG00000204116,0,30,6,13,7,26
ENSG00000236446,0,0,0,0,0,0
ENSG00000230707,0,0,0,0,0,0
ENSG00000179304,74,57,66,34,43,39
ENSG00000189186,2,0,1,18,10,10
ENSG00000124334,0,0,0,0,0,0
ENSG00000197172,0,0,0,0,0,0
ENSG00000165175,0,0,0,367,99,464
ENSG00000187243,21,109,24,19,35,56
ENSG00000241476,0,0,0,1,0,0
ENSG00000182583,0,0,0,0,0,0
ENSG00000260802,0,0,0,0,0,0
