ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
hsa05135,Yersinia infection,107,-0.48218897603151534,-1.8215629556396413,1.5837474690011521e-4,0.0014737650058760721,9.215372699743548e-4,3195,"tags=45%, list=24%, signal=34%",RHOG/LAT/IRAK4/TICAM1/ARPC1A/GIT2/ARHGEF12/MAP2K2/LIMK1/NFKB1/ARPC2/ARPC5/MAPK13/ACTR3/CHUK/PIK3R1/PKN2/LCK/MAP3K7/RPS6KA3/ACTR2/PIK3CB/AKT3/ACTG1/ROCK1/PIK3CD/PXN/NFKBIA/MAP2K4/ARPC1B/CCL2/WIPF1/LCP2/CXCL8/TBK1/PYCARD/MYD88/CDC42/PIK3CA/ITGA5/PTK2B/MAP2K1/TNF/NLRP3/IL1B/RAC2/CASP1/MEFV
hsa05144,Malaria,25,-0.6830073950708905,-2.009314357673387,1.7843761230350205e-4,0.0016155837870722484,0.0010102157851606518,1217,"tags=52%, list=9%, signal=47%",TGFB3/THBS3/CCL2/CXCL8/MYD88/ITGB2/TLR2/TNF/SELE/LRP1/IL1B/CSF3/ICAM1
hsa05152,Tuberculosis,122,-0.45823739497606175,-1.7605766982321787,2.0126117437745537e-4,0.0017742761425380935,0.0011094452548784937,2904,"tags=38%, list=22%, signal=30%",IRAK2/ARHGEF12/BAD/ATP6V0A1/NFKB1/BID/SPHK1/STAT1/CORO1A/MALT1/MAPK13/EP300/IL10RB/FCER1G/JAK1/CD14/HLA-DQB1/AKT3/IFNGR2/TCIRG1/TGFB3/EEA1/CASP3/NOD2/HLA-DQA1/CYP27B1/HLA-DOB/APAF1/IFNGR1/HLA-DPA1/KSR1/MYD88/ITGAM/ITGB2/IL1A/PPP3CA/PLA2R1/TLR2/JAK2/CASP10/TNF/C3/IL1B/CD74/CTSS/IL23A
hsa05166,Human T-cell leukemia virus 1 infection,182,-0.41558110095472894,-1.6819101163709322,2.6166050307156974e-4,0.002247596628948099,0.0014054099895072169,2375,"tags=29%, list=18%, signal=24%",CHUK/EP300/PIK3R1/LCK/HLA-A/ANAPC13/JAK1/MSX1/NFKB2/TSPO/HLA-E/B2M/PIK3CB/HLA-DQB1/AKT3/KRAS/PIK3CD/ETS1/CCNE2/NFKBIA/MAP2K4/KAT2B/HLA-C/TGFB3/JAK3/VDAC1/HLA-DQA1/MAP3K1/TGFBR2/HLA-DOB/IL15/LTA/CCND1/HLA-DPA1/HLA-F/TLN2/IL2RB/STAT5A/IL15RA/ITGB2/PIK3CA/HLA-B/CDKN1A/PPP3CA/CDC26/MAP2K1/TNF/ADCY5/IL2RG/ICAM1/CSF2/CREB3L3
hsa05205,Proteoglycans in cancer,147,-0.4240290965623388,-1.6716060033939393,2.7913272825515553e-4,0.0023377365991369276,0.0014617740242835779,2588,"tags=33%, list=19%, signal=27%",CAV1/IQGAP1/PRKACB/FRS2/MAPK13/PIK3R1/KDR/SOS1/CD44/PPP1R12A/PIK3CB/TWIST2/AKT3/KRAS/WNT7A/ACTG1/MSN/ROCK1/PIK3CD/PXN/IGF2/PDCD4/PLAUR/ANK1/FLNA/CASP3/TIMP3/HIF1A/CCND1/WNT7B/ITPR3/VTN/CDC42/ITGA2/PIK3CA/ITGA5/MDM2/CDKN1A/ITGB3/ITGAV/SHH/WNT4/TLR2/MAP2K1/HOXD10/TNF/FAS/MMP9/PLAU
hsa05162,Measles,104,-0.46676802615197305,-1.7589701573956837,3.187217420339431e-4,0.002604189843448071,0.0016283857937035864,3065,"tags=44%, list=23%, signal=34%",IRAK4/BAK1/OAS2/STAT2/CCND3/BAD/ADAR/NFKB1/BID/STAT1/MX1/CHUK/PIK3R1/TNFAIP3/MAP3K7/IFNAR1/JAK1/HSPA6/PIK3CB/AKT3/MSN/PIK3CD/CCNE2/NFKBIA/CDKN1B/IRF9/JAK3/CASP3/APAF1/IFIH1/EIF2AK2/CCND1/IKBKE/TBK1/IL2RB/OAS3/STAT5A/MYD88/IFNAR2/OAS1/PIK3CA/IL1A/TLR2/IL2RG/IL1B/FAS
hsa05202,Transcriptional misregulation in cancer,130,-0.43588290628942733,-1.6935483773317956,3.4979148288060823e-4,0.0027900034944048514,0.0017445740624872444,2172,"tags=31%, list=16%, signal=26%",ETV5/DDB2/PDGFA/WT1/CD14/H3C10/HHEX/ZEB1/ETV6/TMPRSS2/CDKN1B/BCL2A1/PML/BIRC2/TGFBR2/BAIAP3/PLAT/CXCL8/FUT8/FLI1/DUSP6/IL2RB/PAX8/ITGAM/TRAF1/MDM2/NFKBIZ/LMO2/POLK/CDKN1A/ETV1/SPINT1/ETV7/ARNT2/FOXO1/BIRC3/NTRK1/CSF2/MMP9/PLAU
hsa05133,Pertussis,57,-0.538688898361623,-1.846244815963713,3.9368239964400627e-4,0.003067060555366095,0.0019178163409830419,1060,"tags=26%, list=8%, signal=24%",CASP3/IRF1/CXCL8/PYCARD/MYD88/ITGAM/ITGB2/ITGA5/IL1A/TNF/C3/NLRP3/IL1B/CASP1/IL23A
hsa05332,Graft-versus-host disease,16,-0.7484567835989722,-1.97413675622546,4.398050371132951e-4,0.003348515623476224,0.0020938086695106634,2216,"tags=81%, list=17%, signal=68%",HLA-A/HLA-E/HLA-DQB1/HLA-C/HLA-DQA1/HLA-DOB/HLA-DPA1/HLA-F/IL1A/HLA-B/TNF/IL1B/FAS
hsa04917,Prolactin signaling pathway,52,-0.5451968946678415,-1.848334923476065,5.115384134053849e-4,0.003686785682319485,0.0023053271037912887,3177,"tags=50%, list=24%, signal=38%",CCND2/SOS2/MAP2K2/NFKB1/STAT1/TNFRSF11A/MAPK13/PIK3R1/SOS1/SOCS2/PIK3CB/AKT3/KRAS/PIK3CD/SHC1/SOCS5/GALT/LHB/SHC2/IRF1/CCND1/STAT5A/PIK3CA/SOCS1/JAK2/MAP2K1
hsa05215,Prostate cancer,79,-0.49482619073382794,-1.7785141299367593,5.043952549790273e-4,0.003686785682319485,0.0023053271037912887,2873,"tags=39%, list=21%, signal=31%",BAD/MAP2K2/NFKB1/RB1/CHUK/EP300/PIK3R1/SOS1/ETV5/PDGFA/PIK3CB/ZEB1/AKT3/KRAS/TMPRSS2/PIK3CD/CCNE2/NFKBIA/CDKN1B/PLAT/CCND1/TCF7/PIK3CA/MDM2/CDKN1A/SPINT1/MAP2K1/FOXO1/MMP9/PLAU/CREB3L3
hsa04919,Thyroid hormone signaling pathway,89,-0.4737335906566643,-1.7444716970781953,5.172505285642263e-4,0.003686785682319485,0.0023053271037912887,3251,"tags=43%, list=24%, signal=33%",CTNNB1/MED13L/NCOR1/PLCB4/BAD/MAP2K2/STAT1/MED12/PRKACB/EP300/BMP4/PIK3R1/RHEB/PLCB3/NOTCH3/PIK3CB/AKT3/KRAS/ATP1A3/ACTG1/PIK3CD/KAT2B/MED14/MED12L/NOTCH2/ATP2A3/HIF1A/CCND1/PIK3CA/MDM2/ATP1A1/ITGB3/ITGAV/WNT4/MAP2K1/SLC16A2/FOXO1/PLCD4
hsa05132,Salmonella infection,211,-0.39143591417074325,-1.6160480571397837,5.496597194954191e-4,0.003836166792311779,0.0023987343021839563,3279,"tags=36%, list=24%, signal=27%",S100A10/CTNNB1/AHNAK2/ACTR10/RHOG/GAPDH/WASF3/IRAK4/BAK1/TUBB2B/ARPC1A/MYL12B/MAP2K2/TUBAL3/SNX33/NFKB1/MYL5/ARPC2/ARPC5/GCC2/MAPK13/ACTR3/CHUK/DYNC1H1/MAP3K7/RHOB/ACTR2/CSE1L/DYNLT3/CD14/PIK3CB/RILP/TAB3/EXOC5/AKT3/ACTG1/PIK3CD/NFKBIA/MAP2K4/LY96/MYO6/MYL12A/ARPC1B/FLNA/CASP3/NAIP/TNFSF10/BIRC2/TNFRSF10B/KIF5B/PIK3C2B/KPNA4/DYNC2H1/CXCL8/DYNC2LI1/TCF7/PIK3C2A/PYCARD/GSDMD/MYD88/CDC42/PODXL/PIK3CA/NCKAP1/CASP4/CYFIP2/TLR2/MLKL/MAP2K1/TNF/BIRC3/CYTH4/NLRP3/IL1B/CASP1
hsa05142,Chagas disease,77,-0.49324810078128195,-1.7686622500867455,7.326947788455048e-4,0.00498859212663329,0.0031193396172820888,2404,"tags=36%, list=18%, signal=30%",MAPK13/CHUK/PIK3R1/PLCB3/CCL3/PPP2R1B/PIK3CB/AKT3/IFNGR2/PIK3CD/NFKBIA/MAP2K4/TGFB3/CCL2/TGFBR2/IFNGR1/CXCL8/MYD88/PIK3CA/CCL3L1/SERPINE1/GNA15/CCL5/TLR2/TNF/C3/IL1B/FAS
hsa03008,Ribosome biogenesis in eukaryotes,66,0.4381035649809186,1.7347301643574289,7.445659890497448e-4,0.00498859212663329,0.0031193396172820888,2646,"tags=41%, list=20%, signal=33%",BMS1/TCOF1/POP1/RIOK1/FBL/RPP25L/NOL6/DKC1/NHP2/RRP7A/EMG1/WDR3/GNL2/SBDS/SNORD3A/IMP4/UTP14A/UTP18/POP7/NXT1/RPP40/FCF1/GAR1/RBM28/RCL1/REXO1/NOP56
hsa04380,Osteoclast differentiation,95,-0.4598346187989126,-1.7096899689513312,7.620051010747547e-4,0.0050053276247067225,0.003129804233516537,2983,"tags=43%, list=22%, signal=34%",STAT2/RELB/SQSTM1/NFKB1/SIRPA/STAT1/TNFRSF11A/MAPK13/CHUK/PIK3R1/LCK/MAP3K7/IFNAR1/JAK1/NFKB2/PIK3CB/AKT3/IFNGR2/CYBA/PIK3CD/NFKBIA/IRF9/LCP2/TGFBR2/ATP2A3/IFNGR1/CYLD/ITPR3/CSF1/ACP5/IFNAR2/PIK3CA/IL1A/PPP3CA/SOCS1/ITGB3/OSCAR/NCF4/MAP2K1/TNF/IL1B
hsa05145,Toxoplasmosis,82,-0.4825116879984286,-1.745370807827458,7.942317833848741e-4,0.005116685527575631,0.00319943572659089,2404,"tags=40%, list=18%, signal=33%",MAPK13/CHUK/IL10RB/MAP3K7/JAK1/HSPA6/HLA-DQB1/AKT3/LAMA2/IFNGR2/NFKBIA/LAMB1/LY96/ITGA6/LAMB2/BIRC7/TGFB3/CASP3/BIRC2/HLA-DQA1/HLA-DOB/IFNGR1/HLA-DPA1/LAMA5/MYD88/SOCS1/PIK3R5/TLR2/LAMB3/JAK2/TNF/BIRC3/LAMC2
hsa04148,Efferocytosis,114,-0.44169527277018805,-1.6832362690171492,9.781536638750524e-4,0.0061826693848706146,0.0038659896546402277,2731,"tags=31%, list=20%, signal=25%",SIRPA/SPHK1/ADAM10/CPT1B/DUSP7/HAVCR2/ANO6/MAPK13/ATP11B/LIPA/AXL/AGER/ARG2/SLC16A1/ADAM9/CASP3/ATP2A3/DUSP5/HIF1A/ADAM17/DUSP2/PROS1/ITGB3/ANO7/CD47/ITGAV/CX3CL1/JAK2/MAP2K1/ATP11C/LRP1/ANO9/GPR132/CASP1/SCARF1
hsa05134,Legionellosis,50,-0.5468741417613897,-1.8359599773111404,0.0011312889166242832,0.007018181242021016,0.004388430690218955,2054,"tags=40%, list=15%, signal=34%",HSPA6/NFKB2/CD14/CXCL3/NFKBIA/BNIP3/CASP3/NAIP/APAF1/CXCL8/PYCARD/MYD88/ITGAM/ITGB2/TLR2/CXCL2/TNF/C3/IL1B/CASP1
hsa04658,Th1 and Th2 cell differentiation,60,-0.5165480779567703,-1.7856252205631167,0.001166955276991177,0.0071078185053098965,0.0044444803850955845,3146,"tags=50%, list=23%, signal=38%",LAT/HLA-DMA/STAT6/NFKB1/STAT1/MAPK13/CHUK/LCK/NOTCH3/MAML2/JAK1/HLA-DQB1/IFNGR2/NFKBIA/JAK3/NOTCH2/HLA-DQA1/HLA-DOB/IFNGR1/HLA-DPA1/NFKBIE/RBPJ/IL2RB/STAT5A/IL4R/PPP3CA/JAK2/DLL1/IL2RG/IL12RB1
hsa05221,Acute myeloid leukemia,52,-0.5255597741933908,-1.7817608546865737,0.0014609762881478197,0.008596081551704559,0.005375083201222961,3003,"tags=42%, list=22%, signal=33%",SOS2/BAD/MAP2K2/NFKB1/CHUK/PIK3R1/SOS1/CD14/PIK3CB/AKT3/KRAS/PIK3CD/BCL2A1/PML/CCND1/TCF7/DUSP6/STAT5A/ITGAM/PIK3CA/MAP2K1/CSF2
hsa04024,cAMP signaling pathway,127,-0.4197810260330788,-1.6243434410524784,0.001462616861036298,0.008596081551704559,0.005375083201222961,3063,"tags=36%, list=23%, signal=28%",POPDC3/PLD1/ACOX1/BAD/MAP2K2/GIPR/NFKB1/SSTR5/PRKACB/GLI1/EP300/PLD2/PIK3R1/BVES/RAP1B/GIP/PPP1R12A/SSTR2/PIK3CB/GLI3/ARAP3/AKT3/ATP1A3/ROCK1/PIK3CD/NFKBIA/HCAR3/PDE10A/ATP2B1/ATP2A3/LHB/NPR1/OXTR/HCAR1/HCAR2/GABBR1/PIK3CA/ATP1A1/ATP2B4/MAP2K1/RAPGEF3/ADCY5/ADORA2A/RAC2/EDN2/CREB3L3
hsa05146,Amoebiasis,66,-0.49063219887580234,-1.7147146614772644,0.0015805312755238499,0.00912893064311189,0.0057082708498955755,1855,"tags=38%, list=14%, signal=33%",CD14/PIK3CB/LAMA2/PIK3CD/CXCL3/ARG2/LAMB1/COL4A2/LAMB2/TGFB3/CASP3/CXCL8/LAMA5/ITGAM/ITGB2/PIK3CA/SERPINB9/GNA15/TLR2/LAMB3/CXCL2/TNF/LAMC2/IL1B/CSF2
hsa03020,RNA polymerase,30,0.543245495728935,1.8221216952816661,0.0016445533819805442,0.009182089716058038,0.005741510930072427,2119,"tags=37%, list=16%, signal=31%",POLR2D/POLR3D/POLR3GL/POLR1B/POLR3E/POLR1E/POLR1A/POLR2C/POLR3H/POLR2H/POLR3K
hsa05412,Arrhythmogenic right ventricular cardiomyopathy,51,-0.5163535864232378,-1.7402335618705136,0.001621231651717597,0.009182089716058038,0.005741510930072427,2572,"tags=41%, list=19%, signal=33%",CACNB1/ITGA10/CACNG6/DSG2/CACNA2D1/CACNB4/ITGA3/ACTG1/LAMA2/ITGA6/ITGB4/CACNG8/CACNG7/ATP2A3/TCF7/SSPN/ITGA2/ITGA5/ITGB3/ITGAV/ITGA1
hsa05160,Hepatitis C,117,-0.42915154645196246,-1.64163188330413,0.00186349381140102,0.010233941423267898,0.006399228101273565,3296,"tags=40%, list=25%, signal=31%",CLDN12/EIF2AK4/CTNNB1/CLDN6/BAK1/TICAM1/OAS2/SOS2/STAT2/BAD/MAP2K2/NFKB1/RB1/BID/STAT1/MX1/EIF3E/OCLN/CHUK/PIK3R1/SOS1/IFNAR1/JAK1/PPP2R1B/PIK3CB/AKT3/KRAS/CLDN14/PIK3CD/NFKBIA/IRF9/CASP3/APAF1/EIF2AK2/SCARB1/CCND1/IKBKE/TBK1/OAS3/IFNAR2/OAS1/PIK3CA/CDKN1A/MAP2K1/TNF/FAS/CLDN18
hsa05320,Autoimmune thyroid disease,12,-0.7396901592044632,-1.792312060905383,0.0020128613224699825,0.010875944242378132,0.006800668984236445,2216,"tags=83%, list=17%, signal=70%",HLA-A/HLA-E/HLA-DQB1/HLA-C/HLA-DQA1/HLA-DOB/HLA-DPA1/HLA-F/HLA-B/FAS
hsa04972,Pancreatic secretion,42,-0.5476578955261177,-1.773220288036428,0.0021156474176234814,0.01107409195162291,0.006924569672813698,2667,"tags=43%, list=20%, signal=34%",TPCN2/CTRL/PRSS3/PLCB3/RAB3D/RAP1B/ATP1A3/KCNMA1/ATP2B1/BST1/ATP2A3/ITPR3/ATP1A1/ATP2B4/ADCY5/PRSS1/PRSS2/CPA2
hsa05418,Fluid shear stress and atherosclerosis,108,-0.4311174493394652,-1.6343442694774644,0.002113567563025428,0.01107409195162291,0.006924569672813698,2827,"tags=33%, list=21%, signal=27%",SQSTM1/NFKB1/VCAM1/CAV1/MEF2A/MAPK13/CHUK/BMP4/PIK3R1/KDR/ACVR1/MAP3K7/PDGFA/MGST2/PIK3CB/AKT3/ACTG1/CYBA/GSTT2/GSTO1/PIK3CD/MAP2K4/GSTM4/GSTT2B/CCL2/PLAT/PIK3CA/IL1A/ITGB3/ITGAV/TNF/SELE/IL1B/RAC2/ICAM1/MMP9
hsa00562,Inositol phosphate metabolism,57,-0.4983943634097595,-1.7081436290025402,0.0021686074181306316,0.011176669001134794,0.006988710545878474,3184,"tags=39%, list=24%, signal=30%",INPP5F/PLCB4/SYNJ2/PI4KB/MTMR4/PLCB3/FIG4/PLCH2/PIK3CB/IPPK/PIK3CD/MTMR6/PIP5KL1/SYNJ1/ITPKA/PIK3C2B/PIK3C2A/IPMK/PIK3CA/PI4K2B/MIOX/PLCD4
hsa04933,AGE-RAGE signaling pathway in diabetic complications,82,-0.4597772301474225,-1.663134335526586,0.0022247640402538378,0.01129236293159145,0.007061053333501017,1821,"tags=39%, list=14%, signal=34%",NFKB1/VCAM1/STAT1/VEGFC/MAPK13/PIK3R1/PLCB3/AGER/PIK3CB/AKT3/KRAS/PIK3CD/CDKN1B/COL4A2/TGFB3/CCL2/CASP3/TGFBR2/CCND1/CXCL8/STAT5A/CDC42/PIK3CA/IL1A/SERPINE1/JAK2/TNF/FOXO1/SELE/IL1B/ICAM1/PLCD4
hsa05414,Dilated cardiomyopathy,59,-0.4952184121238276,-1.7056626427163077,0.002630513577683155,0.013152567888415775,0.008224229410195568,2572,"tags=41%, list=19%, signal=33%",CACNB1/PRKACB/ITGA10/CACNG6/CACNA2D1/CACNB4/ITGA3/ACTG1/LAMA2/TPM1/ITGA6/TGFB3/ITGB4/CACNG8/CACNG7/ATP2A3/SSPN/ITGA2/ITGA5/ITGB3/ITGAV/TNF/ITGA1/ADCY5
hsa04657,IL-17 signaling pathway,71,-0.4787759944942562,-1.6903164326985318,0.002886209054582963,0.014218824018901363,0.008890953589195196,2436,"tags=34%, list=18%, signal=28%",MUC5AC/MAPK13/CHUK/TNFAIP3/MAP3K7/TAB3/CXCL3/NFKBIA/IL17RB/CCL2/CASP3/CXCL8/USP25/IKBKE/TBK1/CCL20/CXCL2/TNF/MMP1/IL1B/CSF3/CCL17/CSF2/MMP9
hsa04612,Antigen processing and presentation,47,-0.5324748232609818,-1.7689382565713576,0.0030021543250683624,0.01457567679562176,0.009114091696241102,2216,"tags=47%, list=17%, signal=39%",HLA-A/HSPA6/LGMN/CTSB/HLA-E/B2M/HLA-DQB1/HLA-C/PSME1/TAP1/HLA-DQA1/HLA-DOB/IFI30/HLA-DPA1/PSME2/HLA-F/TAP2/TAPBP/HLA-B/TNF/CD74/CTSS
hsa05140,Leishmaniasis,49,-0.5079692200393212,-1.7022017489419816,0.0035133336426728325,0.016813811004219983,0.010513584885592389,2103,"tags=45%, list=16%, signal=38%",MAP3K7/JAK1/HLA-DQB1/IFNGR2/CYBA/NFKBIA/TGFB3/MARCKSL1/HLA-DQA1/HLA-DOB/IFNGR1/HLA-DPA1/MYD88/ITGAM/ITGB2/IL1A/NCF4/TLR2/JAK2/TNF/C3/IL1B
hsa04360,Axon guidance,127,-0.4023100548067944,-1.5567394862277184,0.003680371678093551,0.017365133974103376,0.010858324150342723,2881,"tags=36%, list=21%, signal=29%",ARHGEF12/MYL12B/LIMK1/CFL2/PLXNB3/ILK/MYL5/PLXNA1/SSH1/EPHA2/SSH2/PIK3R1/PAK6/PLXNA4/ROBO1/PARD6B/NEO1/SEMA4F/RASA1/SEMA3C/PIK3CB/SEMA4C/KRAS/SEMA6C/ROCK1/PIK3CD/EFNA1/EPHB3/MYL12A/RGS3/NTN1/ABLIM2/EFNB3/SEMA3F/SEMA4A/CDC42/SEMA3G/PIK3CA/EPHB6/PPP3CA/EFNB1/SHH/WNT4/UNC5B/RAC2/PLXNC1
hsa04672,Intestinal immune network for IgA production,16,-0.6795429783470587,-1.7923690457305552,0.0038236169441387266,0.01779043994842324,0.011124265670812964,1780,"tags=50%, list=13%, signal=43%",HLA-DQB1/TNFSF13/HLA-DQA1/HLA-DOB/IL15/HLA-DPA1/IL15RA/CCR10
hsa00900,Terpenoid backbone biosynthesis,19,0.6154189909272774,1.837037114696288,0.003955576197000566,0.018038262838557733,0.011279227980747807,1246,"tags=26%, list=9%, signal=24%",CHURC1-FNTB/ACAT1/PMVK/MVK/IDI2
hsa04664,Fc epsilon RI signaling pathway,46,-0.5215543598652818,-1.7221041266217554,0.00404069161931293,0.018038262838557733,0.011279227980747807,3191,"tags=46%, list=24%, signal=35%",PLA2G4B/LAT/SOS2/MAP2K2/MAPK13/PIK3R1/SOS1/FCER1G/PIK3CB/AKT3/KRAS/PIK3CD/MAP2K4/LYN/LCP2/PIK3CA/MAP2K1/TNF/ALOX5AP/RAC2/CSF2
hsa04520,Adherens junction,75,-0.45016345908638256,-1.6043356834966254,0.004146108174832673,0.018038262838557733,0.011279227980747807,3680,"tags=48%, list=27%, signal=35%",CTNND1/SMAD3/PTPN6/WASL/CTNNB1/MET/VCL/WASF3/WASF1/MYL12B/PDCD10/TJP1/KRIT1/MYL5/IQGAP1/ACTN1/NECTIN2/EP300/RAP1B/MAP3K7/PTPN1/ACTG1/ROCK1/HEG1/MYL12A/PTPRM/YES1/NECTIN1/TGFBR2/TCF7/FER/SMURF2/CDC42/SSX2IP/SORBS1/RAC2
hsa04218,Cellular senescence,129,-0.40521757960289895,-1.5709528587309662,0.004138133082830181,0.018038262838557733,0.011279227980747807,1871,"tags=26%, list=14%, signal=23%",MAPK13/PIK3R1/RHEB/HLA-A/HLA-E/PIK3CB/AKT3/KRAS/PIK3CD/ETS1/CCNE2/HLA-C/RAD50/TGFB3/HIPK2/TRPM7/VDAC1/TGFBR2/RASSF5/CCND1/CXCL8/HLA-F/ITPR3/PIK3CA/MDM2/IL1A/HLA-B/CDKN1A/PPP3CA/HIPK3/SERPINE1/MAP2K1/NBN/FOXO1
hsa05171,Coronavirus disease - COVID-19,170,-0.37940921245824694,-1.5218696935614198,0.004017751029511484,0.018038262838557733,0.011279227980747807,1150,"tags=15%, list=9%, signal=14%",CCL2/IRF9/IFIH1/EIF2AK2/CXCL8/ADAM17/IKBKE/TBK1/OAS3/MYD88/IFNAR2/OAS1/PIK3CA/RPL17-C18orf32/C5AR1/TLR2/STING1/TNF/C3/MMP1/IL6ST/NLRP3/IL1B/CSF3/CASP1/CSF2
hsa04623,Cytosolic DNA-sensing pathway,59,-0.4838934426787943,-1.6666564651603186,0.004297329767003011,0.018456480409564213,0.011540737161047223,1060,"tags=24%, list=8%, signal=22%",CASP3/G3BP1/SAMHD1/IKBKE/TBK1/PYCARD/GSDMD/CCL5/MLKL/STING1/NLRP3/IL1B/CASP1/MEFV
hsa04611,Platelet activation,83,-0.44158787566600144,-1.6066480874115598,0.004909767842519277,0.020819901610683013,0.01301857162773266,3055,"tags=45%, list=23%, signal=35%",ADAMTS13/PLCB4/ARHGEF12/MYL12B/SNAP23/PRKACB/MAPK13/PIK3R1/PLCB3/FCER1G/RAP1B/PPP1R12A/VAMP8/APBB1IP/PIK3CB/GNA13/AKT3/ACTG1/ROCK1/PIK3CD/TBXAS1/RASGRP2/LYN/VASP/MYL12A/LCP2/TLN2/ITPR3/PTGIR/MYLK/ITGA2/PIK3CA/ITGB3/PIK3R5/PTGS1/ADCY5/GP1BA
hsa05416,Viral myocarditis,41,-0.5185311599770889,-1.677974806405265,0.004983403099411345,0.020868000478785006,0.013048647589248128,1871,"tags=46%, list=14%, signal=40%",BID/CAV1/HLA-A/HLA-E/HLA-DQB1/ACTG1/LAMA2/HLA-C/CASP3/HLA-DQA1/HLA-DOB/CCND1/HLA-DPA1/HLA-F/SSPN/ITGB2/HLA-B/RAC2/ICAM1
hsa04142,Lysosome,119,-0.41523144923713845,-1.5916569303020411,0.005096482381266105,0.02107804441634747,0.013179986924911697,3641,"tags=46%, list=27%, signal=34%",ENTPD4/CTSK/NAGLU/TPP1/MFSD8/MEAK7/ATP6AP1/PPT2/GNPTAB/LAMP2/NPC2/HYAL3/CLTC/HEXA/GLA/SGSH/SORT1/CTSL/IGF2R/GAA/ATP6V0A1/GGA3/GNS/SCARB2/IDS/GALC/HGSNAT/LAPTM4B/MAN2B1/LGMN/LIPA/CTSO/SMPD1/CTSB/CTSA/LAMP3/NCOA7/ASAH1/ACP2/TCIRG1/SLC11A2/IDUA/SLC17A5/ABCA2/MANBA/GM2A/LITAF/AP1S2/PSAPL1/FUCA1/ACP5/CTSW/CTSE/LAPTM5/CTSS
hsa04217,Necroptosis,112,-0.41145841178825376,-1.5651813132775898,0.005222799750877571,0.02133704776273154,0.013341940313538343,1148,"tags=34%, list=9%, signal=31%",GLUD1/TICAM1/STAT2/STAT6/FTL/SQSTM1/H2AC15/BID/STAT1/GLUD2/TNFAIP3/IFNAR1/JAK1/SMPD1/IFNGR2/PYGL/IRF9/TRPM7/JAK3/VDAC1/TNFSF10/BIRC2/TNFRSF10B/EIF2AK2/IFNGR1/CYLD/PYCARD/STAT5A/IFNAR2/IL1A/MLKL/JAK2/TNF/BIRC3/NLRP3/IL1B/FAS/CASP1
hsa00480,Glutathione metabolism,41,-0.5145274151213667,-1.6650186264922326,0.005637494605828495,0.02248286539229221,0.014058413866665044,2711,"tags=39%, list=20%, signal=31%",IDH1/GSTK1/PGD/GPX7/MGST2/GSTT2/GPX3/GSTO1/GSTM4/GGT7/GSTT2B/RRM2B/GGT1/ANPEP/GGT5/GPX8
hsa01524,Platinum drug resistance,59,-0.47721736838456974,-1.6436623069366334,0.005601076492758229,0.02248286539229221,0.014058413866665044,3224,"tags=42%, list=24%, signal=32%",ATP7A/BAK1/REV3L/BAD/BID/BRCA1/PIK3R1/MGST2/SLC31A1/PIK3CB/AKT3/GSTT2/GSTO1/PIK3CD/GSTM4/GSTT2B/TOP2B/CASP3/BIRC2/APAF1/PIK3CA/MDM2/CDKN1A/BIRC3/FAS
hsa04918,Thyroid hormone synthesis,45,-0.5109748004234046,-1.676697263394867,0.006428118225444556,0.025334348300281487,0.01584143067323179,2279,"tags=31%, list=17%, signal=26%",PRKACB/PLCB3/DUOX1/GPX7/ATP1A3/GPX3/ITPR3/DUOX2/PAX8/ASGR1/ATP1A1/ADCY5/GPX8/CREB3L3
hsa04144,Endocytosis,218,-0.3489224574219036,-1.4467812987639121,0.006817596081353387,0.02655691496806261,0.016605894983957457,4717,"tags=46%, list=35%, signal=30%",RAB5B/SNX3/ZFYVE9/SH3GLB1/ARPC3/WASHC2A/CBL/SNX2/ARFGAP2/SH3GLB2/RAB11A/RAB5A/GRK3/AP2A2/SNX4/RAB5C/GIT1/IQSEC2/TGFBR1/RAB7A/CHMP5/SPG21/AP2S1/SMURF1/CAV2/AGAP9/ACAP3/CHMP2B/PARD6G/CAPZA2/SH3KBP1/ARAP1/WASHC5/ITCH/SMAD3/WASL/CLTC/AP2B1/VPS36/AGAP3/ARFGEF2/ARPC1A/PLD1/GIT2/IGF2R/VTA1/ARPC2/ARPC5/CAV1/STAM2/SNX6/AGAP4/ACTR3/SPART/PLD2/RAB11FIP2/HLA-A/ACAP1/ACAP2/SMAP1/PARD6B/VPS37D/HSPA6/ACTR2/SMAP2/HLA-E/ARFGEF1/ARAP3/BIN1/RUFY2/PIP5KL1/ARF3/ZFYVE16/USP8/ASAP2/ARPC1B/HLA-C/EEA1/CAPZA1/EHD1/WASHC4/SNX32/AGAP2/PML/WIPF1/KIF5B/TGFBR2/EPS15/ASAP1/HLA-F/PSD/SMURF2/WWP1/NEDD4/IL2RB/CDC42/MDM2/HLA-B/CYTH4/IL2RG
