category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Metabolism,Metabolism of terpenoids and polyketides,hsa00900,Terpenoid backbone biosynthesis,1/138,23/8538,0.043478260869565216,2.6899810964083173,1.0401739652043396,0.3128994087496919,0.6788799671979923,0.591097567280903,CHURC1-FNTB,1
Organismal Systems,Endocrine system,hsa04614,Renin-angiotensin system,1/138,23/8538,0.043478260869565216,2.6899810964083173,1.0401739652043396,0.3128994087496919,0.6788799671979923,0.591097567280903,ANPEP,1
Human Diseases,Cancer: overview,hsa05204,Chemical carcinogenesis - DNA adducts,2/138,71/8538,0.028169014084507043,1.7428046540110227,0.8055482369641623,0.31898086700509354,0.685950006037502,0.5972534165628672,HSD11B1/PTGS2,2
Metabolism,Glycan biosynthesis and metabolism,hsa00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,1/138,24/8538,0.041666666666666664,2.5778985507246377,0.9921341898925373,0.32403503782691334,0.6866052400954722,0.5978239257491442,HS6ST3,1
Organismal Systems,Immune system,hsa04622,RIG-I-like receptor signaling pathway,2/138,72/8538,0.027777777777777776,1.718599033816425,0.784813176531403,0.3249366362591741,0.6866052400954722,0.5978239257491442,CXCL8/MAPK13,2
Organismal Systems,Immune system,hsa04611,Platelet activation,3/138,126/8538,0.023809523809523808,1.4730848861283643,0.6856891146715873,0.33332519449530307,0.69825881260654,0.6079706360576763,COL3A1/MAPK13/PLA2G4B,3
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,4/138,182/8538,0.02197802197802198,1.3597706641184901,0.628803234611644,0.33940018357219903,0.7049080735730289,0.6137601160414936,BIRC3/IL6/HLA-DRB1/HLA-DRB5,4
Metabolism,Lipid metabolism,hsa00592,alpha-Linolenic acid metabolism,1/138,26/8538,0.038461538461538464,2.379598662207358,0.902975926193973,0.3457716035304923,0.7118823070305799,0.6198325480318241,PLA2G4B,1
Organismal Systems,Endocrine system,hsa03320,PPAR signaling pathway,2/138,76/8538,0.02631578947368421,1.6281464530892449,0.7049912687665959,0.34861726146765026,0.7118823070305799,0.6198325480318241,MMP1/RXRG,2
Environmental Information Processing,Signal transduction,hsa04068,FoxO signaling pathway,3/138,133/8538,0.022556390977443608,1.3955541026479241,0.589271444059968,0.364370541670726,0.7246815216664391,0.630976763504242,IL6/MAPK13/FOXO6,3
Metabolism,Glycan biosynthesis and metabolism,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,1/138,28/8538,0.03571428571428571,2.2096273291925463,0.8217096113030767,0.36681410355955557,0.7246815216664391,0.630976763504242,B3GALT2,1
Metabolism,Metabolism of cofactors and vitamins,hsa00790,Folate biosynthesis,1/138,28/8538,0.03571428571428571,2.2096273291925463,0.8217096113030767,0.36681410355955557,0.7246815216664391,0.630976763504242,ALPL,1
Organismal Systems,Excretory system,hsa04966,Collecting duct acid secretion,1/138,28/8538,0.03571428571428571,2.2096273291925463,0.8217096113030767,0.36681410355955557,0.7246815216664391,0.630976763504242,ATP6V0D2,1
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,4/138,193/8538,0.02072538860103627,1.2822707817075918,0.508374725421302,0.3799849256721409,0.7300362766362825,0.6356391232570621,CXCL8/CXCL1/CCL20/CXCL5,4
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,5/138,251/8538,0.0199203187250996,1.232461458513771,0.4791171211232024,0.38247561224811366,0.7300362766362825,0.6356391232570621,CXCL8/BIRC3/IL6/MAPK13/CYTH4,5
Metabolism,Lipid metabolism,hsa00591,Linoleic acid metabolism,1/138,30/8538,0.03333333333333333,2.06231884057971,0.7470579840046638,0.38718454335044994,0.7300362766362825,0.6356391232570621,PLA2G4B,1
Human Diseases,Drug resistance: antineoplastic,hsa01523,Antifolate resistance,1/138,30/8538,0.03333333333333333,2.06231884057971,0.7470579840046638,0.38718454335044994,0.7300362766362825,0.6356391232570621,IL6,1
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,2/138,83/8538,0.024096385542168676,1.4908328968046098,0.5759283320295467,0.38935389029366707,0.7300362766362825,0.6356391232570621,IL6/AIM2,2
Metabolism,Metabolism of other amino acids,hsa00410,beta-Alanine metabolism,1/138,31/8538,0.03225806451612903,1.9957924263674616,0.7118917996113728,0.3971244273440604,0.7300362766362825,0.6356391232570621,UPB1,1
Metabolism,Carbohydrate metabolism,hsa00630,Glyoxylate and dicarboxylate metabolism,1/138,31/8538,0.03225806451612903,1.9957924263674616,0.7118917996113728,0.3971244273440604,0.7300362766362825,0.6356391232570621,GLDC,1
NA,NA,hsa04981,Folate transport and metabolism,1/138,31/8538,0.03225806451612903,1.9957924263674616,0.7118917996113728,0.3971244273440604,0.7300362766362825,0.6356391232570621,SLCO2B1,1
Human Diseases,Immune disease,hsa05322,Systemic lupus erythematosus,3/138,141/8538,0.02127659574468085,1.3163737280296022,0.48551251899228515,0.3995671802165661,0.7300362766362825,0.6356391232570621,C4A/HLA-DRB1/HLA-DRB5,3
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,3/138,141/8538,0.02127659574468085,1.3163737280296022,0.48551251899228515,0.3995671802165661,0.7300362766362825,0.6356391232570621,MAPK13/CDH5/ICAM1,3
Metabolism,Carbohydrate metabolism,hsa00052,Galactose metabolism,1/138,32/8538,0.03125,1.9334239130434783,0.6780219653159194,0.4069042356227155,0.7324276241208879,0.6377212581689343,HKDC1,1
Cellular Processes,Cell growth and death,hsa04215,Apoptosis - multiple species,1/138,32/8538,0.03125,1.9334239130434783,0.6780219653159194,0.4069042356227155,0.7324276241208879,0.6377212581689343,BIRC3,1
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,4/138,203/8538,0.019704433497536946,1.219104733347612,0.40494824165597687,0.4166925114655,0.7445314726920331,0.6482600217071633,CXCL8/IL6/MAPK13/CYTH4,4
Organismal Systems,Nervous system,hsa04727,GABAergic synapse,2/138,89/8538,0.02247191011235955,1.3903273082559844,0.47443183798651356,0.42336787986739655,0.74988075030978385,0.6529176123554974,KCNJ6/GABRG1,2
Metabolism,Carbohydrate metabolism,hsa00051,Fructose and mannose metabolism,1/138,34/8538,0.029411764705882353,1.819693094629156,0.6138067359623137,0.42599382202888936,0.74988075030978385,0.6529176123554974,HKDC1,1
Human Diseases,Cancer: overview,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,2/138,90/8538,0.022222222222222223,1.3748792270531403,0.4582349591283072,0.42894413289325084,0.74988075030978385,0.6529176123554974,MAPK13/ZAP70,2
Human Diseases,Substance dependence,hsa05032,Morphine addiction,2/138,91/8538,0.02197802197802198,1.3597706641184901,0.4422295284377829,0.43449226257966167,0.7541544271918413,0.6566386825452031,KCNJ6/GABRG1,2
Metabolism,Glycan biosynthesis and metabolism,hsa00512,Mucin type O-glycan biosynthesis,1/138,36/8538,0.027777777777777776,1.718599033816425,0.5537705678862369,0.44447329413257153,0.762373098664807,0.6637946408127624,GALNT9,1
Organismal Systems,Endocrine system,hsa04912,GnRH signaling pathway,2/138,93/8538,0.021505376344086023,1.3305282842449744,0.41077387738720017,0.445501975351451,0.762373098664807,0.6637946408127624,MAPK13/PLA2G4B,2
Metabolism,Global and overview maps,hsa01250,Biosynthesis of nucleotide sugars,1/138,37/8538,0.02702702702702703,1.672150411280846,0.5251518062046789,0.45349031194128764,0.7652649014009228,0.6663125197382954,HKDC1,1
Human Diseases,Cancer: specific types,hsa05216,Thyroid cancer,1/138,37/8538,0.02702702702702703,1.672150411280846,0.5251518062046789,0.45349031194128764,0.7652649014009228,0.6663125197382954,RXRG,1
Organismal Systems,Endocrine system,hsa04921,Oxytocin signaling pathway,3/138,155/8538,0.01935483870967742,1.1974754558204768,0.3180034135321936,0.459749342074657,0.766854815890187,0.6676968507425931,PLA2G4B/PTGS2/KCNJ6,3
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,3/138,157/8538,0.01910828025477707,1.1822209914151203,0.2953607974755173,0.46815009791841045,0.766854815890187,0.6676968507425931,CXCL8/IL6/MAPK13,3
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,3/138,157/8538,0.01910828025477707,1.1822209914151203,0.2953607974755173,0.46815009791841045,0.766854815890187,0.6676968507425931,CXCL8/IL6/MAPK13,3
Metabolism,Metabolism of cofactors and vitamins,hsa00670,One carbon pool by folate,1/138,39/8538,0.02564102564102564,1.5863991081382385,0.47042915655907713,0.4710907245712661,0.766854815890187,0.6676968507425931,GLDC,1
Cellular Processes,Cell growth and death,hsa04217,Necroptosis,3/138,159/8538,0.018867924528301886,1.1673502871205907,0.27301183224884645,0.47649362235007875,0.766854815890187,0.6676968507425931,BIRC3/PLA2G4B/STAT4,3
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,2/138,99/8538,0.020202020202020204,1.2498902064119457,0.32053383563775045,0.4778038715069335,0.766854815890187,0.6676968507425931,MAPK13/PLA2G4B,2
Human Diseases,Cancer: overview,hsa05231,Choline metabolism in cancer,2/138,99/8538,0.020202020202020204,1.2498902064119457,0.32053383563775045,0.4778038715069335,0.766854815890187,0.6676968507425931,PLA2G4B/DGKG,2
Metabolism,Carbohydrate metabolism,hsa00500,Starch and sucrose metabolism,1/138,40/8538,0.025,1.5467391304347828,0.444226365369968,0.47967873257328575,0.766854815890187,0.6676968507425931,HKDC1,1
Human Diseases,Substance dependence,hsa05033,Nicotine addiction,1/138,41/8538,0.024390243902439025,1.5090137857900319,0.41873687223824996,0.4881282895166711,0.775262577467654,0.6750174488672233,GABRG1,1
Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,4/138,226/8538,0.017699115044247787,1.0950365525202002,0.18558576735152849,0.4988949483773256,0.7821385319721943,0.6810043098393375,GLI1/HCN4/HTR1D/ADCYAP1R1,4
Human Diseases,Infectious disease: viral,hsa05163,Human cytomegalovirus infection,4/138,226/8538,0.017699115044247787,1.0950365525202002,0.18558576735152849,0.4988949483773256,0.7821385319721943,0.6810043098393375,CXCL8/IL6/MAPK13/PTGS2,4
Environmental Information Processing,Membrane transport,hsa02010,ABC transporters,1/138,45/8538,0.022222222222222223,1.3748792270531403,0.3231614971900597,0.5205858018311238,0.8109124990061736,0.7060576664511193,ABCA13,1
Metabolism,Glycan biosynthesis and metabolism,hsa00514,Other types of O-glycan biosynthesis,1/138,47/8538,0.02127659574468085,1.3163737280296022,0.2787548687331154,0.5360398209250126,0.8192306697155853,0.7133002582318936,GALNT9,1
Metabolism,Carbohydrate metabolism,hsa00620,Pyruvate metabolism,1/138,47/8538,0.02127659574468085,1.3163737280296022,0.2787548687331154,0.5360398209250126,0.8192306697155853,0.7133002582318936,ACOT12,1
Human Diseases,Endocrine and metabolic disease,hsa04930,Type II diabetes mellitus,1/138,47/8538,0.02127659574468085,1.3163737280296022,0.2787548687331154,0.5360398209250126,0.8192306697155853,0.7133002582318936,HKDC1,1
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,4/138,238/8538,0.01680672268907563,1.0398246255023749,0.07986448100218856,0.5398413123646756,0.8198839931538511,0.7138691038506565,PLA2G4B/ZAP70/ANGPT2/PGF,4
Metabolism,Lipid metabolism,hsa00565,Ether lipid metabolism,1/138,50/8538,0.02,1.237391304347826,0.2157742741210225,0.5582982769378818,0.84264895214848,0.7336904456653431,PLA2G4B,1
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,2/138,116/8538,0.017241379310344827,1.0667166416791602,0.09272740241749448,0.5628330409672464,0.8430155591877156,0.7340096486754639,HKDC1/GLDC,2
Human Diseases,Infectious disease: bacterial,hsa05110,Vibrio cholerae infection,1/138,51/8538,0.0196078431372549,1.2131287297527706,0.19566021409265927,0.5654795726238586,0.8430155591877156,0.7340096486754639,ATP6V0D2,1
Organismal Systems,Digestive system,hsa04973,Carbohydrate digestion and absorption,1/138,52/8538,0.019230769230769232,1.189799331103679,0.17595328383176834,0.5725449454267227,0.8483440349920343,0.7386491272835126,HKDC1,1
Environmental Information Processing,Signal transduction,hsa04071,Sphingolipid signaling pathway,2/138,122/8538,0.01639344262295082,1.0142551674982183,0.020325999822432692,0.5904091739086885,0.8695116924837049,0.7570797062561173,MAPK13/S1PR5,2
Environmental Information Processing,Signal transduction,hsa04340,Hedgehog signaling pathway,1/138,56/8538,0.017857142857142856,1.1048136645962732,0.10085915511203199,0.599683923740311,0.8778505630656359,0.7643403213177078,GLI1,1
Organismal Systems,Endocrine system,hsa04923,Regulation of lipolysis in adipocytes,1/138,59/8538,0.01694915254237288,1.0486366985998525,0.04804744706207122,0.6189091055140863,0.8988290362542735,0.7826061784150271,PTGS2,1
Cellular Processes,Cell motility,hsa04814,Motor proteins,3/138,197/8538,0.015228426395939087,0.9421761200617966,-0.10524072287712531,0.6216832043069022,0.8988290362542735,0.7826061784150271,KIF26B/DNAH3/DNAH8,3
Organismal Systems,Nervous system,hsa04730,Long-term depression,1/138,60/8538,0.016666666666666666,1.031159420289855,0.031043510668316652,0.6251115519628486,0.8988290362542735,0.7826061784150271,PLA2G4B,1
Organismal Systems,Circulatory system,hsa04270,Vascular smooth muscle contraction,2/138,134/8538,0.014925373134328358,0.9234263465282284,-0.11450943894399888,0.6416591031938828,0.9139129505548409,0.7957396710483995,PLA2G4B/ADM2,2
Metabolism,Amino acid metabolism,hsa00310,Lysine degradation,1/138,63/8538,0.015873015873015872,0.9820565907522429,-0.01832136912631016,0.6431239281682214,0.9139129505548409,0.7957396710483995,BBOX1,1
Organismal Systems,Endocrine system,hsa04927,Cortisol synthesis and secretion,1/138,65/8538,0.015384615384615385,0.9518394648829431,-0.04995534007007294,0.6546521386696382,0.9173447551183765,0.7987277270036548,CACNA1I,1
Cellular Processes,Cell growth and death,hsa04114,Oocyte meiosis,2/138,139/8538,0.014388489208633094,0.8902095714732562,-0.16726713974673468,0.6614874223179716,0.9173447551183765,0.7987277270036548,MAPK13/FBXO43,2
Human Diseases,Infectious disease: viral,hsa05162,Measles,2/138,139/8538,0.014388489208633094,0.8902095714732562,-0.16726713974673468,0.6614874223179716,0.9173447551183765,0.7987277270036548,IL6/TP73,2
Metabolism,Carbohydrate metabolism,hsa00010,Glycolysis / Gluconeogenesis,1/138,67/8538,0.014925373134328358,0.9234263465282284,-0.08064955398287926,0.665810563800735,0.9173447551183765,0.7987277270036548,HKDC1,1
Environmental Information Processing,Signal transduction,hsa04015,Rap1 signaling pathway,3/138,212/8538,0.014150943396226415,0.875512715340443,-0.23524871626815003,0.670979171683004,0.9173447551183765,0.7987277270036548,MAPK13/ANGPT2/PGF,3
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,1/138,68/8538,0.014705882352941176,0.909846547314578,-0.09566380614184129,0.6712548020483444,0.9173447551183765,0.7987277270036548,CSF2,1
Organismal Systems,Endocrine system,hsa04924,Renin secretion,1/138,69/8538,0.014492753623188406,0.8966603654694392,-0.11046582518578063,0.6766109811885248,0.9173447551183765,0.7987277270036548,ADCYAP1R1,1
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,2/138,143/8538,0.013986013986013986,0.8653086044390392,-0.20818530070356572,0.6767142065795873,0.9173447551183765,0.7987277270036548,SIRPB1/MAPK13,2
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,1/138,70/8538,0.014285714285714285,0.8838509316770186,-0.12506243110053863,0.6818805153243122,0.9173447551183765,0.7987277270036548,RXRG,1
Organismal Systems,Endocrine system,hsa04917,Prolactin signaling pathway,1/138,71/8538,0.014084507042253521,0.8714023270055113,-0.13946012346452927,0.6870647960145866,0.9173447551183765,0.7987277270036548,MAPK13,1
Human Diseases,Cancer: overview,hsa05230,Central carbon metabolism in cancer,1/138,71/8538,0.014084507042253521,0.8714023270055113,-0.13946012346452927,0.6870647960145866,0.9173447551183765,0.7987277270036548,HKDC1,1
Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,1/138,73/8538,0.0136986301369863,0.8475282906491959,-0.16768327938505936,0.6971830527084579,0.9236305185225889,0.8042007113841907,RXRG,1
Human Diseases,Cancer: specific types,hsa05226,Gastric cancer,2/138,150/8538,0.013333333333333334,0.8249275362318841,-0.2772597345199596,0.7020266153309158,0.9236305185225889,0.8042007113841907,RXRG/WNT6,2
Human Diseases,Drug resistance: antineoplastic,hsa01524,Platinum drug resistance,1/138,75/8538,0.013333333333333334,0.8249275362318841,-0.19518158736233548,0.7069764462765495,0.9236305185225889,0.8042007113841907,BIRC3,1
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,1/138,75/8538,0.013333333333333334,0.8249275362318841,-0.19518158736233548,0.7069764462765495,0.9236305185225889,0.8042007113841907,TP73,1
Organismal Systems,Digestive system,hsa04971,Gastric acid secretion,1/138,76/8538,0.013157894736842105,0.8140732265446224,-0.20867227900650598,0.7117545687406681,0.9249003219464298,0.8053063232022195,KCNJ16,1
Human Diseases,Endocrine and metabolic disease,hsa04934,Cushing syndrome,2/138,155/8538,0.012903225806451613,0.7983169705469846,-0.32477905444552146,0.719090958722242,0.9280422495640276,0.8080419846756315,WNT6/CACNA1I,2
Metabolism,Xenobiotics biodegradation and metabolism,hsa00980,Metabolism of xenobiotics by cytochrome P450,1/138,79/8538,0.012658227848101266,0.7831590533847,-0.24816919306024304,0.7256297424574701,0.9280422495640276,0.8080419846756315,HSD11B1,1
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,1/138,79/8538,0.012658227848101266,0.7831590533847,-0.24816919306024304,0.7256297424574701,0.9280422495640276,0.8080419846756315,ATP6V0D2,1
Human Diseases,Drug resistance: antineoplastic,hsa01521,EGFR tyrosine kinase inhibitor resistance,1/138,80/8538,0.0125,0.7733695652173914,-0.2610248927162699,0.7301058147521704,0.928878078454332,0.8087697369257991,IL6,1
Metabolism,Xenobiotics biodegradation and metabolism,hsa00983,Drug metabolism - other enzymes,1/138,81/8538,0.012345679012345678,0.7638217928073,-0.2737327160460228,0.7345093850482454,0.9296134404516856,0.8094100131288231,UPB1,1
Metabolism,Global and overview maps,hsa01232,Nucleotide metabolism,1/138,85/8538,0.011764705882352941,0.7278772378516625,-0.32316285763299546,0.7514216874049008,0.9414441441682275,0.819710950737768,CMPK2,1
Environmental Information Processing,Signal transduction,hsa04012,ErbB signaling pathway,1/138,86/8538,0.011627906976744186,0.7194135490394338,-0.3351881976028737,0.7554798687769727,0.9414441441682275,0.819710950737768,AREG,1
Organismal Systems,Endocrine system,hsa04911,Insulin secretion,1/138,86/8538,0.011627906976744186,0.7194135490394338,-0.3351881976028737,0.7554798687769727,0.9414441441682275,0.819710950737768,ADCYAP1R1,1
Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,1/138,87/8538,0.011494252873563218,0.711144427786107,-0.3470874143565443,0.7594722703516033,0.9415906208951,0.819838487329067,AREG,1
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,5/138,391/8538,0.01278772378516624,0.7911709107083287,-0.5417925837245355,0.7642035020680437,0.942646959403729,0.8207582362579577,IL6/DKK1/NOX4/PTGS2/WNT6,5
Organismal Systems,Immune system,hsa04662,B cell receptor signaling pathway,1/138,91/8538,0.01098901098901099,0.6798853320592451,-0.39348444097385743,0.7748049981808025,0.9491299754114773,0.826402967544756,CD22,1
Cellular Processes,Cellular community - eukaryotes,hsa04520,Adherens junction,1/138,93/8538,0.010752688172043012,0.6652641421224872,-0.41600296493526917,0.7821034155340012,0.9491299754114773,0.826402967544756,CDH5,1
Environmental Information Processing,Signal transduction,hsa04070,Phosphatidylinositol signaling system,1/138,98/8538,0.01020408163265306,0.6313220940550132,-0.47048032618130975,0.7993382205207848,0.9491299754114773,0.826402967544756,DGKG,1
Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,1/138,98/8538,0.01020408163265306,0.6313220940550132,-0.47048032618130975,0.7993382205207848,0.9491299754114773,0.826402967544756,CACNA1I,1
Human Diseases,Cancer: specific types,hsa05215,Prostate cancer,1/138,98/8538,0.01020408163265306,0.6313220940550132,-0.47048032618130975,0.7993382205207848,0.9491299754114773,0.826402967544756,MMP3,1
Human Diseases,Drug resistance: antineoplastic,hsa01522,Endocrine resistance,1/138,99/8538,0.010101010101010102,0.6249451032059729,-0.4810824176355691,0.8026191832658242,0.9491299754114773,0.826402967544756,MAPK13,1
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagocytosis,1/138,99/8538,0.010101010101010102,0.6249451032059729,-0.4810824176355691,0.8026191832658242,0.9491299754114773,0.826402967544756,PLA2G4B,1
Human Diseases,Cardiovascular disease,hsa05410,Hypertrophic cardiomyopathy,1/138,99/8538,0.010101010101010102,0.6249451032059729,-0.4810824176355691,0.8026191832658242,0.9491299754114773,0.826402967544756,IL6,1
Organismal Systems,Endocrine system,hsa04916,Melanogenesis,1/138,101/8538,0.009900990099009901,0.6125699526474386,-0.5020101554875115,0.8090221763025224,0.9491299754114773,0.826402967544756,WNT6,1
Human Diseases,Substance dependence,hsa05034,Alcoholism,2/138,188/8538,0.010638297872340425,0.6581868640148011,-0.6074030614738565,0.8122336668636224,0.9491299754114773,0.826402967544756,MAOA/MAOB,2
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,3/138,271/8538,0.01107011070110701,0.6849029359858815,-0.6756278978806084,0.8193804881129885,0.9491299754114773,0.826402967544756,MAOA/MAOB/SEPTIN5,3
Cellular Processes,Transport and catabolism,hsa04137,Mitophagy - animal,1/138,105/8538,0.009523809523809525,0.5892339544513457,-0.5428135463830568,0.8212159937877657,0.9491299754114773,0.826402967544756,MAP1LC3C,1
Organismal Systems,Immune system,hsa04613,Neutrophil extracellular trap formation,2/138,193/8538,0.010362694300518135,0.6411353908537959,-0.6463215782890135,0.8236769297700494,0.9491299754114773,0.826402967544756,MAPK13/CLEC7A,2
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,1/138,106/8538,0.009433962264150943,0.5836751435602954,-0.5528057039839334,0.8241416658922703,0.9491299754114773,0.826402967544756,PRSS3,1
Human Diseases,Endocrine and metabolic disease,hsa04931,Insulin resistance,1/138,109/8538,0.009174311926605505,0.5676106900678102,-0.5823079389950389,0.8326365256856971,0.9528584373250669,0.8296493216475567,IL6,1
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,1/138,111/8538,0.009009009009009009,0.5573834704269487,-0.6015963075406026,0.8380721506710136,0.9528584373250669,0.8296493216475567,MAPK13,1
Human Diseases,Cancer: overview,hsa05205,Proteoglycans in cancer,2/138,204/8538,0.00980392156862745,0.6065643648763853,-0.7289782483218212,0.8466895392257103,0.9528584373250669,0.8296493216475567,MAPK13/WNT6,2
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,2/138,205/8538,0.00975609756097561,0.6036055143160127,-0.7363026860579478,0.8486414306065972,0.9528584373250669,0.8296493216475567,COL3A1/MAPK13,2
Organismal Systems,Nervous system,hsa04724,Glutamatergic synapse,1/138,116/8538,0.008620689655172414,0.5333583208395801,-0.6485708764594417,0.850906505759422,0.9528584373250669,0.8296493216475567,PLA2G4B,1
Organismal Systems,Nervous system,hsa04725,Cholinergic synapse,1/138,116/8538,0.008620689655172414,0.5333583208395801,-0.6485708764594417,0.850906505759422,0.9528584373250669,0.8296493216475567,KCNJ6,1
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,4/138,371/8538,0.01078167115902965,0.6670573069260519,-0.8403838658376072,0.8565233972381988,0.9532638136111029,0.8300022808569707,MAPK13/MAP1LC3C/DNAH3/DNAH8,4
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,1/138,122/8538,0.00819672131147541,0.5071275837491092,-0.7027714438606085,0.8649809894799932,0.9532638136111029,0.8300022808569707,RXRG,1
Organismal Systems,Endocrine system,hsa04935,"Growth hormone synthesis, secretion and action",1/138,122/8538,0.00819672131147541,0.5071275837491092,-0.7027714438606085,0.8649809894799932,0.9532638136111029,0.8300022808569707,MAPK13,1
Human Diseases,Cancer: overview,hsa05207,Chemical carcinogenesis - receptor activation,2/138,215/8538,0.009302325581395349,0.575530839231547,-0.8079378721042881,0.8669600938603034,0.9532638136111029,0.8300022808569707,RXRG/NR1I3,2
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,2/138,227/8538,0.00881057268722467,0.5451063014748133,-0.8903253704330236,0.8862664066718897,0.9615948421204494,0.8372560678631594,MAPK13/NOX4,2
Cellular Processes,Transport and catabolism,hsa04142,Lysosome,1/138,133/8538,0.007518796992481203,0.46518470088264136,-0.7967339524645519,0.8874451497568887,0.9615948421204494,0.8372560678631594,ATP6V0D2,1
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,1/138,136/8538,0.007352941176470588,0.454923273657289,-0.82127441851301,0.892899305782691,0.9615948421204494,0.8372560678631594,BIRC3,1
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,1/138,138/8538,0.007246376811594203,0.4483301827347196,-0.8373975090967304,0.8963888043824136,0.9615948421204494,0.8372560678631594,ATP6V0D2,1
Organismal Systems,Endocrine system,hsa04910,Insulin signaling pathway,1/138,138/8538,0.007246376811594203,0.4483301827347196,-0.8373975090967304,0.8963888043824136,0.9615948421204494,0.8372560678631594,HKDC1,1
Environmental Information Processing,Signal transduction,hsa04371,Apelin signaling pathway,1/138,140/8538,0.007142857142857143,0.4419254658385093,-0.8533374957092488,0.8997654071237473,0.9615948421204494,0.8372560678631594,MAP1LC3C,1
Genetic Information Processing,"Folding, sorting and degradation",hsa04120,Ubiquitin mediated proteolysis,1/138,142/8538,0.007042253521126761,0.4357011635027557,-0.8690998059096174,0.9030327407274298,0.9615948421204494,0.8372560678631594,BIRC3,1
Human Diseases,Neurodegenerative disease,hsa05017,Spinocerebellar ataxia,1/138,144/8538,0.006944444444444444,0.42964975845410625,-0.884689625182554,0.9061943162369668,0.9615948421204494,0.8372560678631594,BEAN1,1
Human Diseases,Cancer: specific types,hsa05224,Breast cancer,1/138,148/8538,0.006756756756756757,0.4180376028202115,-0.9153714066344544,0.9122136806252452,0.963773584312759,0.8391530883554887,WNT6,1
Organismal Systems,Circulatory system,hsa04261,Adrenergic signaling in cardiomyocytes,1/138,154/8538,0.006493506493506494,0.4017504234895539,-0.9602176096584182,0.9205310635013928,0.9643002012729254,0.8396116112447825,MAPK13,1
Environmental Information Processing,Signal transduction,hsa04020,Calcium signaling pathway,2/138,254/8538,0.007874015748031496,0.48716193084560083,-1.0634806944074604,0.9206487518325873,0.9643002012729254,0.8396116112447825,CACNA1I/PTAFR,2
Environmental Information Processing,Signal transduction,hsa04150,mTOR signaling pathway,1/138,158/8538,0.006329113924050633,0.39157952669235,-0.9893794706906641,0.9256363939444694,0.9653632778047471,0.8405372269385062,WNT6,1
Cellular Processes,Transport and catabolism,hsa04140,Autophagy - animal,1/138,169/8538,0.005917159763313609,0.3660921018780551,-1.0668055640044474,0.9380577205706239,0.9707705359145008,0.8452453009262062,MAP1LC3C,1
Human Diseases,Cancer: specific types,hsa05225,Hepatocellular carcinoma,1/138,170/8538,0.0058823529411764705,0.36393861892583124,-1.0736560945204694,0.9390791131577017,0.9707705359145008,0.8452453009262062,WNT6,1
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,2/138,278/8538,0.007194244604316547,0.4451047857366281,-1.205579610746206,0.9428059525754,0.9707705359145008,0.8452453009262062,IL6/MAPK13,2
Organismal Systems,Development and regeneration,hsa04360,Axon guidance,1/138,184/8538,0.005434782608695652,0.33624763705103966,-1.1665955006339412,0.9517406764463787,0.9758353771159072,0.8496552341360077,LRRC4C,1
