category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Cancer: overview,hsa05205,Proteoglycans in cancer,114/3916,204/8538,0.5588235294117647,1.2183951210719222,2.9059643317447925,0.002329734218596449,0.03653446842798977,0.028870869024711976,AKT2/ARHGEF12/CAV2/CCND1/CD44/CDKN1A/DROSHA/EZR/FGFR1/FN1/GRB2/HIF1A/IQGAP1/ITGA5/ITGB1/ITGB5/ITPR1/ITPR3/MAP2K1/MET/MMP2/MYC/PLAU/PLAUR/PPP1CA/PTPN11/PXN/ROCK1/SDC4/THBS1/TIMP3/TLR4/TNF/WNT4/WNT7B/HRAS/AKT3/FLNA/MAPK11/IGF2/ELK1/DDX5/MDM2/ITGB3/CD63/SDC2/PDCD4/PPP1CB/PRKCB/PLCE1/ACTG1/MAP2K2/SLC9A1/PTPN6/ANK1/LUM/SOS2/CAMK2D/SHH/RPS6KB2/FRS2/RRAS/RRAS2/TIAM1/ANK2/PIK3R1/CTSL/RPS6KB1/FAS/PPP1R12A/PAK1/HSPB2/PPP1CC/PIK3CD/FZD6/CDC42/VAV3/TGFB2/ACTB/RHOA/ANK3/MAPK1/SMAD2/MMP9/TWIST1/SOS1/PIK3CA/PPP1R12B/HBEGF/RDX/TLR2/FZD3/FZD2/ERBB3/ESR1/HPSE2/FZD4/MRAS/NUDT16L1/WNT5B/FZD1/WNT9A/WNT11/WNT2B/HOXD10/PRKCG/KDR/GPC3/IL12B/ERBB4/SMO/FZD9/VTN/WNT6,114
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,49/3916,79/8538,0.620253164556962,1.3523292949405876,2.8957548980669365,0.0027071774075853434,0.04060766111378015,0.032089654396549386,CYBA/HLA-DPA1/HLA-DRA/IFNGR2/IRAK1/ITGA4/ITGB1/JUN/MAP3K7/MARCKSL1/NFKBIA/NFKBIB/RELA/STAT1/TLR4/TNF/MAPK11/ELK1/TAB2/PRKCB/PTPN6/HLA-DPB1/HLA-DMA/MYD88/JAK2/IFNGR1/HLA-DMB/NFKB1/TGFB2/MAPK1/TLR2/EEF1A2/ITGAM/HLA-DOA/IL1B/FCGR2A/TRAF6/HLA-DRB1/TGFB3/HLA-DQA2/HLA-DRB5/NCF4/IL1A/ITGB2/PTGS2/IL12A/IL12B/HLA-DOB/HLA-DQB1,49
Genetic Information Processing,Replication and repair,hsa03440,Homologous recombination,28/3916,41/8538,0.6829268292682927,1.4889758090635044,2.888720376622603,0.0030716556441648963,0.04415504988487039,0.03489293034380299,ATM/RAD50/RPA2/TOPBP1/BRCA1/TOP3A/BRIP1/RAD51/RPA3/SSBP1/NBN/BRCA2/RAD51D/PALB2/POLD2/POLD4/MUS81/XRCC3/ABRAXAS1/MRE11/SEM1/RAD51C/XRCC2/BLM/RAD52/BARD1/SYCP3/RPA4,28
Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,53/3916,87/8538,0.6091954022988506,1.3282202106301293,2.8322390539428137,0.0032447098283725894,0.044776995631541736,0.035384414549410555,AKT2/APC/BAK1/CCND1/CDKN1A/EREG/GADD45A/GRB2/JUN/MAP2K1/MYC/RAC2/TGFBR1/RALB/HRAS/AKT3/GSK3B/TGFA/APPL1/MAP2K2/SMAD3/SOS2/RPS6KB2/GADD45B/SMAD4/PIK3R1/RPS6KB1/BAD/EGF/RAC3/PIK3CD/BBC3/CASP9/TGFB2/TCF7/RHOA/MAPK1/SMAD2/AXIN1/SOS1/PIK3CA/POLK/MLH1/BCL2L11/MSH3/AREG/LEF1/APC2/MAPK10/GADD45G/TGFB3/BCL2/DCC,53
Metabolism,Glycan biosynthesis and metabolism,hsa00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,18/3916,24/8538,0.75,1.6352145045965272,2.8682580155605413,0.003606744180211771,0.047858720852810045,0.037819706181167964,HS2ST1/HS3ST3A1/XYLT1/HS6ST2/EXTL2/GLCE/NDST1/HS6ST1/B3GAT3/XYLT2/EXTL1/HS6ST3/B4GALT7/HS3ST3B1/NDST2/HS3ST5/HS3ST2/HS3ST1,18
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,57/3916,95/8538,0.6,1.3081716036772217,2.780129576903386,0.003750548512746033,0.047923675440643757,0.03787103566476501,ATP6AP1/ATP6V0B/ATP6V0E1/ATP6V1A/CCL20/CCL5/CSF1/CSF2/CXCL2/HLA-DPA1/HLA-DRA/ICAM1/IL18/JUN/MMP1/TCIRG1/TLR4/TNF/TNFRSF11A/IL23A/CXCL8/HLA-DPB1/HLA-DMA/IL6/CTSK/CTSL/ATP6V0C/ATP6V1F/CCL2/HLA-DMB/TGFB2/CCL3/CXCL1/ANGPT1/ACP5/TLR2/ATP6V0E2/LTB/HLA-DOA/CCL3L1/IL1B/TNFSF13B/HLA-DRB1/CTLA4/TGFB3/HLA-DQA2/HLA-DRB5/TNFSF13/IL1A/TEK/ITGB2/ATP6V0A4/HLA-DOB/ATP6V1C2/IL11/HLA-DQB1/MMP3,57
Environmental Information Processing,Signal transduction,hsa04390,Hippo signaling pathway,89/3916,157/8538,0.5668789808917197,1.2359583092067168,2.746604916303278,0.0038934122037383185,0.047972400367489995,0.03790953987850468,AJUBA/APC/BIRC3/BMP6/CCND1/DLG1/MYC/PPP1CA/PRKCZ/RASSF1/SERPINE1/TEAD1/TGFBR1/WNT4/WNT7B/DVL1/GSK3B/BMPR2/PPP1CB/YWHAG/ACTG1/CCND2/SMAD3/CSNK1D/NKD2/TPTEP2-CSNK1E/SMAD4/MOB1B/ID1/AMOT/PPP1CC/PPP2R2A/SMAD7/FZD6/SMAD1/BBC3/DVL3/LATS1/TGFB2/CCND3/TCF7/WTIP/ACTB/LLGL2/SMAD2/SOX2/AXIN1/DLG4/FZD3/PPP2R2C/PARD6B/BMPR1A/FZD2/LLGL1/PPP2R2B/FRMD6/FGF1/FZD4/AREG/BMP4/PARD6A/LEF1/WNT5B/FZD1/TEAD4/WNT9A/APC2/FRMD1/WNT11/TGFB3/ID2/TP73/GDF6/WNT2B/NKD1/GLI2/LATS2/BMPR1B/AFP/BMP8A/ITGB2/DLG3/RASSF6/CTNNA2/AMH/CDH1/FZD9/WNT6/GDF5,89
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,166/3916,311/8538,0.5337620578778135,1.1637539453934556,2.7077603840609235,0.004084219517429757,0.04858812874183676,0.03839611088981151,ADRM1/ATG101/ATG2B/ATP5MC1/CLTA/CLTB/CLTC/COX7A2L/CREB3/CREB3L2/ITPR1/KIF5C/NDUFA4/NDUFB11/NDUFB8/PIK3C3/POLR2G/PPARGC1A/PPIF/PSMA2/PSMA7/PSMB2/PSMB3/PSMB4/PSMB6/PSMB7/PSMC4/PSMD13/PSMD2/PSMD4/PSMD8/RB1CC1/SLC1A3/TUBB2B/ULK1/VDAC2/AP2A2/TUBB2A/REST/NDUFV1/NDUFA1/NDUFS5/NDUFV2/SDHC/GNAQ/UQCRC1/COX7A2/UQCRFS1/POLR2A/PLCB4/POLR2I/TUBB/PSMB1/ATP5F1B/COX6B1/DCTN3/KLC2/NDUFA2/COX5A/PSMA6/UQCRH/STX1A/NDUFA10/COX5B/NDUFA3/GPX1/DCTN2/KIF5B/PSMB5/POLR2H/ACTR1A/NDUFS8/AP2M1/SLC25A5/ATG2A/SOD1/NDUFA11/COX8A/NDUFA6/TUBA1A/TRAF2/ATP5PD/CYC1/POLR2L/ATP5MC3/POLR2B/EP300/NDUFB10/TGM2/NDUFB4/HTT/PSMD3/NDUFC2/NDUFB3/NDUFS4/COX7B/POLR2J/PSMD11/POLR2E/DCTN4/NDUFS6/DCTN5/ATP5MC2/ATP5PB/PSMD1/BBC3/UQCR10/CASP9/ATP5F1E/PSMD14/NDUFB2/MAP3K5/PIK3R4/COX6C/TUBA1C/NDUFAB1/SIN3A/UQCRQ/GPX7/ATP5F1D/DNAH9/COX7C/DLG4/PPARG/NDUFA13/UQCR11/DNAH6/NDUFS7/PSMD9/TUBA3C/IFT57/HAP1/TBP/DCTN6/NDUFA4L2/CREB5/SEM1/NRF1/CLTCL1/APAF1/NDUFB1/TUBA4A/TAF4B/TUBA3E/MAPK10/CREB3L4/DNAH12/CREB3L1/DNAH14/UQCRHL/KIF5A/DNAH1/BDNF/GRIN2B/GPX5/POLR2J2/KLC3/SLC1A2/DNAH17/DNAH2/DNAI2/COX6B2/DNAH3/KCNJ10/TUBAL3/NDUFC2-KCTD14,166
Human Diseases,Cardiovascular disease,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,52/3916,86/8538,0.6046511627906976,1.3183124688220063,2.730751268830681,0.004402296579137879,0.05049566397967464,0.03990351478485349,CACNG6/DSG2/DTNA/EMD/ITGA1/ITGA11/ITGA4/ITGA5/ITGB1/ITGB5/JUP/RYR2/DSP/ATP2A3/SNTB1/ITGB3/LMNA/ACTG1/ITGB4/CDH2/CACNB2/CACNA2D1/SNTB2/DSC2/CACNA1C/DMD/TCF7/ACTB/SGCB/CACNB4/CACNA2D4/CACNG7/SSPN/PKP2/LEF1/SGCZ/SLC8A3/SGCE/ACTN2/CACNG4/ITGA7/SGCG/SGCD/ATP2A1/CTNNA2/SLC8A1/SLC8A2/SGCA/LAMA2/DES/NOS1/ITGB6,52
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,64/3916,109/8538,0.5871559633027523,1.2801679302040092,2.709584226501651,0.00453729154599975,0.05049566397967464,0.03990351478485349,EBI3/HIF1A/HLA-DPA1/HLA-DRA/HSP90AA1/IFNGR2/IL4R/IL6R/JUN/NFATC1/NFKBIA/NFKBIB/NFKBIE/RELA/STAT1/STAT5A/TGFBR1/IL23A/MAPK11/IL1RAP/IL2RG/SMAD3/HLA-DPB1/HLA-DMA/GATA3/IL6/RORA/SMAD4/AHR/JAK2/IFNGR1/IKBKG/HLA-DMB/IL27RA/CD4/IL6ST/NFKB1/IL1R1/MAPK1/SMAD2/IL21R/PRKCQ/NFATC3/PPP3CA/STAT5B/PPP3R1/RXRA/HLA-DOA/RORC/IL1B/HLA-DRB1/MAPK10/HLA-DQA2/HLA-DRB5/PPP3CC/IL12RB1/LCK/NFATC2/JAK3/IL2RB/HLA-DOB/CD3D/HLA-DQB1/RXRG,64
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,93/3916,166/8538,0.5602409638554217,1.2214855335540322,2.6524292664715725,0.005096361502461543,0.05494514744841351,0.04341965885320854,AKT2/ATF4/ATP2B1/CALM2/CREB3/CREB3L2/GATA4/GTF2I/ITPR1/ITPR3/MAP2K1/MYLK/NFATC1/PDE5A/PPIF/PPP1CA/ROCK1/VDAC2/AKT3/ADRA1B/NFATC4/ATP2A3/GNAQ/PLCB4/PPP1CB/MAP2K2/SLC25A5/ATF2/KCNMB1/GNA13/BAD/PPP1R12A/PDE3A/ADRB2/EDNRA/VASP/PRKG2/PPP1CC/GUCY1B1/MEF2D/BDKRB2/ADCY2/CACNA1C/RHOA/MAPK1/SRF/KCNMA1/PIK3CG/ATP2B4/MYL9/MEF2A/EDNRB/NFATC3/GUCY1A2/PPP3CA/KCNJ8/ADRB1/PDE3B/PPP3R1/MEF2C/IRS2/ADORA1/PRKG1/GNA12/KCNMB4/CREB5/PLN/PRKCE/ADCY1/SLC8A3/ATP1A2/ADRA2C/CREB3L4/NPR1/CREB3L1/PPP3CC/KCNMB2/INSR/MYLK4/GUCY1A1/ATP2B2/NPR2/NFATC2/NPPA/ATP2A1/ATP1B2/OPRD1/PIK3R6/SLC8A1/SLC8A2/KCNMB3/PDE2A/MYLK2,93
Genetic Information Processing,Information processing in viruses,hsa03250,Viral life cycle - HIV-1,40/3916,64/8538,0.625,1.3626787538304392,2.680568338881473,0.005323497966553438,0.05565475146851322,0.04398041382256269,AFF4/BST2/MAP1A/MAP1B/MX1/MX2/PSIP1/RANBP2/SAMHD1/SUPT5H/NUP153/HGS/MLLT3/CCNT1/PDCD6IP/NELFE/CHMP4B/KAT2B/CHMP6/MDFIC/CPSF6/EP300/BICD2/FURIN/RAN/CD4/ELL/BICD1/XPO1/CHMP4A/TNPO3/CCNT2/TRIM5/MAP1S/PIN1/NELFCD/APOBEC3H/CXCR4/APOBEC3D/ELL3,40
Environmental Information Processing,Signal transduction,hsa04151,PI3K-Akt signaling pathway,190/3916,362/8538,0.5248618784530387,1.1443490087415842,2.58319184794353,0.005784682841304919,0.05851569241508335,0.04624123367050064,AKT2/ATF4/BCL2L1/CCND1/CDK6/CDKN1A/COL4A1/COL6A3/CREB3/CREB3L2/CSF1/DDIT4/EFNA1/EPHA2/EREG/F2R/FGFR1/FN1/GNB2/GNG2/GNG5/GRB2/HSP90AA1/HSP90B1/IL4R/IL6R/IL7R/ITGA1/ITGA11/ITGA4/ITGA5/ITGB1/ITGB5/LAMA4/LAMA5/LAMB1/LAMC2/MAP2K1/MET/MYC/PDGFB/PDGFRB/PPP2R5B/RELA/SPP1/SYK/THBS1/THBS2/TLR4/TNC/HRAS/AKT3/IGF2/GSK3B/MDM2/CCNE1/LAMC1/IL2RG/ITGB3/TGFA/KITLG/YWHAG/MAP2K2/EIF4E2/CCND2/ITGB4/PPP2R3A/SOS2/GNB1/PDGFC/RPS6KB2/PKN1/GNB4/CDK4/IL6/ATF2/MLST8/CSF3/MCL1/PIK3R1/LAMB3/IFNAR2/BRCA1/RPS6KB1/BAD/EGF/JAK2/IKBKG/COL4A5/GNG12/PRKAA1/PKN3/RHEB/PRKAA2/PKN2/EIF4EBP1/NFKB1/PPP2R2A/GNB5/CDKN1B/PIK3CD/MAGI1/COL9A3/CDK2/TSC1/PCK2/CASP9/CRTC2/CCND3/EPOR/MAPK1/SOS1/PIK3CG/PIK3CA/ANGPT1/PPP2R5C/COL6A2/TLR2/NR4A1/PPP2R2C/PDGFA/PGF/RXRA/GHR/RPTOR/BCL2L11/LPAR2/PPP2R2B/FGF1/ERBB3/AREG/NTRK2/GDNF/THBS4/RELN/CREB5/LPAR1/KIT/EFNA4/FGF10/GNG7/FGF18/PHLPP2/PPP2R5E/COL4A6/ITGA7/CREB3L4/PRLR/PIK3AP1/LPAR4/CREB3L1/EFNA3/PDGFRA/BCL2/INSR/SGK3/IFNB1/COL4A3/NTF3/KDR/COL6A5/FGF7/TEK/JAK3/TCL1A/BDNF/FLT4/IL7/ARTN/GNG4/GNG8/ANGPT2/PIK3R6/EFNA2/COL9A2/IL2RB/LAMC3/FGFR2/ERBB4/CHRM1/COL6A6/LAMA2/CCNE2/GNB3/VTN/NRTN/GNG3/IL3RA/NTF4/ITGB6,190
Environmental Information Processing,Signal transduction,hsa04350,TGF-beta signaling pathway,63/3916,108/8538,0.5833333333333334,1.2718335035750765,2.6167370573447903,0.005936374592834542,0.05851569241508335,0.04624123367050064,BMP6/CDKN2B/MYC/NBL1/NEO1/ROCK1/TFRC/TGFBR1/TGIF1/THBS1/TNF/NRROS/EMP3/ZFYVE16/BMPR2/LRRC32/SMAD3/SMURF1/RPS6KB2/INHBB/SMAD4/RPS6KB1/EP300/SMAD5/ID1/RGMB/SMAD7/SMAD1/IGSF1/NCOR1/SMAD9/TGFB2/LTBP1/RHOA/MAPK1/SMAD2/TFDP1/AMHR2/ID4/SIN3A/TFR2/BMPR1A/RBL1/SMAD6/ACVR1C/BMP4/FST/TGFB3/ACVR2B/ID2/GDF6/CUL1/GREM2/BMPR1B/PITX2/BMP8A/GREM1/ACVR2A/INHBA/AMH/CHRD/RGMA/GDF5,63
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,65/3916,112/8538,0.5803571428571429,1.265344557128265,2.6017614783988536,0.006165202779932086,0.05908319330768249,0.04668969356732194,AKT2/BCL2L1/BIRC3/HLA-DPA1/HLA-DRA/HSPA1A/HSPA1B/IFNGR2/IRAK1/ITGB1/LAMA4/LAMA5/LAMB1/LAMC2/MAP3K7/NFKBIA/NFKBIB/PPIF/RELA/STAT1/TLR4/TNF/AKT3/MAPK11/LDLR/BIRC7/LAMC1/TAB2/HLA-DPB1/HLA-DMA/MYD88/LAMB3/BAD/JAK2/IFNGR1/IKBKG/HLA-DMB/NFKB1/IL10RB/CASP9/TGFB2/MAPK1/HSPA6/SOCS1/PIK3CG/TLR2/CIITA/HLA-DOA/TRAF6/HLA-DRB1/MAPK10/TGFB3/HLA-DQA2/HLA-DRB5/MAP2K6/BCL2/LY96/IL12A/IL12B/PIK3R6/HLA-DOB/LAMC3/HSPA1L/LAMA2/HLA-DQB1,65
Human Diseases,Infectious disease: bacterial,hsa05135,Yersinia infection,78/3916,138/8538,0.5652173913043478,1.2323355686814406,2.532646717791532,0.0072955691583085295,0.06802625296260656,0.053756825377010216,AKT2/ARHGEF12/ARPC1B/ARPC4/DOCK1/FN1/IL18/IRAK1/ITGA4/ITGA5/ITGB1/JUN/MAP2K1/MAP3K7/NFATC1/NFKBIA/PXN/RAC2/RELA/RHOG/ROCK1/TLR4/TNF/WIPF1/AKT3/MAPK11/GSK3B/ARPC1A/SKAP2/CXCL8/CASP1/GNAQ/TAB2/ACTG1/IRF3/MAP2K2/WASF2/PYCARD/PKN1/TICAM1/IL6/MYD88/TRAF2/PIK3R1/GIT2/ELMO1/IKBKG/RAC3/CCL2/PKN2/CD4/RPS6KA3/NFKB1/PIK3CD/CDC42/VAV3/ACTB/RHOA/MAPK1/PIK3CA/WIPF2/NFATC3/PIP5K1B/RPS6KA6/IL1B/FCGR2A/MAP2K4/TRAF6/MAPK10/MAP2K6/IFNB1/ACTR3C/LCK/NFATC2/ACTR3B/LCP2/WIPF3/NLRC4,78
NA,NA,hsa04820,Cytoskeleton in muscle cells,125/3916,232/8538,0.5387931034482759,1.1747230636469304,2.483460614773056,0.00792429806435673,0.07149122156357757,0.056494969900737116,AMPD3/COL4A1/COL5A1/COL6A3/DSG2/DTNA/EMD/ENO1/FBLN1/FHL2/FN1/ITGA1/ITGA11/ITGA4/ITGA5/ITGB1/ITGB5/JUP/NID2/SDC4/THBS1/THBS2/VCAN/PDLIM1/DSP/CAPZA1/DAAM1/CAPZB/CSRP1/DAAM2/SNTB1/TMOD2/ITGB3/FMN2/SDC2/LMNA/ACTG1/ITGB4/SUN1/ENO2/PDLIM3/TPM1/MYH10/ACTG2/ANK2/PLEC/TNNT1/NEB/COL27A1/COL4A5/TPM3/SNTB2/ZYX/MYH9/SPTBN2/TTN/PDLIM5/COL5A2/COL9A3/DSC2/NID1/DIAPH3/PDLIM2/DMD/COL5A3/ACTB/ANK3/PDLIM7/LBR/MYL9/PDLIM4/COL6A2/SGCB/ENO3/COL11A2/TMOD1/TRIM63/COL11A1/CSRP3/SYNPO2/THBS4/SSPN/PKP2/COL3A1/TLN2/TNNI3/SGCZ/MYOZ2/BGN/SGCE/ACTN2/ATP1A2/MYH13/COL4A6/ITGA7/CAPN3/SPTBN5/COL4A3/SGCG/OBSCN/MYOM2/FBN3/COL6A5/MYH8/SGCD/ATP1B2/LMOD1/XIRP2/COL9A2/MYH1/NEBL/SGCA/MYOZ3/COL6A6/LAMA2/TRIM54/MYH15/ANKRD2/MYH3/TNNC1/COL24A1/DES/LDB3/ITGB6/TMOD4,125
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,100/3916,182/8538,0.5494505494505495,1.19795934402676,2.4846859034152704,0.00808161635066529,0.07149122156357757,0.056494969900737116,AKT2/BAK1/BCL2L1/BIRC3/BST2/CCL5/CD74/CGAS/EIF2AK4/HLA-DPA1/HLA-DRA/HLA-E/IFNGR2/IRAK1/ITGA5/MAP3K7/NFKBIA/OAS1/OAS2/PPP1CA/PTPN11/RELA/SOCS3/STAT1/SYK/TAP1/TAPBP/TLR3/TNF/AKT3/BID/STAT2/ITGB3/EIF2B1/NXF3/TAB2/POU2F1/PPP1CB/FADD/IRF3/NECTIN2/ZC3HAV1/HLA-DPB1/HLA-DMA/TICAM1/IL6/MYD88/TRAF2/PIK3R1/IFNAR2/FAS/BAD/JAK2/IFNGR1/IKBKG/DAXX/HCFC2/SRSF5/CCL2/RHEB/HLA-DMB/EIF4EBP1/PPP1CC/NFKB1/PIK3CD/EIF2B5/STING1/TSC1/CASP9/EIF2AK2/HLA-F/EIF2B4/TNFRSF14/PIK3CA/TLR2/PML/HLA-DOA/ALYREF/RNASEL/NXF2/IL1B/NECTIN1/IRF9/LTA/APAF1/IRF7/TRAF6/HLA-DRB1/TRADD/HLA-DQA2/TRAF5/HLA-DRB5/BCL2/IFNB1/C5/IL12A/IL12B/HLA-DOB/HLA-DQB1/POU2F3,100
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,79/3916,141/8538,0.5602836879432624,1.2215786842848761,2.4419370864318726,0.009319419085220245,0.07624930792939075,0.0602549832302432,AKT2/CALM2/CAV2/CYBA/DUSP1/GSTO1/HMOX1/HSP90AA1/HSP90B1/ICAM1/JUN/MAP3K7/MMP2/NQO1/PDGFB/PLAT/PRKCZ/RAC2/RELA/SDC4/SELE/SQSTM1/TNF/TXN/AKT3/GSTP1/MAPK11/ARHGEF2/ITGB3/SDC2/BMPR2/ACTG1/KEAP1/PIK3R1/CTSL/IKBKG/PIAS4/GSTM3/RAC3/PRKAA1/CCL2/PRKAA2/NFE2L2/MGST3/NFKB1/SUMO2/IL1R1/PIK3CD/MAP3K5/ACTB/RHOA/MMP9/TRPV4/PIK3CA/MAPK7/MEF2A/SUMO3/PDGFA/BMPR1A/ASS1/EDN1/MEF2C/PECAM1/BMP4/IL1B/MAP2K4/THBD/MAPK10/ACVR2B/MAP2K6/BCL2/BMPR1B/KLF2/GSTM2/IL1A/KDR/GSTT2B/ACVR2A/IL1R2,79
Metabolism,Glycan biosynthesis and metabolism,hsa00512,Mucin type O-glycan biosynthesis,24/3916,36/8538,0.6666666666666666,1.4535240040858017,2.5098628484114074,0.009485844604142198,0.07624930792939075,0.0602549832302432,GALNT6/GALNT17/GALNT7/GALNT14/ST6GALNAC4/GALNT13/ST3GAL1/GCNT1/GALNT10/ST6GALNAC3/GALNT1/GALNT16/ST3GAL2/B3GNT3/C1GALT1C1/GALNTL6/GALNT15/GALNT18/GALNT9/GALNT5/GALNT3/ST6GALNAC2/C1GALT1C1L/ST6GALNAC1,24
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,87/3916,157/8538,0.554140127388535,1.2081839651795996,2.4233056431882662,0.009683743196252806,0.07624930792939075,0.0602549832302432,AKT2/ATM/CALM2/CCND1/CDK6/CDKN1A/CDKN2B/GADD45A/GATA4/HLA-E/ITPR1/ITPR3/MAP2K1/MYC/NFATC1/PPP1CA/RAD50/RELA/SERPINE1/SQSTM1/TGFBR1/VDAC2/RB1/HRAS/AKT3/NFATC4/MAPK11/CAPN2/CXCL8/MDM2/CCNE1/TRPM7/PPP1CB/MAP2K2/CCND2/SMAD3/CDC25A/RAD9A/GADD45B/RRAS/RRAS2/CDK4/IL6/SLC25A5/TRAF3IP2/PIK3R1/CCNB1/CCNA1/RHEB/EIF4EBP1/HIPK2/PPP1CC/NFKB1/PIK3CD/MYBL2/HIPK1/CDK2/TSC1/HLA-F/TGFB2/CCND3/MAPK1/NBN/SMAD2/TRPV4/CCNA2/CDKN2A/PIK3CA/CCNB2/NFATC3/PPP3CA/HUS1/PPP3R1/RBL1/MRAS/MRE11/CCNB3/E2F2/LIN54/GADD45G/TGFB3/MAP2K6/PPP3CC/IL1A/NFATC2/CCNE2/RAD9B,87
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,46/3916,77/8538,0.5974025974025974,1.3025085231418223,2.454319749682918,0.009724549417081719,0.07624930792939075,0.0602549832302432,AKT2/BAK1/BCL2L1/CCND1/CDK6/CDKN1A/GADD45A/MAP2K1/RAC2/RELA/STAT1/TGFBR1/RALB/RB1/AKT3/TGFA/PLD2/SMAD3/RPS6KB2/GADD45B/CDK4/ARHGEF6/SMAD4/PIK3R1/RPS6KB1/BAD/EGF/IKBKG/RAC3/NFKB1/PIK3CD/PLD1/CDC42/RAD51/CASP9/TGFB2/MAPK1/SMAD2/BRCA2/CDKN2A/PIK3CA/POLK/E2F2/MAPK10/GADD45G/TGFB3,46
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,46/3916,77/8538,0.5974025974025974,1.3025085231418223,2.454319749682918,0.009724549417081719,0.07624930792939075,0.0602549832302432,AKT2/BAK1/BCL2L1/CCND1/CDK6/CDKN1A/GADD45A/GRB2/MAP2K1/MYC/NFKBIA/PTPN11/RELA/STAT5A/TGFBR1/RB1/HRAS/AKT3/MDM2/MAP2K2/SMAD3/SHC1/SOS2/GADD45B/CDK4/SMAD4/PIK3R1/BAD/IKBKG/NFKB1/CDKN1B/PIK3CD/TGFB2/SHC4/MAPK1/CDKN2A/SOS1/MECOM/PIK3CA/CTBP1/POLK/GAB2/STAT5B/E2F2/GADD45G/TGFB3,46
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,42/3916,70/8538,0.6,1.3081716036772217,2.3829241868435505,0.01190758890861254,0.08624540585827914,0.06815426427854858,AKT2/CDKN1A/ELOB/EPAS1/FLCN/GRB2/HIF1A/JUN/MAP2K1/MET/PAK4/PDGFB/PTPN11/VHL/HRAS/AKT3/TGFA/MAP2K2/TFE3/SOS2/PRCC/PIK3R1/BAD/PAK3/EP300/PAK1/PIK3CD/CDC42/SLC2A1/TGFB2/EGLN3/RAP1B/MAPK1/ARNT2/CUL2/EGLN2/SOS1/PIK3CA/PAK2/TGFB3/PAK5/PAK6,42
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,55/3916,95/8538,0.5789473684210527,1.2622708456534595,2.3660419274851576,0.01193672236926402,0.08624540585827914,0.06815426427854858,CCL20/CSF2/CXCL2/FOSL1/HSP90AA1/HSP90B1/JUN/MAP3K7/MMP1/NFKBIA/RELA/TNF/TRAF4/MAPK11/GSK3B/CXCL8/TAB3/TAB2/FADD/USP25/IL6/TRAF3IP2/CSF3/TRAF2/CEBPB/IKBKG/CCL2/IL17RC/NFKB1/MAPK1/MMP13/MMP9/TNFAIP3/CXCL1/MAPK7/MUC5AC/IL17RB/IL1B/S100A9/MAPK6/FOSB/TRAF6/TRADD/MAPK10/S100A8/TRAF5/LCN2/CXCL10/CCL17/MAPK4/PTGS2/MUC5B/CCL7/MMP3/IL17D,55
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,92/3916,168/8538,0.5476190476190477,1.1939661462133375,2.337097660865185,0.012067114287393783,0.08624540585827914,0.06815426427854858,AKT2/BCL2L1/CCND1/CDKN1A/CSF2/GRB2/IFNGR2/IFNL1/IFNL2/IFNL3/IL4R/IL6R/IL7R/LIF/MYC/PDGFB/PDGFRB/PIM1/PTPN11/SOCS2/SOCS3/STAT1/STAT5A/IL23A/HRAS/AKT3/IL24/STAT2/IL2RG/PIAS1/CCND2/PTPN6/SOS2/IL6/CSF3/MCL1/PIK3R1/IFNAR2/IL31RA/SOCS4/EP300/EGF/JAK2/IFNGR1/PIAS4/IL27RA/IL6ST/IL10RB/PIK3CD/LIFR/PIAS3/IFNLR1/CCND3/EPOR/IL21R/SOCS1/SOS1/PIK3CA/STAT5B/PDGFA/GHR/STAT4/SOCS5/PIAS2/SOCS6/LEPR/CRLF2/IL22RA1/IRF9/CTF1/PRLR/PDGFRA/BCL2/IL12RB1/IFNB1/TSLP/IL12RB2/CNTFR/JAK3/IL7/IL12A/IL12B/IL2RB/IL11/IL20RB/CNTF/IFNE/CISH/CSF2RA/THPO/IL3RA/CSF2RB,92
