ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0060541,respiratory system development,5/180,188/14849,0.026595744680851064,2.194001182033097,1.8250377926245127,0.07883347780660388,0.5255563547537626,0.4915314325657698,COL3A1/SLC7A11/HSD11B1/GLI1/MYOCD,5
BP,GO:0002532,production of molecular mediator involved in inflammatory response,3/180,83/14849,0.03614457831325301,2.981726907630522,2.0054941434036495,0.07978497910335093,0.5255563547537626,0.4915314325657698,IL6/GBP5/CLEC7A,3
BP,GO:0048659,smooth muscle cell proliferation,4/180,134/14849,0.029850746268656716,2.4625207296849085,1.8838411277895508,0.08013953259581828,0.5255563547537626,0.4915314325657698,IL6/CNN1/PTGS2/MYOCD,4
BP,GO:0062207,regulation of pattern recognition receptor signaling pathway,4/180,134/14849,0.029850746268656716,2.4625207296849085,1.8838411277895508,0.08013953259581828,0.5255563547537626,0.4915314325657698,OASL/BIRC3/GBP5/S100A8,4
BP,GO:0009991,response to extracellular stimulus,9/180,432/14849,0.020833333333333332,1.718634259259259,1.6791222606711091,0.08035216685360107,0.5255563547537626,0.4915314325657698,GDF15/KYNU/STC1/SPINK1/PTGS2/MYOCD/SPX/CYP24A1/MAP1LC3C,9
BP,GO:0071320,cellular response to cAMP,2/180,39/14849,0.05128205128205128,4.23048433048433,2.2376512007994944,0.08089251709894389,0.5255563547537626,0.4915314325657698,STC1/HCN4,2
BP,GO:1990573,potassium ion import across plasma membrane,2/180,39/14849,0.05128205128205128,4.23048433048433,2.2376512007994944,0.08089251709894389,0.5255563547537626,0.4915314325657698,KCNJ6/HCN4,2
BP,GO:1901605,alpha-amino acid metabolic process,5/180,190/14849,0.02631578947368421,2.170906432748538,1.7993547624932038,0.08162458759952598,0.5255563547537626,0.4915314325657698,KYNU/SLC7A11/NOX4/GLDC/NDP,5
BP,GO:0002027,regulation of heart rate,3/180,84/14849,0.03571428571428571,2.9462301587301587,1.9814681375328915,0.08203574864264382,0.5255563547537626,0.4915314325657698,SPX/HCN4/ADM2,3
BP,GO:0032755,positive regulation of interleukin-6 production,3/180,84/14849,0.03571428571428571,2.9462301587301587,1.9814681375328915,0.08203574864264382,0.5255563547537626,0.4915314325657698,IL6/MAPK13/CLEC7A,3
BP,GO:0031589,cell-substrate adhesion,7/180,310/14849,0.02258064516129032,1.8627777777777774,1.7005229871528678,0.08358569865525803,0.5255563547537626,0.4915314325657698,COL3A1/COL17A1/SPRY4/LIMS2/ECM2/AJAP1/ANGPT2,7
BP,GO:0072080,nephron tubule development,3/180,85/14849,0.03529411764705882,2.9115686274509804,1.9577954578233017,0.08431377511204109,0.5255563547537626,0.4915314325657698,CD24/KIF26B/WNT6,3
BP,GO:0001774,microglial cell activation,2/180,40/14849,0.05,4.124722222222222,2.192040242234901,0.08449434888582734,0.5255563547537626,0.4915314325657698,IL6/MMP8,2
BP,GO:0032964,collagen biosynthetic process,2/180,40/14849,0.05,4.124722222222222,2.192040242234901,0.08449434888582734,0.5255563547537626,0.4915314325657698,IL6/SERPINB7,2
BP,GO:0044273,sulfur compound catabolic process,2/180,40/14849,0.05,4.124722222222222,2.192040242234901,0.08449434888582734,0.5255563547537626,0.4915314325657698,FMO1/CHAC1,2
BP,GO:0045047,protein targeting to ER,2/180,40/14849,0.05,4.124722222222222,2.192040242234901,0.08449434888582734,0.5255563547537626,0.4915314325657698,RN7SL2/RN7SL1,2
BP,GO:0090279,regulation of calcium ion import,2/180,40/14849,0.05,4.124722222222222,2.192040242234901,0.08449434888582734,0.5255563547537626,0.4915314325657698,STC1/SPINK1,2
BP,GO:0032943,mononuclear cell proliferation,6/180,251/14849,0.02390438247011952,1.9719787516600267,1.7203504672214929,0.08530328261841137,0.5255563547537626,0.4915314325657698,CD24/CD22/IL6/CD180/SH2D2A/HLA-DRB1,6
BP,GO:0033002,muscle cell proliferation,5/180,193/14849,0.025906735751295335,2.137161773172136,1.7614209443721789,0.08590905498966335,0.5255563547537626,0.4915314325657698,IL6/CNN1/GLI1/PTGS2/MYOCD,5
BP,GO:0048705,skeletal system morphogenesis,5/180,193/14849,0.025906735751295335,2.137161773172136,1.7614209443721789,0.08590905498966335,0.5255563547537626,0.4915314325657698,STC1/COL3A1/MMP13/SFRP4/BMP6,5
BP,GO:1990830,cellular response to leukemia inhibitory factor,3/180,86/14849,0.03488372093023256,2.8777131782945737,1.9344662081103914,0.0866187253077901,0.5255563547537626,0.4915314325657698,SPRY4/GLDC/PTP4A3,3
BP,GO:0050808,synapse organization,9/180,439/14849,0.02050113895216401,1.6912300683371297,1.6285191467576345,0.0867120421194712,0.5255563547537626,0.4915314325657698,SLC7A11/DKK1/PCDHB14/SYNDIG1/HMCN2/PCDHB11/LRRC4C/PCDHB10/PCDHGC5,9
BP,GO:0015718,monocarboxylic acid transport,4/180,138/14849,0.028985507246376812,2.3911433172302736,1.8186967762629633,0.08706668582742837,0.5255563547537626,0.4915314325657698,PTGES/SLCO2B1/PTGS2/SPX,4
BP,GO:0010035,response to inorganic substance,9/180,441/14849,0.02040816326530612,1.6835600907029478,1.6142251939686691,0.08858315051348198,0.5255563547537626,0.4915314325657698,IL6/MAPK13/KCNH1/AREG/MMP3/MAOB/S100A8/PTGS2/BMP6,9
BP,GO:0071356,cellular response to tumor necrosis factor,5/180,195/14849,0.02564102564102564,2.115242165242165,1.736514326743599,0.08883007775233584,0.5255563547537626,0.4915314325657698,CXCL8/BIRC3/CCL20/AIM2/MMP8,5
BP,GO:0030509,BMP signaling pathway,4/180,139/14849,0.02877697841726619,2.3739408473221424,1.8027648296646015,0.08884267329028459,0.5255563547537626,0.4915314325657698,DKK1/GDF6/SFRP4/BMP6,4
BP,GO:1905952,regulation of lipid localization,4/180,139/14849,0.02877697841726619,2.3739408473221424,1.8027648296646015,0.08884267329028459,0.5255563547537626,0.4915314325657698,IL6/PTGES/ABCA13/BMP6,4
BP,GO:0002709,regulation of T cell mediated immunity,3/180,87/14849,0.034482758620689655,2.8446360153256705,1.911470884417706,0.08895026224678071,0.5255563547537626,0.4915314325657698,IL6/HLA-DRB1/KLRD1,3
BP,GO:0042542,response to hydrogen peroxide,3/180,88/14849,0.03409090909090909,2.812310606060606,1.888800355046475,0.09130804539763757,0.5255563547537626,0.4915314325657698,IL6/MAPK13/AREG,3
BP,GO:1990823,response to leukemia inhibitory factor,3/180,88/14849,0.03409090909090909,2.812310606060606,1.888800355046475,0.09130804539763757,0.5255563547537626,0.4915314325657698,SPRY4/GLDC/PTP4A3,3
BP,GO:0002269,leukocyte activation involved in inflammatory response,2/180,42/14849,0.047619047619047616,3.928306878306878,2.1051239503416737,0.0918401910728075,0.5255563547537626,0.4915314325657698,IL6/MMP8,2
BP,GO:0006693,prostaglandin metabolic process,2/180,42/14849,0.047619047619047616,3.928306878306878,2.1051239503416737,0.0918401910728075,0.5255563547537626,0.4915314325657698,PTGES/PTGS2,2
BP,GO:0019884,antigen processing and presentation of exogenous antigen,2/180,42/14849,0.047619047619047616,3.928306878306878,2.1051239503416737,0.0918401910728075,0.5255563547537626,0.4915314325657698,HLA-DRB1/HLA-DRB5,2
BP,GO:0042398,cellular modified amino acid biosynthetic process,2/180,42/14849,0.047619047619047616,3.928306878306878,2.1051239503416737,0.0918401910728075,0.5255563547537626,0.4915314325657698,SLC7A11/CHAC1,2
BP,GO:0044331,cell-cell adhesion mediated by cadherin,2/180,42/14849,0.047619047619047616,3.928306878306878,2.1051239503416737,0.0918401910728075,0.5255563547537626,0.4915314325657698,MMP24/BMP6,2
BP,GO:0003012,muscle system process,8/180,381/14849,0.02099737532808399,1.732166812481773,1.6037558548449482,0.09266734943892171,0.5255563547537626,0.4915314325657698,STC1/CNN1/LMOD1/PTGS2/MYOCD/SPX/HCN4/HTR1D,8
BP,GO:0072593,reactive oxygen species metabolic process,5/180,198/14849,0.025252525252525252,2.083193041526375,1.6997098847493792,0.09330775780474439,0.5255563547537626,0.4915314325657698,IER3/MMP3/MAOB/NOX4/CLEC7A,5
BP,GO:0018958,phenol-containing compound metabolic process,3/180,89/14849,0.033707865168539325,2.7807116104868914,1.8664458418911944,0.09369173090576031,0.5255563547537626,0.4915314325657698,SLC7A11/MAOA/MAOB,3
BP,GO:0061326,renal tubule development,3/180,89/14849,0.033707865168539325,2.7807116104868914,1.8664458418911944,0.09369173090576031,0.5255563547537626,0.4915314325657698,CD24/KIF26B/WNT6,3
BP,GO:0050900,leukocyte migration,7/180,319/14849,0.0219435736677116,1.8102229188436085,1.6204552270062549,0.0937505572234284,0.5255563547537626,0.4915314325657698,CXCL8/IL6/CXCL1/CCL20/SAA1/S100A8/PGF,7
BP,GO:0030178,negative regulation of Wnt signaling pathway,4/180,142/14849,0.028169014084507043,2.3237871674491393,1.75578069857413,0.09427492281680462,0.5255563547537626,0.4915314325657698,DKK1/APCDD1/GLI1/SFRP4,4
BP,GO:0032640,tumor necrosis factor production,4/180,142/14849,0.028169014084507043,2.3237871674491393,1.75578069857413,0.09427492281680462,0.5255563547537626,0.4915314325657698,IL6/CLEC7A/MMP8/TNFRSF8,4
BP,GO:0032680,regulation of tumor necrosis factor production,4/180,142/14849,0.028169014084507043,2.3237871674491393,1.75578069857413,0.09427492281680462,0.5255563547537626,0.4915314325657698,IL6/CLEC7A/MMP8/TNFRSF8,4
BP,GO:0044409,symbiont entry into host,4/180,142/14849,0.028169014084507043,2.3237871674491393,1.75578069857413,0.09427492281680462,0.5255563547537626,0.4915314325657698,PTX3/CXCL8/SERPINB3/HLA-DRB1,4
BP,GO:0006584,catecholamine metabolic process,2/180,43/14849,0.046511627906976744,3.8369509043927645,2.0636552802137555,0.09558088238458559,0.5255563547537626,0.4915314325657698,MAOA/MAOB,2
BP,GO:0006636,unsaturated fatty acid biosynthetic process,2/180,43/14849,0.046511627906976744,3.8369509043927645,2.0636552802137555,0.09558088238458559,0.5255563547537626,0.4915314325657698,PTGES/PTGS2,2
BP,GO:0006692,prostanoid metabolic process,2/180,43/14849,0.046511627906976744,3.8369509043927645,2.0636552802137555,0.09558088238458559,0.5255563547537626,0.4915314325657698,PTGES/PTGS2,2
BP,GO:0009712,catechol-containing compound metabolic process,2/180,43/14849,0.046511627906976744,3.8369509043927645,2.0636552802137555,0.09558088238458559,0.5255563547537626,0.4915314325657698,MAOA/MAOB,2
BP,GO:0042088,T-helper 1 type immune response,2/180,43/14849,0.046511627906976744,3.8369509043927645,2.0636552802137555,0.09558088238458559,0.5255563547537626,0.4915314325657698,HLA-DRB1/STAT4,2
BP,GO:0046596,regulation of viral entry into host cell,2/180,43/14849,0.046511627906976744,3.8369509043927645,2.0636552802137555,0.09558088238458559,0.5255563547537626,0.4915314325657698,PTX3/HLA-DRB1,2
BP,GO:0002286,T cell activation involved in immune response,3/180,90/14849,0.03333333333333333,2.7498148148148145,1.8443989028927499,0.09610097181243621,0.5255563547537626,0.4915314325657698,IL6/HLA-DRB1/STAT4,3
BP,GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,3/180,90/14849,0.03333333333333333,2.7498148148148145,1.8443989028927499,0.09610097181243621,0.5255563547537626,0.4915314325657698,GDF6/MYOCD/BMP6,3
BP,GO:0030856,regulation of epithelial cell differentiation,4/180,143/14849,0.027972027972027972,2.3075369075369077,1.7403823571706822,0.09612004280464563,0.5255563547537626,0.4915314325657698,CD24/AJAP1/SFRP4/BMP6,4
BP,GO:0044057,regulation of system process,9/180,451/14849,0.019955654101995565,1.646230598669623,1.5438129577948616,0.09829795338489677,0.5255563547537626,0.4915314325657698,STC1/CNN1/SPINK1/PTGS2/MYOCD/SPX/HCN4/ADM2/BMP6,9
BP,GO:0030522,intracellular receptor signaling pathway,7/180,323/14849,0.021671826625386997,1.7878052975576195,1.5856857225114536,0.0984813691446832,0.5255563547537626,0.4915314325657698,LBH/OASL/BIRC3/GBP5/ZNF536/CYP24A1/ALOXE3,7
BP,GO:0001776,leukocyte homeostasis,3/180,91/14849,0.03296703296703297,2.7195970695970697,1.822651415547979,0.09853541826814562,0.5255563547537626,0.4915314325657698,IL6/SLC7A11/AIM2,3
BP,GO:0019748,secondary metabolic process,2/180,44/14849,0.045454545454545456,3.749747474747475,2.023414798621772,0.09936459586926316,0.5255563547537626,0.4915314325657698,SLC7A11/FMO1,2
BP,GO:0038084,vascular endothelial growth factor signaling pathway,2/180,44/14849,0.045454545454545456,3.749747474747475,2.023414798621772,0.09936459586926316,0.5255563547537626,0.4915314325657698,PTP4A3/PGF,2
BP,GO:0046456,icosanoid biosynthetic process,2/180,44/14849,0.045454545454545456,3.749747474747475,2.023414798621772,0.09936459586926316,0.5255563547537626,0.4915314325657698,PTGES/PTGS2,2
BP,GO:0072599,establishment of protein localization to endoplasmic reticulum,2/180,44/14849,0.045454545454545456,3.749747474747475,2.023414798621772,0.09936459586926316,0.5255563547537626,0.4915314325657698,RN7SL2/RN7SL1,2
BP,GO:0043542,endothelial cell migration,5/180,202/14849,0.024752475247524754,2.041941694169417,1.6516375145380016,0.09945534221954695,0.5255563547537626,0.4915314325657698,STC1/PTGS2/PRSS3/PTP4A3/ANGPT2,5
BP,GO:0001959,regulation of cytokine-mediated signaling pathway,4/180,145/14849,0.027586206896551724,2.2757088122605365,1.7099672289075827,0.09986110656610932,0.5255563547537626,0.4915314325657698,CD24/IL6/IRAK2/MMP8,4
BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,4/180,145/14849,0.027586206896551724,2.2757088122605365,1.7099672289075827,0.09986110656610932,0.5255563547537626,0.4915314325657698,CD24/ACKR3/SPINK1/SAA1,4
BP,GO:0022900,electron transport chain,4/180,145/14849,0.027586206896551724,2.2757088122605365,1.7099672289075827,0.09986110656610932,0.5255563547537626,0.4915314325657698,DHRS2/MAOB/NOX4/GLDC,4
BP,GO:0071772,response to BMP,4/180,145/14849,0.027586206896551724,2.2757088122605365,1.7099672289075827,0.09986110656610932,0.5255563547537626,0.4915314325657698,DKK1/GDF6/SFRP4/BMP6,4
BP,GO:0071773,cellular response to BMP stimulus,4/180,145/14849,0.027586206896551724,2.2757088122605365,1.7099672289075827,0.09986110656610932,0.5255563547537626,0.4915314325657698,DKK1/GDF6/SFRP4/BMP6,4
BP,GO:0170033,L-amino acid metabolic process,4/180,145/14849,0.027586206896551724,2.2757088122605365,1.7099672289075827,0.09986110656610932,0.5255563547537626,0.4915314325657698,KYNU/SLC7A11/GLDC/NDP,4
BP,GO:0031341,regulation of cell killing,3/180,92/14849,0.03260869565217391,2.690036231884058,1.8011955614011617,0.10099471774017707,0.5255563547537626,0.4915314325657698,HLA-DRB1/CLEC7A/KLRD1,3
BP,GO:0045471,response to ethanol,3/180,92/14849,0.03260869565217391,2.690036231884058,1.8011955614011617,0.10099471774017707,0.5255563547537626,0.4915314325657698,SPINK1/MAOB/S100A8,3
BP,GO:1905954,positive regulation of lipid localization,3/180,92/14849,0.03260869565217391,2.690036231884058,1.8011955614011617,0.10099471774017707,0.5255563547537626,0.4915314325657698,PTGES/ABCA13/BMP6,3
BP,GO:0001914,regulation of T cell mediated cytotoxicity,2/180,45/14849,0.044444444444444446,3.66641975308642,1.9843360131284609,0.10318975329435785,0.5255563547537626,0.4915314325657698,HLA-DRB1/KLRD1,2
BP,GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,2/180,45/14849,0.044444444444444446,3.66641975308642,1.9843360131284609,0.10318975329435785,0.5255563547537626,0.4915314325657698,SUSD4/KLRD1,2
BP,GO:0048247,lymphocyte chemotaxis,2/180,45/14849,0.044444444444444446,3.66641975308642,1.9843360131284609,0.10318975329435785,0.5255563547537626,0.4915314325657698,CCL20/SAA1,2
BP,GO:0048286,lung alveolus development,2/180,45/14849,0.044444444444444446,3.66641975308642,1.9843360131284609,0.10318975329435785,0.5255563547537626,0.4915314325657698,SLC7A11/MYOCD,2
BP,GO:0070169,positive regulation of biomineral tissue development,2/180,45/14849,0.044444444444444446,3.66641975308642,1.9843360131284609,0.10318975329435785,0.5255563547537626,0.4915314325657698,BMP6/WNT6,2
BP,GO:1904645,response to amyloid-beta,2/180,45/14849,0.044444444444444446,3.66641975308642,1.9843360131284609,0.10318975329435785,0.5255563547537626,0.4915314325657698,MMP13/MMP3,2
BP,GO:0071706,tumor necrosis factor superfamily cytokine production,4/180,147/14849,0.027210884353741496,2.24474678760393,1.6800470717431208,0.10366909183016455,0.5255563547537626,0.4915314325657698,IL6/CLEC7A/MMP8/TNFRSF8,4
BP,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,4/180,147/14849,0.027210884353741496,2.24474678760393,1.6800470717431208,0.10366909183016455,0.5255563547537626,0.4915314325657698,IL6/CLEC7A/MMP8/TNFRSF8,4
BP,GO:0002703,regulation of leukocyte mediated immunity,5/180,205/14849,0.024390243902439025,2.0120596205962062,1.6163043648115623,0.10419710974905085,0.5255563547537626,0.4915314325657698,IL6/SUSD4/HLA-DRB1/CLEC7A/KLRD1,5
BP,GO:0009636,response to toxic substance,5/180,205/14849,0.024390243902439025,2.0120596205962062,1.6163043648115623,0.10419710974905085,0.5255563547537626,0.4915314325657698,DHRS2/PTGES/SLC7A11/MAOB/PTGS2,5
BP,GO:0002793,positive regulation of peptide secretion,3/180,94/14849,0.031914893617021274,2.632801418439716,1.7591289123957436,0.10598645339322489,0.5255563547537626,0.4915314325657698,SPINK1/S100A8/HLA-DRB1,3
BP,GO:0032526,response to retinoic acid,3/180,94/14849,0.031914893617021274,2.632801418439716,1.7591289123957436,0.10598645339322489,0.5255563547537626,0.4915314325657698,DKK1/BMP6/WNT6,3
BP,GO:0045765,regulation of angiogenesis,6/180,267/14849,0.02247191011235955,1.8538077403245943,1.559470447288917,0.10649261999902743,0.5255563547537626,0.4915314325657698,CXCL8/IL6/COL4A3/ADM2/ANGPT2/PGF,6
BP,GO:0000768,syncytium formation by plasma membrane fusion,2/180,46/14849,0.043478260869565216,3.5867149758454104,1.9463574484558768,0.10705480798239451,0.5255563547537626,0.4915314325657698,GDF15/KCNH1,2
BP,GO:0035987,endodermal cell differentiation,2/180,46/14849,0.043478260869565216,3.5867149758454104,1.9463574484558768,0.10705480798239451,0.5255563547537626,0.4915314325657698,DKK1/MMP8,2
BP,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,2/180,46/14849,0.043478260869565216,3.5867149758454104,1.9463574484558768,0.10705480798239451,0.5255563547537626,0.4915314325657698,IL24/IL6,2
BP,GO:0043114,regulation of vascular permeability,2/180,46/14849,0.043478260869565216,3.5867149758454104,1.9463574484558768,0.10705480798239451,0.5255563547537626,0.4915314325657698,PTP4A3/BMP6,2
BP,GO:0070542,response to fatty acid,2/180,46/14849,0.043478260869565216,3.5867149758454104,1.9463574484558768,0.10705480798239451,0.5255563547537626,0.4915314325657698,PTGS2/GLDC,2
BP,GO:0140253,cell-cell fusion,2/180,46/14849,0.043478260869565216,3.5867149758454104,1.9463574484558768,0.10705480798239451,0.5255563547537626,0.4915314325657698,GDF15/KCNH1,2
BP,GO:1903409,reactive oxygen species biosynthetic process,2/180,46/14849,0.043478260869565216,3.5867149758454104,1.9463574484558768,0.10705480798239451,0.5255563547537626,0.4915314325657698,MAOB/NOX4,2
BP,GO:0006805,xenobiotic metabolic process,3/180,95/14849,0.031578947368421054,2.605087719298246,1.738503873701289,0.10851817288410438,0.5255563547537626,0.4915314325657698,FMO1/SLCO2B1/AADAC,3
BP,GO:0039531,regulation of cytoplasmic pattern recognition receptor signaling pathway,3/180,95/14849,0.031578947368421054,2.605087719298246,1.738503873701289,0.10851817288410438,0.5255563547537626,0.4915314325657698,OASL/BIRC3/GBP5,3
BP,GO:0060840,artery development,3/180,95/14849,0.031578947368421054,2.605087719298246,1.738503873701289,0.10851817288410438,0.5255563547537626,0.4915314325657698,COL3A1/MYOCD/LOXL1,3
BP,GO:0010876,lipid localization,8/180,396/14849,0.020202020202020204,1.6665544332211,1.4892725699653244,0.10920853756348065,0.5255563547537626,0.4915314325657698,IL6/PTGES/SLCO2B1/PTGS2/SPX/ABCA13/BMP6/APOL4,8
BP,GO:0050792,regulation of viral process,4/180,150/14849,0.02666666666666667,2.199851851851852,1.6360604207931915,0.10950425680538593,0.5255563547537626,0.4915314325657698,PTX3/CXCL8/OASL/HLA-DRB1,4
BP,GO:0050678,regulation of epithelial cell proliferation,7/180,332/14849,0.02108433734939759,1.7393406961178044,1.5091944283830525,0.10959872400137542,0.5255563547537626,0.4915314325657698,SPINK1/AREG/GLI1/LIMS2/COL4A3/BMP6/PGF,7
BP,GO:0001649,osteoblast differentiation,5/180,209/14849,0.023923444976076555,1.973551302498671,1.5701148623291665,0.11069115458906913,0.5255563547537626,0.4915314325657698,IL6/AREG/GLI1/CYP24A1/BMP6,5
BP,GO:0002548,monocyte chemotaxis,2/180,47/14849,0.0425531914893617,3.510401891252955,1.9094221672550162,0.11095824428491073,0.5255563547537626,0.4915314325657698,IL6/CCL20,2
BP,GO:0002707,negative regulation of lymphocyte mediated immunity,2/180,47/14849,0.0425531914893617,3.510401891252955,1.9094221672550162,0.11095824428491073,0.5255563547537626,0.4915314325657698,SUSD4/KLRD1,2
BP,GO:0032330,regulation of chondrocyte differentiation,2/180,47/14849,0.0425531914893617,3.510401891252955,1.9094221672550162,0.11095824428491073,0.5255563547537626,0.4915314325657698,GDF6/BMP6,2
BP,GO:0002698,negative regulation of immune effector process,3/180,96/14849,0.03125,2.5779513888888888,1.7181419553672526,0.11107331238829024,0.5255563547537626,0.4915314325657698,CD22/SUSD4/KLRD1,3
BP,GO:0010951,negative regulation of endopeptidase activity,3/180,96/14849,0.03125,2.5779513888888888,1.7181419553672526,0.11107331238829024,0.5255563547537626,0.4915314325657698,SERPINB2/SERPINB3/SERPINB7,3
BP,GO:0035710,"CD4-positive, alpha-beta T cell activation",3/180,96/14849,0.03125,2.5779513888888888,1.7181419553672526,0.11107331238829024,0.5255563547537626,0.4915314325657698,IL6/HLA-DRB1/STAT4,3
BP,GO:0008217,regulation of blood pressure,4/180,151/14849,0.026490066225165563,2.185283296541575,1.6216289689229384,0.11148162145379979,0.5255563547537626,0.4915314325657698,IER3/PTGS2/SPX/ADM2,4
BP,GO:0045766,positive regulation of angiogenesis,4/180,151/14849,0.026490066225165563,2.185283296541575,1.6216289689229384,0.11148162145379979,0.5255563547537626,0.4915314325657698,CXCL8/ADM2/ANGPT2/PGF,4
BP,GO:0050673,epithelial cell proliferation,8/180,398/14849,0.020100502512562814,1.658179787828029,1.474372101868575,0.11152992679964595,0.5255563547537626,0.4915314325657698,IL6/SPINK1/AREG/GLI1/LIMS2/COL4A3/BMP6/PGF,8
BP,GO:0062197,cellular response to chemical stress,6/180,271/14849,0.02214022140221402,1.8264452644526443,1.5209668399516265,0.112182119955193,0.5255563547537626,0.4915314325657698,DHRS2/IL6/SLC7A11/MAPK13/MMP3/PTGS2,6
BP,GO:0071466,cellular response to xenobiotic stimulus,4/180,152/14849,0.02631578947368421,2.170906432748538,1.6073098882977546,0.11347491007142042,0.5255563547537626,0.4915314325657698,FMO1/SLCO2B1/AADAC/AIM2,4
BP,GO:0033135,regulation of peptidyl-serine phosphorylation,3/180,97/14849,0.030927835051546393,2.5513745704467357,1.6980366564130922,0.11365150888034822,0.5255563547537626,0.4915314325657698,IL6/DKK1/PTGS2,3
BP,GO:0045834,positive regulation of lipid metabolic process,3/180,97/14849,0.030927835051546393,2.5513745704467357,1.6980366564130922,0.11365150888034822,0.5255563547537626,0.4915314325657698,AADAC/PTGS2/BMP6,3
BP,GO:0000101,sulfur amino acid transport,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,SLC7A11,1
BP,GO:0001547,antral ovarian follicle growth,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,PTX3,1
BP,GO:0002638,negative regulation of immunoglobulin production,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,CD22,1
BP,GO:0002732,positive regulation of dendritic cell cytokine production,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,CLEC7A,1
BP,GO:0003163,sinoatrial node development,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,HCN4,1
BP,GO:0006534,cysteine metabolic process,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,SLC7A11,1
BP,GO:0006705,mineralocorticoid biosynthetic process,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,BMP6,1
BP,GO:0006995,cellular response to nitrogen starvation,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,MAP1LC3C,1
BP,GO:0008063,Toll signaling pathway,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,IRAK2,1
BP,GO:0010459,negative regulation of heart rate,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,SPX,1
BP,GO:0010642,negative regulation of platelet-derived growth factor receptor signaling pathway,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,MYOCD,1
BP,GO:0031915,positive regulation of synaptic plasticity,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,PTGS2,1
BP,GO:0032095,regulation of response to food,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,SPX,1
BP,GO:0032341,aldosterone metabolic process,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,BMP6,1
BP,GO:0032494,response to peptidoglycan,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,IL6,1
BP,GO:0032621,interleukin-18 production,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,GBP5,1
BP,GO:0032661,regulation of interleukin-18 production,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,GBP5,1
BP,GO:0035589,G protein-coupled purinergic nucleotide receptor signaling pathway,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,GPR87,1
BP,GO:0035821,modulation of process of another organism,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,CLEC7A,1
BP,GO:0040015,negative regulation of multicellular organism growth,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,GDF15,1
BP,GO:0042167,heme catabolic process,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,SLCO2B1,1
BP,GO:0042487,regulation of odontogenesis of dentin-containing tooth,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,APCDD1,1
BP,GO:0043380,regulation of memory T cell differentiation,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,HLA-DRB1,1
BP,GO:0043562,cellular response to nitrogen levels,1/180,10/14849,0.1,8.249444444444444,2.5402261723186,0.11485003532542704,0.5255563547537626,0.4915314325657698,MAP1LC3C,1
