category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signal transduction,hsa04151,PI3K-Akt signaling pathway,197/4046,362/8538,0.5441988950276243,1.148386101271838,2.7379327348247977,0.0036535917871259958,0.048264695861180096,0.03887682595683157,IL6R/PDGFB/ATF4/LAMC2/HSP90B1/F2R/MAP2K1/ITGA5/RELA/MET/COL4A1/EIF4E2/GNB2/FGFR1/IL7R/DDIT4/CDKN1A/TNC/THBS1/ITGA1/MYC/MDM2/EFNA1/CREB3L2/CREB3/LAMC1/IL4R/AKT3/LAMB1/PPP2R5B/GNG5/LAMA4/AKT2/EPHA2/GRB2/BCL2L1/YWHAG/CSF1/GNB1/HSP90AA1/LAMA5/GSK3B/ITGB5/ITGB1/CCND1/CDK6/HRAS/MCL1/ITGB3/MAP2K2/CDK4/CCND2/IL2RG/CCNE1/PKN1/GNG12/LAMB3/PDGFRB/GNB4/TGFA/RPS6KB2/PDGFC/SOS2/ITGB4/ATF2/MLST8/PIK3R1/IFNAR2/PRKAA1/COL4A5/PPP2R2A/BRCA1/PPP2R3A/COL6A3/JAK2/RHEB/PKN2/RPS6KB1/NFKB1/SYK/MAPK1/PRKAA2/IKBKG/EIF4EBP1/PKN3/BAD/CDKN1B/COL9A3/MAGI1/CDK2/EREG/TSC1/CCND3/GNB5/PIK3CD/EPOR/CRTC2/PRKCA/IL6/PCK2/SOS1/CASP9/KITLG/PPP2R5C/PIK3CA/COL6A2/NR4A1/IGF2/PGF/BCL2L11/LPAR2/PDGFA/ERBB3/PPP2R2C/AREG/ANGPT1/CREB1/LPAR1/CREB5/MTOR/TLR2/EFNA4/FGF1/PHLPP2/PPP2R5E/ITGA4/ITGA7/COL4A6/SPP1/GNG7/PPP2R2B/BCL2/CREB3L4/KIT/CREB3L1/FGF18/INSR/SGK3/FN1/THBS2/CSF3/EFNA3/PIK3AP1/TLR4/EGF/PIK3CG/PDGFRA/BDNF/NTRK2/GHR/THBS4/FGF10/GDNF/GNG4/IL7/RELN/KDR/JAK3/GNG2/EFNA2/PRLR/LPAR4/IFNB1/ITGA11/COL4A3/COL9A2/IL2RB/FGFR2/FGF7/FLT4/NTF3/CCNE2/ANGPT2/TEK/COL6A5/TCL1A/LAMA2/GNG8/ARTN/GNB3/PIK3R6/CHRM1/FGF9/GNGT2/FLT3/ERBB4/VEGFD/FGF21/COL6A6/ITGB7/IBSP/VTN/NRTN/TNR/ITGB6/GNG3/IL3RA,197
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,66/4046,109/8538,0.6055045871559633,1.277755354705293,2.7697040650624287,0.0037303261173427128,0.048264695861180096,0.03887682595683157,HLA-DPA1/STAT1/IFNGR2/IL6R/JUN/RELA/TGFBR1/IL1RAP/NFKBIE/STAT5A/IL4R/SMAD3/NFKBIB/HSP90AA1/EBI3/HIF1A/NFKBIA/MAPK11/IL2RG/AHR/IL23A/IFNGR1/HLA-DMA/IL6ST/SMAD4/NFATC1/JAK2/NFKB1/MAPK1/SMAD2/RORA/IKBKG/IL1R1/IL27RA/IL6/NFATC3/PPP3CA/HLA-DMB/STAT5B/PPP3R1/CD4/MAPK14/MTOR/IL1B/HLA-DPB1/HLA-DRA/RORC/GATA3/HLA-DOA/HLA-DRB1/IL12RB1/PRKCQ/JAK3/MAPK10/HLA-DRB5/NFATC2/IL2RB/LCK/HLA-DOB/CD3D/IL21R/HLA-DQB1/HLA-DQA2/TBX21/IRF4/RXRG,66
Human Diseases,Cancer: overview,hsa05205,Proteoglycans in cancer,116/4046,204/8538,0.5686274509803921,1.199936029775232,2.74299556647637,0.003777237067396703,0.048264695861180096,0.03887682595683157,PPP1CA/MMP2/PPP1CB/MAP2K1/PLAUR/CTSL/ITGA5/PXN/CAV2/MET/DDX5/FGFR1/SDC4/DROSHA/ITPR3/ELK1/CDKN1A/CD44/ACTG1/ARHGEF12/THBS1/MYC/MDM2/WNT7B/PTPN11/AKT3/PLAU/AKT2/ITPR1/ROCK1/CD63/EZR/GRB2/ITGB5/ITGB1/IQGAP1/CCND1/FLNA/HIF1A/HRAS/ITGB3/MAP2K2/MAPK11/PDCD4/SLC9A1/RRAS2/CAMK2D/PLCE1/SDC2/RPS6KB2/RRAS/SOS2/PPP1R12A/FRS2/PPP1CC/WNT4/ANK1/TIMP3/SHH/TIAM1/ANK2/FAS/PIK3R1/RPS6KB1/MAPK1/FZD6/SMAD2/PAK1/PTPN6/RDX/TGFB2/PIK3CD/MMP9/PRKCA/SOS1/PPP1R12B/PIK3CA/TNF/FZD2/IGF2/FZD4/HBEGF/ERBB3/MAPK14/MRAS/MTOR/FZD1/TLR2/NUDT16L1/WNT5B/WNT9A/PRKCB/FN1/LUM/FZD3/HSPB2/TLR4/WNT2B/VAV3/TWIST1/WNT11/ANK3/ESR1/PRKCG/KDR/HPSE2/HOXD10/GPC3/IL12B/WNT8B/ERBB4/FZD9/SMO/DCN/WNT1/VTN,116
Metabolism,Nucleotide metabolism,hsa00240,Pyrimidine metabolism,38/4046,58/8538,0.6551724137931034,1.382566008147681,2.774394125027293,0.004003875367180851,0.049333464345621206,0.039737710411118225,UPP1/NT5E/DCTPP1/NME2/NME1/TYMP/ENTPD6/RRM2B/NME3/CTPS1/ENTPD4/UCK2/NUDT2/NT5C3B/DTYMK/CANT1/HDDC2/ENTPD1/RRM1/TK1/UCKL1/RRM2/UMPS/NME6/CMPK2/CDA/NME1-NME2/ENTPD5/AK9/ENTPD8/CTPS2/UPB1/ENTPD3/DPYS/ASMTL/ENPP3/NT5M/NT5C1A,38
Cellular Processes,Cellular community - eukaryotes,hsa04510,Focal adhesion,115/4046,203/8538,0.5665024630541872,1.1954518115562656,2.6747341526574586,0.004622888352091928,0.05499643039557638,0.0442991842087938,MYL12A/PDGFB/PPP1CA/RAC2/SHC1/PPP1CB/LAMC2/MAP2K1/ITGA5/JUN/PXN/CAV2/MET/COL4A1/DOCK1/ELK1/MYLK/TNC/ACTG1/THBS1/ITGA1/ILK/LAMC1/AKT3/LAMB1/FLNB/LAMA4/AKT2/CAPN2/ACTN4/ROCK1/GRB2/BIRC3/LAMA5/GSK3B/ITGB5/PAK4/ITGB1/CCND1/FLNA/HRAS/EMP1/ITGB3/ARHGAP35/CCND2/LAMB3/PDGFRB/ARHGAP5/MYL12B/PDGFC/SOS2/PPP1R12A/ITGB4/PPP1CC/PIK3R1/COL4A5/COL6A3/RAC3/MAPK1/ZYX/VASP/PAK1/BAD/COL9A3/RAP1B/CCND3/PIK3CD/MYL9/PARVA/PRKCA/PAK2/SOS1/PPP1R12B/PIK3CA/COL6A2/PGF/PDGFA/TLN2/RASGRF1/ITGA4/ITGA7/COL4A6/SPP1/PRKCB/BCL2/SHC4/FN1/THBS2/PAK3/EGF/VAV3/PDGFRA/THBS4/PRKCG/RELN/KDR/PIP5K1B/MAPK10/ITGA11/COL4A3/MYLK4/PAK6/COL9A2/PAK5/FLT4/COL6A5/LAMA2/VEGFD/COL6A6/ITGB7/IBSP/VTN/TNR/MYLK3/ITGB6,115
Environmental Information Processing,Signal transduction,hsa04350,TGF-beta signaling pathway,65/4046,108/8538,0.6018518518518519,1.2700472345801066,2.6803007680464117,0.0048660872613059,0.055960003505017855,0.045075334631044135,NEO1/TGFBR1/TFRC/THBS1/MYC/NBL1/EMP3/SMAD3/ROCK1/BMP6/TGIF1/BMPR2/ZFYVE16/SMURF1/RPS6KB2/EP300/SMAD4/SMAD5/ID1/RPS6KB1/MAPK1/TFDP1/SMAD2/NCOR1/LTBP1/RGMB/SMAD1/TGFB2/SMAD7/SIN3A/TNF/HDAC2/BMPR1A/SMAD9/NRROS/RBL1/SMAD6/BMP4/LRRC32/FST/ACVR2B/CDKN2B/CUL1/ID2/TGFB3/BMPR1B/INHBB/IGSF1/AMHR2/ID4/BMP8A/GREM1/ACVR2A/ACVR1C/TFR2/GDF6/AMH/GREM2/PITX2/BMP7/INHBA/CHRD/RGMA/TF/DCN,65
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,95/4046,166/8538,0.572289156626506,1.2076630794061067,2.564155920649563,0.00647334886777438,0.07204210836716649,0.05802934129346135,PPP1CA/ATF4/PPP1CB/MAP2K1/GTF2I/ITPR3/MYLK/PDE5A/CREB3L2/CREB3/AKT3/ATP2B1/VDAC2/AKT2/ITPR1/ROCK1/CALM2/GATA4/PPIF/MAP2K2/SLC25A5/GNAQ/ATP2A3/PPP1R12A/GNA13/ATF2/PPP1CC/NFATC1/PLCB4/MAPK1/NFATC4/VASP/ADRB2/BAD/ATP2B4/MEF2D/MYL9/KCNMA1/SRF/MEF2A/PDE3B/NFATC3/PPP3CA/BDKRB2/ADRB1/MEF2C/PPP3R1/GNA12/IRS2/CREB1/CREB5/ADCY1/ADCY2/PRKCE/PRKG1/KCNMB1/KCNMB4/GUCY1A2/ADORA1/CREB3L4/CACNA1C/CREB3L1/INSR/ADRA1B/NPR1/NPR2/PDE3A/EDNRA/GUCY1B1/PIK3CG/ATP1A2/KCNJ8/EDNRB/SLC8A3/ATP2B2/OPRD1/PLN/SLC8A1/ADRA2C/ATP2A1/KCNMB2/ATP1B2/NFATC2/GUCY1A1/MYLK4/SLC8A2/NPPA/PRKG2/PIK3R6/KCNMB3/PDE2A/TRPC6/NPPC/ADCY8/MYLK3,95
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,90/4046,157/8538,0.5732484076433121,1.2096873219126543,2.5166324084134333,0.00743373469788278,0.07714063361293291,0.06213616254405581,PPP1CA/PPP1CB/SQSTM1/MAP2K1/RELA/RAD50/TGFBR1/ITPR3/GADD45A/CDKN1A/MYC/MDM2/SERPINE1/AKT3/VDAC2/CXCL8/SMAD3/AKT2/ITPR1/CAPN2/RB1/HLA-E/CALM2/CCND1/ATM/CDK6/HRAS/GATA4/MAP2K2/SLC25A5/CDK4/CCNB1/CCND2/MAPK11/TRPM7/CCNE1/RRAS2/HLA-B/RRAS/GADD45B/CDC25A/PPP1CC/TRAF3IP2/NFATC1/RAD9A/PIK3R1/RHEB/NFKB1/HIPK2/MAPK1/NFATC4/SMAD2/EIF4EBP1/HLA-F/CDK2/NBN/HIPK1/TGFB2/MYBL2/TSC1/CCND3/CCNA2/PIK3CD/IL6/PIK3CA/CCNB2/NFATC3/PPP3CA/RBL1/PPP3R1/MAPK14/MRAS/HUS1/MRE11/MTOR/LIN54/E2F2/CDKN2B/CCNA1/TGFB3/IL1A/GADD45G/TRPV4/CDKN2A/FOXO1/MAP2K6/CCNB3/NFATC2/CCNE2/KIR2DL4,90
Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,53/4046,87/8538,0.6091954022988506,1.2855438321373174,2.540528464935967,0.007446416245189859,0.07714063361293291,0.06213616254405581,RALB/RAC2/MAP2K1/JUN/TGFBR1/GADD45A/BAK1/CDKN1A/MYC/AKT3/SMAD3/AKT2/APC/GRB2/GSK3B/CCND1/HRAS/MAP2K2/APPL1/TGFA/RPS6KB2/GADD45B/SOS2/SMAD4/PIK3R1/RPS6KB1/RAC3/MAPK1/SMAD2/BAD/EREG/TCF7/TGFB2/PIK3CD/BBC3/SOS1/CASP9/PIK3CA/POLK/AXIN1/BCL2L11/MSH3/MLH1/LEF1/AREG/MTOR/APC2/TGFB3/BCL2/EGF/GADD45G/MAPK10/DCC,53
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,180/4046,333/8538,0.5405405405405406,1.1406661233650852,2.4849522565615714,0.007602265341564404,0.07714063361293291,0.06213616254405581,STAT1/CHD4/LAMC2/HES1/MAP2K1/ITGA5/DLG1/OASL/RELA/PXN/IRF1/COL4A1/MX1/BAK1/CDKN1A/ISG15/TNC/THBS1/ITGA1/BCAP31/MDM2/WNT7B/TCIRG1/CREB3L2/CREB3/LAMC1/ATP6V0B/AKT3/LAMB1/PPP2R5B/ATP6V0E1/LAMA4/AKT2/RB1/HLA-E/ATP6AP1/NOTCH2/APC/TERT/GRB2/DVL1/STAT2/PRKCZ/LAMA5/ATP6V1A/GSK3B/JAG1/ITGB5/ITGB1/CCND1/ATM/CDK6/MX2/HRAS/ITGB3/MAP2K2/RBPJ/CDK4/CCND2/IRF3/CCNE1/FADD/LAMB3/PDGFRB/HLA-B/RPS6KB2/TADA3/SOS2/EP300/ITGB4/TICAM1/MAML2/HES4/WNT4/HES2/FAS/PIK3R1/IFNAR2/COL4A5/PPP2R2A/ATP6V0C/PPP2R3A/COL6A3/RHEB/RPS6KB1/ATP6V1F/NFKB1/UBE3A/MAPK1/FZD6/EIF2AK2/IKBKG/EIF4EBP1/HLA-F/BAD/CDKN1B/COL9A3/MAGI1/CDK2/TCF7/TSC1/CCND3/MAML1/CCNA2/PIK3CD/LLGL2/SOS1/PPP2R5C/PIK3CA/COL6A2/TNF/PARD6B/HDAC2/FZD2/AXIN1/NFX1/RBL1/FZD4/ATP6V0E2/RFNG/PPP2R2C/HES6/HES7/CREB1/PRKCI/CREB5/MTOR/FZD1/IRF9/PARD6A/NOTCH3/TBP/PARD3/WNT5B/PPP2R5E/APC2/ITGA4/ITGA7/TLR3/CCNA1/WNT9A/COL4A6/SPP1/PPP2R2B/CREB3L4/CREB3L1/TRADD/FN1/THBS2/FZD3/EGF/WNT2B/HEYL/DLG3/WNT11/THBS4/FOXO1/PTGS2/RELN/IFNB1/ITGA11/ATP6V0A4/COL4A3/COL9A2/ATP6V1C2/CCNE2/COL6A5/HEY2/LAMA2/CRB3/NOTCH4/WNT8B/FZD9/COL6A6/ITGB7/WNT1/IBSP/VTN/TNR/ITGB6,180
Human Diseases,Substance dependence,hsa05032,Morphine addiction,55/4046,91/8538,0.6043956043956044,1.2754151434329388,2.506703520926675,0.008130080359109549,0.08013936353979413,0.06455161548285478,ARRB1/GNB2/GNG5/GNB1/GRK6/GNG12/GNB4/PDE8A/ARRB2/GRK2/GABBR1/GABRA3/GNB5/PDE7A/PRKCA/GRK5/PDE3B/CACNA1A/PDE10A/ADCY1/ADCY2/GRK3/ADORA1/PDE4A/GNG7/PRKCB/GABRB3/PDE1C/GABRE/PDE1B/PDE3A/GABRR2/GABRA5/GABRQ/PDE11A/GABRG3/GNG4/PRKCG/GABBR2/GNG2/PDE7B/GABRD/PDE1A/PDE8B/GABRG1/KCNJ6/GNG8/GABRG2/GNB3/PDE2A/GNGT2/ADCY8/GNG3/CACNA1B/KCNJ5,55
Human Diseases,Cancer: specific types,hsa05222,Small cell lung cancer,56/4046,93/8538,0.6021505376344086,1.2706775309744391,2.4908040304996373,0.008469386201899088,0.08082674033893064,0.06510529198925306,LAMC2/RELA/COL4A1/GADD45A/BAK1/CDKN1A/MYC/LAMC1/AKT3/LAMB1/LAMA4/AKT2/RB1/BCL2L1/BIRC3/LAMA5/ITGB1/TRAF1/CKS1B/CCND1/CDK6/NFKBIA/TRAF4/CDK4/CCNE1/LAMB3/GADD45B/PIK3R1/SKP2/COL4A5/NFKB1/TRAF2/BIRC7/IKBKG/CDKN1B/CDK2/PIK3CD/CASP9/PIK3CA/POLK/APAF1/TRAF6/E2F2/TRAF5/CDKN2B/COL4A6/BCL2/FN1/RARB/GADD45G/PTGS2/FHIT/COL4A3/CCNE2/LAMA2/RXRG,56
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,138/4046,251/8538,0.549800796812749,1.1602074155183515,2.444930463632512,0.008668375050841837,0.08082674033893064,0.06510529198925306,MYL12A/KPNA1/HSP90B1/MAP2K1/ARPC4/IL18/JUN/RELA/TUBA1A/SNX9/DYNLL1/ARPC1A/TXN/EXOC5/RHOB/BAK1/ACTG1/GCC2/DYNLRB1/ARPC1B/MYC/TUBB/IRAK1/AKT3/CXCL8/AKT2/PIK3C3/CYTH4/TUBB2B/RPS3/RHOG/BIRC3/HSP90AA1/MAP3K7/PIK3C2A/S100A10/FLNA/HRAS/ARF1/TUBB2A/NFKBIA/ACTR1A/TAB2/TNFRSF10A/CYTH1/MAP2K2/DCTN2/RILP/KIF5B/AHNAK2/DYNLT1/MAPK11/CASP1/PFN1/DYNC1LI2/TAB3/PKN1/FADD/CYFIP2/ARL8A/DCTN3/KLC2/RRAS/MYL12B/DYNC1I2/FYCO1/MYD88/DYNC1H1/TNFSF10/VPS18/PYCARD/PFN2/NFKB1/MAPK1/DYNC1LI1/TRAF2/PAK1/DCTN4/IKBKG/SNX33/CSE1L/TCF7/KPNA3/PIK3CD/MYL9/VPS41/IL6/WASF3/TLR6/PIK3CA/TNF/PLEKHM1/STX10/LEF1/EXOC2/MAPK14/SNX18/DCTN6/ACBD3/IL1B/WASL/TIRAP/TLR2/TUBA4A/TRAF6/MAP2K4/DYNC2H1/ARHGEF26/PIK3C2B/BCL2/TRADD/NAIP/RHOJ/DYNC2LI1/PAK3/RAB7B/TLR4/ELMO1/PIK3CG/LY96/TUBA3C/MAP2K6/MAPK10/KIF5A/ACTR3B/ACTR3C/KIF5C/TUBA3E/DYNC1I1/KLC3/TLR5/PFN4/RAB9B/TUBB1/PTPRC/DYNLRB2/RHOH/NLRC4,138
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,66/4046,112/8538,0.5892857142857143,1.2435297648471153,2.462045300455743,0.008956535481510635,0.08131591424003078,0.06549931764872045,HLA-DPA1/STAT1/IFNGR2/LAMC2/RELA/LAMC1/IRAK1/AKT3/LAMB1/LAMA4/AKT2/NFKBIB/BCL2L1/BIRC3/HSPA1B/MAP3K7/LAMA5/ITGB1/HSPA1A/LDLR/NFKBIA/PPIF/TAB2/MAPK11/LAMB3/IFNGR1/HLA-DMA/MYD88/JAK2/NFKB1/MAPK1/BIRC7/IL10RB/IKBKG/BAD/TGFB2/HSPA6/CASP9/SOCS1/TNF/CIITA/HLA-DMB/MAPK14/TLR2/HLA-DPB1/TRAF6/HLA-DRA/TGFB3/BCL2/TLR4/PIK3CG/LY96/HLA-DOA/HLA-DRB1/MAP2K6/IL12A/MAPK10/HLA-DRB5/LAMA2/HLA-DOB/HSPA1L/IL12B/PIK3R6/HLA-DQB1/HLA-DQA2/CCR5,66
Environmental Information Processing,Signal transduction,hsa04012,ErbB signaling pathway,52/4046,86/8538,0.6046511627906976,1.275954431020014,2.440914456389155,0.009793685427373971,0.0844705368111005,0.06804034086386128,NRG1/SHC1/MAP2K1/JUN/ELK1/CDKN1A/STAT5A/MYC/AKT3/AKT2/GRB2/GSK3B/PAK4/HRAS/MAP2K2/CAMK2D/TGFA/RPS6KB2/SOS2/PIK3R1/RPS6KB1/MAPK1/PAK1/EIF4EBP1/BAD/CDKN1B/EREG/PIK3CD/PRKCA/PAK2/SOS1/PIK3CA/HBEGF/ERBB3/STAT5B/NRG2/AREG/MTOR/CBLB/MAP2K4/PRKCB/SHC4/PAK3/NRG4/EGF/NRG3/PRKCG/MAPK10/BTC/PAK6/PAK5/ERBB4,52
Human Diseases,Cardiovascular disease,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,52/4046,86/8538,0.6046511627906976,1.275954431020014,2.440914456389155,0.009793685427373971,0.0844705368111005,0.06804034086386128,JUP/ITGA5/EMD/ACTG1/ITGA1/DSG2/LMNA/CACNG6/ITGB5/ITGB1/DSP/ITGB3/ATP2A3/ITGB4/SNTB2/CACNA2D1/DSC2/TCF7/DMD/SGCB/CDH2/CACNB4/LEF1/PKP2/CACNG7/SSPN/SGCE/ITGA4/ITGA7/CACNG4/CACNA1C/SNTB1/ACTN2/CACNA2D4/CACNB2/RYR2/SLC8A3/DTNA/SGCZ/SLC8A1/ATP2A1/ITGA11/SGCD/SGCG/SLC8A2/LAMA2/CTNNA2/SGCA/ITGB7/NOS1/ITGB6/DES,52
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,95/4046,168/8538,0.5654761904761905,1.1932861379846056,2.4012552455745784,0.010103068411848359,0.08501362444116302,0.06847779360020455,STAT1/IFNGR2/IL6R/PDGFB/LIF/IL7R/CDKN1A/STAT5A/MYC/IL4R/PTPN11/AKT3/AKT2/GRB2/BCL2L1/STAT2/SOCS2/PIM1/SOCS3/CCND1/HRAS/MCL1/CCND2/CSF2/IL2RG/IL23A/PIAS1/PDGFRB/IFNGR1/IL6ST/SOS2/EP300/PIK3R1/IFNAR2/IL31RA/JAK2/SOCS4/IL10RB/PTPN6/PIAS4/LIFR/IL27RA/PIAS3/CCND3/IL24/PIK3CD/EPOR/IL6/SOS1/SOCS1/PIK3CA/PDGFA/STAT5B/PIAS2/SOCS5/LEPR/SOCS6/IFNL1/MTOR/IRF9/IL22RA1/IFNL3/IFNL2/BCL2/CRLF2/CSF3/EGF/IFNLR1/PDGFRA/CTF1/IL12RB1/TSLP/GHR/IL7/STAT4/JAK3/IL12A/IL11RA/PRLR/IFNB1/IL2RB/IL12RB2/IL11/CNTFR/IL20RB/CSF2RA/IL12B/IL21R/IFNE/CISH/IL5RA/CNTF/IL22RA2/THPO/IL3RA,95
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,102/4046,182/8538,0.5604395604395604,1.182657678455998,2.3638511073226893,0.011071311681374204,0.09094291738271666,0.07325379157600978,HLA-DPA1/STAT1/IFNGR2/TAP1/PPP1CA/PPP1CB/ITGA5/RELA/CGAS/BAK1/OAS2/BID/CD74/CCL5/IRAK1/PTPN11/OAS1/TAPBP/AKT3/AKT2/ZC3HAV1/HLA-E/EIF2AK4/BST2/BCL2L1/STAT2/BIRC3/MAP3K7/SOCS3/NFKBIA/TAB2/ITGB3/NECTIN2/EIF2B1/IRF3/FADD/SRSF5/POU2F1/IFNGR1/HLA-B/HLA-DMA/DAXX/MYD88/TICAM1/PPP1CC/FAS/PIK3R1/IFNAR2/CCL2/JAK2/RHEB/NFKB1/SYK/HCFC2/TRAF2/EIF2AK2/NXF3/IKBKG/EIF4EBP1/EIF2B5/HLA-F/BAD/STING1/TSC1/PIK3CD/IL6/CASP9/PIK3CA/EIF2B4/TNF/HLA-DMB/PML/TNFRSF14/RNASEL/MTOR/IRF9/IL1B/APAF1/TLR2/ALYREF/HLA-DPB1/TRAF6/TRAF5/IRF7/NECTIN1/HLA-DRA/TLR3/BCL2/TRADD/LTA/HLA-DOA/HLA-DRB1/C5/NXF2/IL12A/HLA-DRB5/IFNB1/HLA-DOB/IL12B/HLA-DQB1/HLA-DQA2/POU2F3,102
Environmental Information Processing,Signal transduction,hsa04371,Apelin signaling pathway,80/4046,140/8538,0.5714285714285714,1.205847044700233,2.3305929325289614,0.012390083183453556,0.09940880693701108,0.08007299780738653,MAP2K1/PLAT/GNB2/TGFBR1/ITPR3/MYLK/SERPINE1/AKT3/GNG5/SMAD3/AKT2/ITPR1/PIK3C3/CALM2/GNB1/JAG1/CCND1/HRAS/MAP2K2/GNAQ/SPHK1/SLC9A1/GNG12/RRAS2/PRKAB1/EGR1/GNB4/RPS6KB2/RRAS/GNA13/SMAD4/PLCB4/PRKAA1/RPS6KB1/MAPK1/SMAD2/PRKAA2/MAP1LC3A/ACTA2/MEF2D/PIK3R4/GNB5/MEF2A/PDE3B/MEF2C/MRAS/ADCY1/MTOR/ADCY2/PRKCE/RYR3/NOTCH3/NRF1/SPP1/GNG7/PPARGC1A/HDAC4/RYR2/KLF2/PIK3CG/SLC8A3/GNG4/SLC8A1/GNG2/MYLK4/APLN/RYR1/SLC8A2/GNG8/GNB3/PIK3R6/GNGT2/CDH1/ADCY10/MAP1LC3C/NOS1/MYL4/ADCY8/MYLK3/GNG3,80
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,197/4046,371/8538,0.5309973045822103,1.1205276783299336,2.2526212369137144,0.013971314182665522,0.10954780438680921,0.08823987904841384,PSMB4/UQCRFS1/COX7A2/TNFRSF1B/NRG1/ATF4/ATG101/SQSTM1/PSMB3/NDUFA1/ANXA11/PSMB6/TUBA1A/NUP205/COX7A2L/NCBP1/ITPR3/NDUFV1/SDHC/VCP/PSMA7/NDUFS5/PSMA2/ACTG1/NDUFA4/SETX/BID/TUBB/UQCRC1/PSMB1/PSMB7/PSMB2/ULK1/NDUFB11/RANBP2/ATP5MC1/HNRNPA1/PSMD13/PIK3C3/ATP5F1B/PSMD8/TUBB2B/PSMD4/NDUFV2/BCL2L1/ADRM1/PSMC4/PSMD2/TUBB2A/NDUFB8/RB1CC1/TPR/XBP1/ACTR1A/NUP153/GPX1/DCTN2/KIF5B/UBQLN4/COX6B1/NDUFA10/FUS/UQCRH/MAPK11/NUP50/PSMA6/CASP1/PFN1/DDIT3/PSMB5/COX5A/SPG11/ATG2B/COX5B/SOD1/RAE1/DCTN3/ATP5MC3/PSMD3/KLC2/NDUFA2/COX8A/DAXX/ATP5PD/NXT1/PSMD1/NDUFS8/NDUFA3/ATG2A/CYC1/GRIN2D/NDUFA11/NDUFA6/PFN2/RAB39B/NUP155/ATP5PB/NDUFC2/PSMD11/NUP58/NDUFB4/ATF6/TRAF2/COX7B/NUP160/DCTN4/SEC13/NUP107/NXF3/NUP88/TARDBP/VAPB/NDUFB10/NDUFS4/NDC1/MAP1LC3A/ATP5MC2/NDUFB3/BAD/NUP62/PSMD14/NUP133/MAP3K5/NDUFS6/PIK3R4/COX6C/UQCR10/ATP5F1E/HDAC6/NDUFB2/NDUFAB1/CASP9/UQCRQ/GPX7/COX7C/NUP214/TNF/PPP3CA/ATP5F1D/NDUFA13/PPP3R1/UQCR11/NUP43/MAPK14/NRG2/GLE1/CCS/GPX8/HAP1/NDUFS7/DCTN6/MTOR/FIG4/APAF1/ALYREF/ALS2/TUBA4A/NDUFA4L2/NDUFB1/BCL2/GRIN2A/ANG/DNAH9/NEFL/CHCHD10/DNAH6/C9orf72/NRG4/DNAH14/UQCRHL/NUP54/DNAH1/TUBA3C/NRG3/MAP2K6/NXF2/KIF5A/DNAH12/KIF5C/POM121L2/TUBA3E/KLC3/PRPH/GRIN2B/PFN4/GPX5/NEFM/TUBB1/DNALI1/SLC1A2/DNAH3/ERBB4/DNAH2/MAP1LC3C/NOS1/COX6B2/NEFH,197
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,56/4046,95/8538,0.5894736842105263,1.2439264250591875,2.2689136351191133,0.015151953593049316,0.11616497754671143,0.0935699590307607,MMP1/HSP90B1/JUN/RELA/FOSL1/CCL20/CXCL8/HSP90AA1/MAP3K7/GSK3B/NFKBIA/TRAF4/TAB2/MAPK11/CSF2/TAB3/FADD/USP25/CEBPB/TRAF3IP2/CCL2/NFKB1/MAPK1/TRAF2/IKBKG/MMP9/IL17RC/IL6/TNF/MAPK7/TNFAIP3/CXCL1/IL17RB/MAPK14/MAPK6/IL1B/TRAF6/TRAF5/FOSB/CXCL2/TRADD/CSF3/CXCL10/MMP13/MUC5AC/PTGS2/LCN2/MAPK10/S100A9/S100A8/CCL17/MAPK4/MUC5B/CCL7/IL17D/MMP3,56
Human Diseases,Cancer: overview,hsa05231,Choline metabolism in cancer,58/4046,99/8538,0.5858585858585859,1.2362977276472087,2.244281633035914,0.01604344481576867,0.12032583611826501,0.09692149728519286,PDGFB/RAC2/MAP2K1/JUN/SLC44A1/AKT3/AKT2/GRB2/HIF1A/HRAS/MAP2K2/WASF2/CHKA/PDGFRB/RPS6KB2/PDGFC/SOS2/PLD2/DGKD/DGKA/PIK3R1/RHEB/RPS6KB1/RAC3/MAPK1/EIF4EBP1/DGKH/PLD1/PLPP2/DGKZ/SLC44A2/TSC1/PIK3CD/PRKCA/WASF3/SOS1/PIK3CA/DGKI/GPCPD1/DGKQ/PDGFA/PLA2G4A/MTOR/DGKE/PRKCB/EGF/DGKG/SLC22A1/PDGFRA/SLC22A3/PRKCG/PCYT1B/PIP5K1B/MAPK10/SLC22A4/PLA2G4B/SLC44A3/SLC44A5,58
